################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.9282521212515454E-02 a         1     0     1     1     1
  8.8921136523105876E-02 a         2     0     1     1     2
  1.4428124156480637E-01 a         3     0     1     1     3
 -2.7110970937891410E-01 a         4     0     1     1     4
  1.1881132205851944E-01 a         5     0     1     1     5
 -3.2063728766404537E-01 a         6     0     1     1     6
  2.5495940023491109E-01 a         7     0     1     1     7
 -4.0796392277662835E-01 a         8     0     1     1     8
  6.4508294880189429E-02 a         9     0     1     1     9
  4.3867901460884788E-03 a        10     0     1     1    10
  1.5953942571604390E-01 a        11     0     1     1    11
 -1.0650673999802666E-01 a        12     0     1     1    12
 -2.0612172456759680E-03 a        13     0     1     1    13
  3.0227781780499455E-02 a        14     0     1     1    14
 -1.4707525442951561E-01 a        15     0     1     1    15
 -8.1430492420240443E-03 a        16     0     1     1    16
  1.6417700032691307E-01 a        17     0     1     1    17
 -3.1738560834810498E-01 a        18     0     1     1    18
 -3.9504439772605315E-02 a        19     0     1     1    19
 -1.1237415445622859E-01 a        20     0     1     1    20
 -1.0603433611373805E-01 a        21     0     1     1    21
 -2.7322766461799944E-02 a        22     0     1     1    22
 -2.8581031575569860E-01 a        23     0     1     1    23
  1.3453683344819914E-01 a        24     0     1     1    24
 -1.2692478068041069E-01 a        25     0     1     1    25
  3.3000927211394346E-02 a        26     0     2     1     1
  1.6019355180334230E-01 a        27     0     2     1     2
 -1.6849560894200458E-01 a        28     0     2     1     3
  1.1374628678507454E-01 a        29     0     2     1     4
 -9.0085926184304610E-02 a        30     0     2     1     5
  1.1318090051776183E-01 a        31     0     2     1     6
  2.2021719443898374E-01 a        32     0     2     1     7
 -1.0675149480264784E-01 a        33     0     2     1     8
 -3.9218522481604318E-01 a        34     0     2     1     9
  1.2057418563136538E-01 a        35     0     2     1    10
  9.8566102310392409E-02 a        36     0     2     1    11
 -8.2824404511137609E-02 a        37     0     2     1    12
  1.6624576483738687E-01 a        38     0     2     1    13
 -1.8521457854653183E-02 a        39     0     2     1    14
 -1.5018766978265249E-01 a        40     0     2     1    15
 -7.3588997840518507E-03 a        41     0     2     1    16
 -1.1598772557590999E-01 a        42     0     2     1    17
 -1.4425936221008151E-01 a        43     0     2     1    18
  4.2127011721928925E-02 a        44     0     2     1    19
  1.7745467697095160E-02 a        45     0     2     1    20
 -5.7548691457775719E-02 a        46     0     2     1    21
 -1.9385604792569200E-01 a        47     0     2     1    22
 -1.4900935840918977E-01 a        48     0     2     1    23
  5.2584242984988296E-02 a        49     0     2     1    24
 -1.3280663312523453E-02 a        50     0     2     1    25
  2.4438061450367682E-01 a        51     0     3     1     1
 -1.9782129111891407E-03 a        52     0     3     1     2
  5.2000316128900527E-02 a        53     0     3     1     3
  1.6592086667128969E-01 a        54     0     3     1     4
  1.0194521172477983E-01 a        55     0     3     1     5
 -1.3569921930007802E-02 a        56     0     3     1     6
  1.3115163296247914E-01 a        57     0     3     1     7
  2.0222622439728899E-01 a        58     0     3     1     8
 -5.6743823510261214E-02 a        59     0     3     1     9
  1.7007003749511539E-02 a        60     0     3     1    10
  3.2418281777106671E-02 a        61     0     3     1    11
 -1.4341223019900332E-02 a        62     0     3     1    12
  5.2598214338855545E-02 a        63     0     3     1    13
  3.1170724180300102E-01 a        64     0     3     1    14
 -6.4920235280085522E-03 a        65     0     3     1    15
 -1.1910875196488203E-01 a        66     0     3     1    16
 -2.1993804911633069E-01 a        67     0     3     1    17
 -9.6167929724399484E-02 a        68     0     3     1    18
 -1.0717690112653991E-01 a        69     0     3     1    19
 -1.2049462049542639E-01 a        70     0     3     1    20
  2.1758886195821217E-01 a        71     0     3     1    21
 -4.1574885421146533E-02 a        72     0     3     1    22
 -1.0530144857860739E-01 a        73     0     3     1    23
 -1.3713407595367477E-01 a        74     0     3     1    24
 -4.1225562146046175E-02 a        75     0     3     1    25
 -1.2764079717607280E-01 a        76     0     4     1     1
 -1.1201358529018147E-01 a        77     0     4     1     2
  1.2164730012217001E-01 a        78     0     4     1     3
 -1.3026417507878990E-01 a        79     0     4     1     4
  2.2342533792922278E-02 a        80     0     4     1     5
 -1.5491853682124332E-01 a        81     0     4     1     6
 -1.7309741059963069E-01 a        82     0     4     1     7
 -1.7752377633366706E-01 a        83     0     4     1     8
 -1.1619458056686201E-01 a        84     0     4     1     9
  1.8683373753584270E-01 a        85     0     4     1    10
  8.2660854556779559E-02 a        86     0     4     1    11
  1.6284270999740288E-01 a        87     0     4     1    12
 -8.4186825254014594E-02 a        88     0     4     1    13
 -1.2637317073992488E-01 a        89     0     4     1    14
  1.4377065843019973E-01 a        90     0     4     1    15
 -4.4128337735326303E-02 a        91     0     4     1    16
  1.6962474237773553E-01 a        92     0     4     1    17
 -4.3617877416335660E-02 a        93     0     4     1    18
  7.2427000275905165E-02 a        94     0     4     1    19
 -1.8882869080401860E-01 a        95     0     4     1    20
 -4.8685678534324185E-02 a        96     0     4     1    21
 -1.5720661882556411E-01 a        97     0     4     1    22
 -2.1717440946509883E-01 a        98     0     4     1    23
  6.4235449672716383E-02 a        99     0     4     1    24
  4.8364670402574819E-02 a       100     0     4     1    25
  9.3504814532963734E-02 a       101     0     5     1     1
 -1.2365669030534260E-01 a       102     0     5     1     2
