################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0457254345625848E-01 a         1     0     1     1     1
  3.0925465981346902E-02 a         2     0     1     1     2
 -1.7822178594511105E-02 a         3     0     1     1     3
 -9.6945921605630161E-02 a         4     0     1     1     4
 -5.7001606921708234E-03 a         5     0     1     1     5
  9.4120785250607492E-02 a         6     0     1     1     6
  1.1654996088047241E-01 a         7     0     1     1     7
 -8.8093577342433893E-02 a         8     0     1     1     8
  1.8588058194524429E-01 a         9     0     1     1     9
  1.5803380238710074E-01 a        10     0     1     1    10
 -1.0334392739527183E-01 a        11     0     1     1    11
 -2.8272036510330306E-01 a        12     0     1     1    12
 -1.4625973281665924E-01 a        13     0     1     1    13
 -1.4722027135440316E-01 a        14     0     1     1    14
 -1.8908640959891990E-01 a        15     0     1     1    15
  3.9499045487467379E-03 a        16     0     1     1    16
 -2.9035220998512013E-02 a        17     0     1     1    17
  2.8501128390675040E-01 a        18     0     1     1    18
  2.2857048037129005E-01 a        19     0     1     1    19
  9.7229910532339051E-02 a        20     0     1     1    20
  7.2969096103524575E-02 a        21     0     1     1    21
  2.3235711398430306E-01 a        22     0     1     1    22
 -2.2230945009125980E-01 a        23     0     1     1    23
  1.2082434034583383E-02 a        24     0     1     1    24
 -4.2876082207041873E-02 a        25     0     1     1    25
  7.5977460233486976E-02 a        26     0     2     1     1
 -8.1551127029653822E-02 a        27     0     2     1     2
 -7.2673534988690509E-03 a        28     0     2     1     3
  2.2276946308877366E-01 a        29     0     2     1     4
  6.3534529941874807E-02 a        30     0     2     1     5
 -1.7848045459271247E-01 a        31     0     2     1     6
 -2.0506918711325267E-01 a        32     0     2     1     7
  2.0250394106123937E-02 a        33     0     2     1     8
 -2.0067629629297853E-02 a        34     0     2     1     9
 -6.5590888401719227E-02 a        35     0     2     1    10
  9.9897540330944237E-02 a        36     0     2     1    11
  8.3550396675003431E-03 a        37     0     2     1    12
  2.3897599319573234E-02 a        38     0     2     1    13
 -1.2094484456793583E-01 a        39     0     2     1    14
 -7.3800600693540705E-02 a        40     0     2     1    15
  1.9936731511738018E-01 a        41     0     2     1    16
  6.5309399171077864E-02 a        42     0     2     1    17
  1.4397596353223679E-01 a        43     0     2     1    18
  1.0959702106570335E-01 a        44     0     2     1    19
 -2.8319224492337780E-01 a        45     0     2     1    20
 -1.5316530465119592E-02 a        46     0     2     1    21
  2.4943633890601585E-01 a        47     0     2     1    22
  1.7570565219019083E-01 a        48     0     2     1    23
  7.7793008547364900E-02 a        49     0     2     1    24
  4.9812147554206029E-02 a        50     0     2     1    25
  5.4542429962550452E-02 a        51     0     3     1     1
 -2.2889937862950610E-01 a        52     0     3     1     2
  3.2725053874607161E-02 a        53     0     3     1     3
 -1.3680942314521992E-02 a        54     0     3     1     4
  2.9558546334682592E-02 a        55     0     3     1     5
  8.6277292785255394E-02 a        56     0     3     1     6
  7.5470146318958070E-02 a        57     0     3     1     7
  6.6173678892466128E-02 a        58     0     3     1     8
 -7.7852824280909574E-02 a        59     0     3     1     9
  3.4426747567097668E-02 a        60     0     3     1    10
 -2.6166801009582491E-01 a        61     0     3     1    11
 -1.7892073999465985E-01 a        62     0     3     1    12
  3.4422480756099438E-02 a        63     0     3     1    13
 -2.1148153410386772E-01 a        64     0     3     1    14
 -9.2463401688213112E-02 a        65     0     3     1    15
  1.7748092306108060E-01 a        66     0     3     1    16
  5.1435387477884592E-02 a        67     0     3     1    17
  1.3222732474740384E-01 a        68     0     3     1    18
  1.3560142334196523E-01 a        69     0     3     1    19
 -1.5816490621415188E-01 a        70     0     3     1    20
 -8.1531788912662800E-03 a        71     0     3     1    21
 -1.1481299272510972E-01 a        72     0     3     1    22
  5.5700465728950446E-02 a        73     0     3     1    23
  4.1895618480966595E-02 a        74     0     3     1    24
  8.8059739547977300E-02 a        75     0     3     1    25
  1.3056170151399218E-01 a        76     0     4     1     1
 -1.2575536466843429E-01 a        77     0     4     1     2
  1.4140350416573771E-01 a        78     0     4     1     3
 -5.5271450234958670E-02 a        79     0     4     1     4
  1.3333424744655481E-01 a        80     0     4     1     5
 -2.3245346002808187E-01 a        81     0     4     1     6
 -1.4926689926146466E-01 a        82     0     4     1     7
  7.0954661519827295E-02 a        83     0     4     1     8
  4.1379296752764173E-02 a        84     0     4     1     9
  4.9534774055761635E-02 a        85     0     4     1    10
 -2.5373197819985537E-03 a        86     0     4     1    11
 -1.2178474870512808E-01 a        87     0     4     1    12
  1.5932347369853925E-01 a        88     0     4     1    13
 -1.9328297352700169E-01 a        89     0     4     1    14
 -8.5332989715314819E-02 a        90     0     4     1    15
  1.6237592470672543E-01 a        91     0     4     1    16
  1.2826373049678033E-01 a        92     0     4     1    17
  4.2311934076031031E-02 a        93     0     4     1    18
 -1.2585300785772158E-01 a        94     0     4     1    19
 -3.5320510660755686E-02 a        95     0     4     1    20
 -1.2193819623097123E-01 a        96     0     4     1    21
 -4.6781126483126975E-02 a        97     0     4     1    22
 -1.7802794320179072E-01 a        98     0     4     1    23
 -4.0555811801660492E-02 a        99     0     4     1    24
  1.1660166234392645E-01 a       100     0     4     1    25
 -1.0375427465670915E-01 a       101     0     5     1     1
  4.0424541623324518E-02 a       102     0     5     1     2
  4.3458995589049053E-02 a       103     0     5     1     3
  1.1133198036298968E-02 a       104     0     5     1     4
  6.5281090284621063E-02 a       105     0     5     1     5
  8.1300722680725176E-02 a       106     0     5     1     6
  8.2914602641696214E-02 a       107     0     5     1     7
  2.9795167925814281E-01 a       108     0     5     1     8
  7.0531530848334453E-03 a       109     0     5     1     9
  1.6573466012340590E-01 a       110     0     5     1    10
 -1.7913280015723143E-01 a       111     0     5     1    11
 -1.4868262679455471E-01 a       112     0     5     1    12
 -2.5935136561056529E-02 a       113     0     5     1    13
  1.6430180379933840E-02 a       114     0     5     1    14
  9.5620958679261903E-02 a       115     0     5     1    15
 -3.7351726960023181E-02 a       116     0     5     1    16
