################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6604394986049782E-03 a         1     0     1     1     1
  7.6183296837252321E-02 a         2     0     1     1     2
  1.8613995489493701E-01 a         3     0     1     1     3
 -5.1060155328870468E-02 a         4     0     1     1     4
 -9.8275024051197798E-02 a         5     0     1     1     5
  2.4010732939929391E-02 a         6     0     1     1     6
 -2.5690535978475475E-02 a         7     0     1     1     7
 -1.1083495933199934E-01 a         8     0     1     1     8
  4.7739950779991110E-02 a         9     0     1     1     9
 -1.5718745237664511E-01 a        10     0     1     1    10
 -1.9051496255418430E-03 a        11     0     1     1    11
  9.6207927485596825E-02 a        12     0     1     1    12
  1.2256626171934921E-01 a        13     0     1     1    13
 -9.4221885994987715E-03 a        14     0     1     1    14
 -8.9565426732109293E-02 a        15     0     1     1    15
 -7.8138068459778470E-02 a        16     0     1     1    16
 -4.2347505401730545E-02 a        17     0     1     1    17
  2.0236477388292501E-01 a        18     0     1     1    18
 -6.3890300083379425E-02 a        19     0     1     1    19
  8.9217945099071008E-02 a        20     0     1     1    20
 -1.9576834436106076E-02 a        21     0     1     1    21
  4.2838261567495185E-02 a        22     0     1     1    22
 -7.2264050027963628E-02 a        23     0     1     1    23
 -1.0213694697310875E-01 a        24     0     1     1    24
 -1.8937042163301440E-01 a        25     0     1     1    25
 -1.2031024275608242E-01 a        26     0     2     1     1
  2.4260467774718689E-01 a        27     0     2     1     2
 -1.4617067515231502E-01 a        28     0     2     1     3
 -1.4283329378051113E-01 a        29     0     2     1     4
 -7.2503762313508135E-02 a        30     0     2     1     5
 -2.7657835189818458E-01 a        31     0     2     1     6
  8.1786175621883436E-02 a        32     0     2     1     7
 -1.9862778032263581E-01 a        33     0     2     1     8
 -1.2363854836753560E-01 a        34     0     2     1     9
  8.5169622315139595E-02 a        35     0     2     1    10
  4.4422864782863350E-02 a        36     0     2     1    11
 -2.2696814202626911E-01 a        37     0     2     1    12
  8.4784527805847873E-02 a        38     0     2     1    13
 -3.1508780580124960E-03 a        39     0     2     1    14
 -1.3030957563971168E-01 a        40     0     2     1    15
  1.9771491578835163E-02 a        41     0     2     1    16
  2.2972928397898128E-02 a        42     0     2     1    17
  3.7573773455652951E-02 a        43     0     2     1    18
  7.6534628073490998E-02 a        44     0     2     1    19
 -8.3749019218749124E-02 a        45     0     2     1    20
 -1.7820478115425140E-01 a        46     0     2     1    21
  7.6803606608122660E-02 a        47     0     2     1    22
  5.1327620643067270E-02 a        48     0     2     1    23
  2.0860656268390720E-01 a        49     0     2     1    24
 -6.7957520277855381E-03 a        50     0     2     1    25
 -1.2246250083013922E-01 a        51     0     3     1     1
  2.4771072432608766E-02 a        52     0     3     1     2
  1.1027452285415743E-01 a        53     0     3     1     3
  1.0147613737613563E-01 a        54     0     3     1     4
 -2.0769960254999670E-01 a        55     0     3     1     5
  1.7243729163395910E-01 a        56     0     3     1     6
 -9.6157085690908140E-02 a        57     0     3     1     7
  1.1396892883828576E-01 a        58     0     3     1     8
  2.4955103826412248E-01 a        59     0     3     1     9
 -4.3068723820257074E-02 a        60     0     3     1    10
  2.5051330089851616E-02 a        61     0     3     1    11
  1.2820106080186519E-01 a        62     0     3     1    12
  2.1102123382164700E-01 a        63     0     3     1    13
 -2.7247300560449622E-01 a        64     0     3     1    14
  3.7842269723764016E-01 a        65     0     3     1    15
 -8.7553299642547849E-02 a        66     0     3     1    16
 -1.5478074183324331E-01 a        67     0     3     1    17
 -3.6790083340516533E-01 a        68     0     3     1    18
 -5.7927994317919555E-02 a        69     0     3     1    19
  1.7693255518063156E-01 a        70     0     3     1    20
 -6.9298039425361585E-02 a        71     0     3     1    21
  2.0875957182581128E-02 a        72     0     3     1    22
 -3.8767240791626585E-02 a        73     0     3     1    23
 -8.2442726510564335E-02 a        74     0     3     1    24
  4.6546173800826741E-02 a        75     0     3     1    25
  1.6175297989732931E-01 a        76     0     4     1     1
 -1.0298453440514710E-01 a        77     0     4     1     2
  3.0214115124620694E-01 a        78     0     4     1     3
  1.3505343425294039E-02 a        79     0     4     1     4
  1.5411108150731163E-02 a        80     0     4     1     5
 -5.6695314853818221E-02 a        81     0     4     1     6
  1.4207174679387510E-01 a        82     0     4     1     7
  5.5019487661111068E-02 a        83     0     4     1     8
  1.0318575863504643E-01 a        84     0     4     1     9
  7.3824451154505172E-02 a        85     0     4     1    10
  6.4985162077970920E-02 a        86     0     4     1    11
  8.6870802993458188E-02 a        87     0     4     1    12
 -2.6017810865426760E-02 a        88     0     4     1    13
  1.4518903987506299E-01 a        89     0     4     1    14
  1.7711031772093816E-01 a        90     0     4     1    15
  2.5868865767620974E-01 a        91     0     4     1    16
  6.1420706214883353E-02 a        92     0     4     1    17
 -6.9575420902440843E-02 a        93     0     4     1    18
