################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.0827387732529787E-01 a         1     0     1     1     1
  1.0127750229986116E-01 a         2     0     1     1     2
  3.6550410789590926E-01 a         3     0     1     1     3
  3.4032671543572340E-01 a         4     0     1     1     4
 -5.3560883713445633E-02 a         5     0     1     1     5
 -1.4558297156831132E-01 a         6     0     1     1     6
  9.8107284486772736E-02 a         7     0     1     1     7
 -1.5638782880177307E-01 a         8     0     1     1     8
  1.6497289922263351E-02 a         9     0     1     1     9
  4.1128672502131994E-02 a        10     0     1     1    10
 -1.9018972462025249E-01 a        11     0     1     1    11
  2.9447468370251562E-01 a        12     0     1     1    12
  9.1060064054654943E-02 a        13     0     1     1    13
  2.0767065457004327E-01 a        14     0     1     1    14
 -1.8013090087744682E-01 a        15     0     1     1    15
 -1.0503728450787814E-01 a        16     0     1     1    16
  1.4311998507442181E-01 a        17     0     1     1    17
  1.3084702171375642E-01 a        18     0     1     1    18
  3.1374476802584667E-01 a        19     0     1     1    19
  1.6424437271678614E-02 a        20     0     1     1    20
 -1.9099091500739383E-02 a        21     0     1     1    21
 -1.9084718691986434E-02 a        22     0     1     1    22
 -1.6886555619505328E-01 a        23     0     1     1    23
 -4.0708656759403095E-01 a        24     0     1     1    24
 -8.3103361245248503E-03 a        25     0     1     1    25
 -1.0199114395868027E-01 a        26     0     2     1     1
  1.5065154248019799E-01 a        27     0     2     1     2
  6.3006426546358185E-02 a        28     0     2     1     3
  3.0897186410037986E-01 a        29     0     2     1     4
 -1.7711934852192834E-01 a        30     0     2     1     5
  3.5067242502643532E-03 a        31     0     2     1     6
  1.2327286167687317E-01 a        32     0     2     1     7
  5.9286569242018715E-02 a        33     0     2     1     8
  2.3088885707735238E-01 a        34     0     2     1     9
  2.0201839256520721E-02 a        35     0     2     1    10
  1.2305476231572135E-01 a        36     0     2     1    11
  1.6614401420723851E-01 a        37     0     2     1    12
  2.6308238321020555E-01 a        38     0     2     1    13
 -2.5963305135207987E-01 a        39     0     2     1    14
 -3.0554738044744756E-01 a        40     0     2     1    15
  7.8371180380434877E-02 a        41     0     2     1    16
  1.8720617621612697E-02 a        42     0     2     1    17
  2.4523922446939803E-01 a        43     0     2     1    18
  7.5346889366111197E-02 a        44     0     2     1    19
  1.1161675304281273E-02 a        45     0     2     1    20
  1.7382697829039181E-01 a        46     0     2     1    21
 -1.5476023724021978E-01 a        47     0     2     1    22
 -1.0789638199343181E-01 a        48     0     2     1    23
 -3.3287686426080687E-01 a        49     0     2     1    24
 -2.2706965759027412E-01 a        50     0     2     1    25
  1.1834823070219229E-01 a        51     0     3     1     1
 -1.3364571899220520E-01 a        52     0     3     1     2
  2.2525467708644242E-01 a        53     0     3     1     3
 -4.8927011586741053E-03 a        54     0     3     1     4
 -1.3702818007024684E-01 a        55     0     3     1     5
 -1.2860463918950127E-02 a        56     0     3     1     6
 -7.5127248506368857E-02 a        57     0     3     1     7
  1.0180052256206187E-01 a        58     0     3     1     8
 -1.8009511254695515E-01 a        59     0     3     1     9
  3.4669134966782039E-01 a        60     0     3     1    10
  1.7376311698348032E-01 a        61     0     3     1    11
  1.0910925210844374E-01 a        62     0     3     1    12
  6.6450766146825352E-02 a        63     0     3     1    13
 -1.4125784134557628E-01 a        64     0     3     1    14
  1.8235696114238770E-01 a        65     0     3     1    15
  3.4771471521309404E-02 a        66     0     3     1    16
 -1.6777825599724799E-01 a        67     0     3     1    17
  7.3223137112470346E-02 a        68     0     3     1    18
  2.8596743259830704E-01 a        69     0     3     1    19
  2.2708800856364469E-01 a        70     0     3     1    20
 -2.5744126538115471E-02 a        71     0     3     1    21
  1.3810154187271750E-01 a        72     0     3     1    22
 -1.9879381963821101E-02 a        73     0     3     1    23
 -7.0494695055280970E-02 a        74     0     3     1    24
 -2.7103710614058651E-01 a        75     0     3     1    25
  1.0970064669574975E-01 a        76     0     4     1     1
 -9.2226586697332566E-02 a        77     0     4     1     2
 -9.2790155335609331E-03 a        78     0     4     1     3
  1.0163047650816570E-01 a        79     0     4     1     4
  1.1757535127555646E-01 a        80     0     4     1     5
 -2.9486713486616867E-01 a        81     0     4     1     6
 -5.0462490587949341E-02 a        82     0     4     1     7
  1.0864277461841076E-02 a        83     0     4     1     8
  1.0116095272894633E-01 a        84     0     4     1     9
  1.3771206365073793E-01 a        85     0     4     1    10
  5.7784033125945169E-02 a        86     0     4     1    11
 -1.5342240623400002E-02 a        87     0     4     1    12
 -5.4166220300439445E-02 a        88     0     4     1    13
 -1.5061518680598254E-01 a        89     0     4     1    14
  1.6783721107297928E-01 a        90     0     4     1    15
  2.4429568179736036E-01 a        91     0     4     1    16
 -1.0866233820350940E-01 a        92     0     4     1    17
 -1.0107874532580233E-01 a        93     0     4     1    18
  1.5363434723647127E-02 a        94     0     4     1    19
  4.8747062920388141E-02 a        95     0     4     1    20
 -8.0958121622072735E-02 a        96     0     4     1    21
 -5.9001420755524720E-03 a        97     0     4     1    22
 -8.7134863950679931E-02 a        98     0     4     1    23
 -2.0166157961454512E-01 a        99     0     4     1    24
 -1.4276569518122945E-01 a       100     0     4     1    25
  8.5824502184675119E-02 a       101     0     5     1     1
  1.7624127869907878E-02 a       102     0     5     1     2
  1.0702160681188777E-01 a       103     0     5     1     3
  1.4506470581850467E-01 a       104     0     5     1     4
 -2.3829015659106827E-02 a       105     0     5     1     5
 -2.5049664453596337E-03 a       106     0     5     1     6
 -2.0874504839422894E-01 a       107     0     5     1     7
 -5.0310831459558024E-02 a       108     0     5     1     8
 -6.0529294115241085E-02 a       109     0     5     1     9
 -7.2923779961030097E-02 a       110     0     5     1    10
 -6.1763324953964825E-02 a       111     0     5     1    11
 -4.7297664257951642E-02 a       112     0     5     1    12
  2.5530888877580444E-02 a       113     0     5     1    13
  8.1534276144201737E-02 a       114     0     5     1    14
  1.4114356303959541E-01 a       115     0     5     1    15
  1.9180765286640641E-02 a       116     0     5     1    16
 -8.9373556306727206E-02 a       117     0     5     1    17
 -1.4751463232887724E-01 a       118     0     5     1    18
 -2.2122382058940775E-02 a       119     0     5     1    19
 -4.4241700226279247E-02 a       120     0     5     1    20
  1.0488761099737014E-01 a       121     0     5     1    21
 -7.0799378586977171E-02 a       122     0     5     1    22
 -2.4846605864648149E-02 a       123     0     5     1    23
 -1.7595342669601011E-01 a       124     0     5     1    24
 -1.4002680220319769E-01 a       125     0     5     1    25
  2.4535125061970756E-01 a       126     0     6     1     1
  1.4216190886275834E-01 a       127     0     6     1     2
 -1.3526769047322812E-01 a       128     0     6     1     3
 -1.7694946489465121E-01 a       129     0     6     1     4
 -7.1464291407307354E-02 a       130     0     6     1     5
 -1.1200515532633137E-01 a       131     0     6     1     6
  1.2415383831601143E-01 a       132     0     6     1     7
  1.7943785126364697E-01 a       133     0     6     1     8
  3.2890599021887644E-02 a       134     0     6     1     9
  6.3749857246761271E-02 a       135     0     6     1    10
 -1.7634081553772651E-01 a       136     0     6     1    11
  1.3814751882387320E-02 a       137     0     6     1    12
  3.1304188748888867E-01 a       138     0     6     1    13
 -1.7975504189858199E-01 a       139     0     6     1    14
  1.0643921883310342E-01 a       140     0     6     1    15
  2.5938753964850660E-02 a       141     0     6     1    16
 -2.0151606792462171E-01 a       142     0     6     1    17
  7.8362101473257173E-02 a       143     0     6     1    18
  6.7005759959249095E-02 a       144     0     6     1    19
 -2.8610668955442736E-01 a       145     0     6     1    20
  1.9967210626562223E-01 a       146     0     6     1    21
