################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.7301275064216295E+00 a         1     0     1     1     1
  3.7600815279216215E+00 a         2     0     1     1     2
 -2.6325866059867340E+00 a         3     0     1     1     3
 -1.2414501329244849E+00 a         4     0     1     1     4
  2.3046232193352645E+00 a         5     0     1     1     5
 -4.3216316270778776E-01 a         6     0     1     1     6
 -2.0036205251464336E+00 a         7     0     1     1     7
 -7.9453331464255561E-01 a         8     0     1     1     8
 -3.3754564197257322E+00 a         9     0     1     1     9
  6.2261462630103750E-02 a        10     0     1     1    10
 -3.1216898014255463E+00 a        11     0     1     1    11
 -7.5613879334130984E-01 a        12     0     1     1    12
  1.1991209234814002E+00 a        13     0     1     1    13
  9.2266171083580406E-01 a        14     0     1     1    14
  8.9201649782541559E-01 a        15     0     1     1    15
 -2.3418868919159834E+00 a        16     0     1     1    16
  2.3459117246186545E+00 a        17     0     1     1    17
 -1.9492006286219783E+00 a        18     0     1     1    18
 -2.1609961559099324E+00 a        19     0     1     1    19
 -3.0441029322530774E-02 a        20     0     1     1    20
  3.4036448053187893E+00 a        21     0     1     1    21
 -1.1761970056992050E+00 a        22     0     1     1    22
 -2.2834617403733013E+00 a        23     0     1     1    23
  1.5108250038422100E-01 a        24     0     1     1    24
  1.2296647703236110E+00 a        25     0     1     1    25
  5.2723113289309520E+00 a        26     0     2     1     1
 -2.8855173050796985E+00 a        27     0     2     1     2
 -2.2667342174335645E+00 a        28     0     2     1     3
 -2.5799358040444078E+00 a        29     0     2     1     4
  1.5296907403621842E+00 a        30     0     2     1     5
 -7.7103070838348342E-01 a        31     0     2     1     6
  1.2967610575101409E+00 a        32     0     2     1     7
 -1.7975804565888263E+00 a        33     0     2     1     8
 -1.1708054654210845E-01 a        34     0     2     1     9
 -7.8576730086263058E-01 a        35     0     2     1    10
 -2.5561264207230039E+00 a        36     0     2     1    11
 -3.3809305347939169E+00 a        37     0     2     1    12
  6.7819439135026893E-01 a        38     0     2     1    13
  3.0193694245195252E-01 a        39     0     2     1    14
  1.5776548934718906E+00 a        40     0     2     1    15
  1.4899664735427907E+00 a        41     0     2     1    16
  1.7845628218594878E+00 a        42     0     2     1    17
 -1.5764198375542675E+00 a        43     0     2     1    18
 -1.1938701570564975E-01 a        44     0     2     1    19
  1.9509955539271831E-01 a        45     0     2     1    20
  1.6804144221220012E+00 a        46     0     2     1    21
  1.7567188985572710E-01 a        47     0     2     1    22
 -8.4698349294274045E-01 a        48     0     2     1    23
 -3.2589168181086547E+00 a        49     0     2     1    24
  1.5734865548661436E+00 a        50     0     2     1    25
  4.1998081139265642E+00 a        51     0     3     1     1
  7.2249941404433162E+00 a        52     0     3     1     2
 -7.6242329237795936E-01 a        53     0     3     1     3
  1.2230240023622354E+00 a        54     0     3     1     4
  3.8237146211488233E+00 a        55     0     3     1     5
  1.3218940189248296E+00 a        56     0     3     1     6
 -5.1066300491168315E+00 a        57     0     3     1     7
 -1.9498514494531255E-01 a        58     0     3     1     8
 -4.6959552731842722E+00 a        59     0     3     1     9
  1.9397827293519472E+00 a        60     0     3     1    10
 -3.4671331582001299E+00 a        61     0     3     1    11
  3.0194529442849753E+00 a        62     0     3     1    12
 -2.5296669880537186E+00 a        63     0     3     1    13
  1.2114017779495363E+00 a        64     0     3     1    14
 -9.2486854326710533E-01 a        65     0     3     1    15
 -1.5545092592131444E+00 a        66     0     3     1    16
  1.3483386091453478E+00 a        67     0     3     1    17
 -5.4957904221563556E+00 a        68     0     3     1    18
 -3.7788681041769308E+00 a        69     0     3     1    19
  8.9841869636869787E-01 a        70     0     3     1    20
  2.0468470991555798E+00 a        71     0     3     1    21
 -1.6448352645466302E-01 a        72     0     3     1    22
  2.1062848886653038E-01 a        73     0     3     1    23
  2.8163427571538833E+00 a        74     0     3     1    24
  5.7620024697361949E-01 a        75     0     3     1    25
 -2.5680710512347921E-01 a        76     0     4     1     1
 -1.2361454322486719E-02 a        77     0     4     1     2
 -8.7043704488570139E-01 a        78     0     4     1     3
 -4.9977030193169275E-01 a        79     0     4     1     4
 -1.5898646897913153E+00 a        80     0     4     1     5
 -1.8050301964901625E+00 a        81     0     4     1     6
  5.1593000184777793E-01 a        82     0     4     1     7
  6.6389090555649843E-01 a        83     0     4     1     8
  4.4014389967855408E-02 a        84     0     4     1     9
  4.3395089180247903E-01 a        85     0     4     1    10
  7.6939885391449869E-01 a        86     0     4     1    11
 -5.3663798462207402E-01 a        87     0     4     1    12
  1.0042736362993351E-01 a        88     0     4     1    13
 -2.9699789558798553E-02 a        89     0     4     1    14
 -1.1729616181533412E-01 a        90     0     4     1    15
  2.1571648374808978E+00 a        91     0     4     1    16
 -2.1997394399916894E+00 a        92     0     4     1    17
 -5.7733757288677257E-01 a        93     0     4     1    18
  2.9578543175070129E+00 a        94     0     4     1    19
 -7.0493292780301842E-01 a        95     0     4     1    20
  4.4437642791867732E-01 a        96     0     4     1    21
  1.4994113451138187E+00 a        97     0     4     1    22
  2.3093333966957932E+00 a        98     0     4     1    23
 -3.3298194701861905E-02 a        99     0     4     1    24
  4.5835101571095827E-01 a       100     0     4     1    25
 -4.9010983780354636E-02 a       101     0     5     1     1
 -2.4932392738868625E-01 a       102     0     5     1     2
 -5.1399310405433873E-01 a       103     0     5     1     3
  9.2829611333696188E-02 a       104     0     5     1     4
 -5.5183138739283677E-01 a       105     0     5     1     5
 -3.1413513536018893E+00 a       106     0     5     1     6
  6.4235244849350892E-01 a       107     0     5     1     7
  8.7527478000308123E-01 a       108     0     5     1     8
 -5.6757601665435164E-01 a       109     0     5     1     9
  6.6849394091434006E-02 a       110     0     5     1    10
  7.7204583735790144E-01 a       111     0     5     1    11
  2.6112338242108707E-01 a       112     0     5     1    12
  3.2700760275363733E-01 a       113     0     5     1    13
  2.4112337707371434E-01 a       114     0     5     1    14
 -8.9429045250609907E-02 a       115     0     5     1    15
  1.4063786474338018E+00 a       116     0     5     1    16
 -1.7943456449988207E+00 a       117     0     5     1    17
 -2.1135144589852284E-01 a       118     0     5     1    18
  9.5733871443061436E-01 a       119     0     5     1    19
  7.2569757178235272E-02 a       120     0     5     1    20
  1.9108319014065402E+00 a       121     0     5     1    21
 -6.5406005402602951E-01 a       122     0     5     1    22
  1.1693761355544015E+00 a       123     0     5     1    23
 -4.3747750330972973E-02 a       124     0     5     1    24
  1.7505309137693736E-01 a       125     0     5     1    25
 -1.8709050165575302E+01 a       126     0     6     1     1
 -4.1046567322121659E+00 a       127     0     6     1     2
  8.5258070586139034E+00 a       128     0     6     1     3
  8.7153861848178042E+00 a       129     0     6     1     4
 -8.9564536417545622E+00 a       130     0     6     1     5
 -2.2420694181542560E+00 a       131     0     6     1     6
  5.2933503300647038E+00 a       132     0     6     1     7
  7.1038559743900613E+00 a       133     0     6     1     8
  1.4811181154079662E+00 a       134     0     6     1     9
 -3.3063750802260174E+00 a       135     0     6     1    10
  1.4273993101189225E+01 a       136     0     6     1    11
  4.8456186758342801E+00 a       137     0     6     1    12
 -8.3831222663589031E+00 a       138     0     6     1    13
 -2.5759776976167443E+00 a       139     0     6     1    14
 -1.4902236357422016E+00 a       140     0     6     1    15
  3.6559564243100517E+00 a       141     0     6     1    16
 -9.0341617086644241E+00 a       142     0     6     1    17
  2.4318469431999552E+00 a       143     0     6     1    18
  3.7903355121420725E+00 a       144     0     6     1    19
 -8.3411341784211779E-01 a       145     0     6     1    20
 -9.4299290487808864E+00 a       146     0     6     1    21
  8.1553251358850485E+00 a       147     0     6     1    22
  5.6201520764487833E+00 a       148     0     6     1    23
  3.4478659234125106E+00 a       149     0     6     1    24
 -4.3245886341593307E+00 a       150     0     6     1    25
  1.4201852747495196E+00 a       151     0     7     1     1
  1.0876080159107081E-01 a       152     0     7     1     2
 -4.5677730874703757E+00 a       153     0     7     1     3
  5.4365098526910991E+00 a       154     0     7     1     4
 -7.0951673375210422E-01 a       155     0     7     1     5
 -1.9701929399362788E+00 a       156     0     7     1     6
 -4.1338209671159376E+00 a       157     0     7     1     7
 -1.6229051481061465E+00 a       158     0     7     1     8
 -1.1335545103395654E+01 a       159     0     7     1     9
  7.8338324781081541E+00 a       160     0     7     1    10
 -3.8072179484384026E+00 a       161     0     7     1    11
 -6.3963751324264937E+00 a       162     0     7     1    12
  2.6942315194020389E-01 a       163     0     7     1    13
  5.4217701523057480E+00 a       164     0     7     1    14
 -5.8797509498384342E+00 a       165     0     7     1    15
 -8.9749246842756247E-01 a       166     0     7     1    16
  3.0944345659311323E+00 a       167     0     7     1    17
 -9.5578631467088637E-01 a       168     0     7     1    18
  1.6970250708060159E+00 a       169     0     7     1    19
 -7.7105035137219131E+00 a       170     0     7     1    20
  9.1288169929809637E-01 a       171     0     7     1    21
  2.2255880269229025E-01 a       172     0     7     1    22
 -1.4012386652405699E+00 a       173     0     7     1    23
  1.0649418125449572E+00 a       174     0     7     1    24
 -2.5417527699991864E+00 a       175     0     7     1    25
 -4.4983346588245672E+00 a       176     0     8     1     1
  1.7752369411073941E+00 a       177     0     8     1     2
  6.0158200550728385E+00 a       178     0     8     1     3
 -5.7931998638721105E-01 a       179     0     8     1     4
 -4.7427797586645912E+00 a       180     0     8     1     5
 -1.3761094183833353E+00 a       181     0     8     1     6
 -5.2015347151834375E+00 a       182     0     8     1     7
  1.2230440867247240E-01 a       183     0     8     1     8
 -4.6214657902562868E+00 a       184     0     8     1     9
  6.4485715705554258E-01 a       185     0     8     1    10
  4.8082918636830350E+00 a       186     0     8     1    11
  5.9388494502142404E+00 a       187     0     8     1    12
 -3.9951825827335599E+00 a       188     0     8     1    13
  2.5314227068637907E-01 a       189     0     8     1    14
 -3.2088978094071812E+00 a       190     0     8     1    15
  1.2477637926138536E+00 a       191     0     8     1    16
 -1.7691475454398384E-01 a       192     0     8     1    17
  1.1699891031104852E+00 a       193     0     8     1    18
  2.3160832537751959E+00 a       194     0     8     1    19
 -5.4423414478445595E+00 a       195     0     8     1    20
 -2.8172751765996304E+00 a       196     0     8     1    21
  3.2312282083922632E+00 a       197     0     8     1    22
  1.1642391964643664E+00 a       198     0     8     1    23
  3.7816087759055503E+00 a       199     0     8     1    24
 -1.4848848825346886E-01 a       200     0     8     1    25
 -5.1237553577464490E-01 a       201     0     9     1     1
  7.1429438334102002E+00 a       202     0     9     1     2
  2.9755615130555619E+00 a       203     0     9     1     3
  6.0959433200111803E+00 a       204     0     9     1     4
  1.2415583133652242E+00 a       205     0     9     1     5
 -5.7005431865841656E+00 a       206     0     9     1     6
 -7.2088214850946439E+00 a       207     0     9     1     7
  4.1438747009186133E-01 a       208     0     9     1     8
 -2.0510695292665142E+00 a       209     0     9     1     9
  2.0195366644900350E+00 a       210     0     9     1    10
 -3.1603774198244978E+00 a       211     0     9     1    11
  4.4419205350430477E+00 a       212     0     9     1    12
 -4.6504053209130500E+00 a       213     0     9     1    13
  1.7835181643572653E+00 a       214     0     9     1    14
 -2.5920330909240836E+00 a       215     0     9     1    15
 -7.9559198741561599E-01 a       216     0     9     1    16
  2.5405455976752114E+00 a       217     0     9     1    17
 -4.9085666936912302E+00 a       218     0     9     1    18
 -6.1875991415113480E+00 a       219     0     9     1    19
  4.5236643512629848E-02 a       220     0     9     1    20
  3.3030319727406288E+00 a       221     0     9     1    21
 -3.9747095767047700E+00 a       222     0     9     1    22
 -7.9956133894211734E-01 a       223     0     9     1    23
  2.9312067262221682E+00 a       224     0     9     1    24
 -1.9099282451876284E-01 a       225     0     9     1    25
  7.5856811578250727E-01 a       226     0    10     1     1
  1.3922212225107530E-01 a       227     0    10     1     2
 -1.5108709169676426E-01 a       228     0    10     1     3
  4.8527450286356189E-01 a       229     0    10     1     4
  3.1071391423513806E-01 a       230     0    10     1     5
  8.0981129867053137E-01 a       231     0    10     1     6
  4.7121411426855449E-02 a       232     0    10     1     7
  8.3652380801450987E-01 a       233     0    10     1     8
  8.5201744580873995E-01 a       234     0    10     1     9
 -1.3324387232715438E+00 a       235     0    10     1    10
  1.0514588299794438E+00 a       236     0    10     1    11
 -1.0601736773687838E+00 a       237     0    10     1    12
 -3.2416705774646365E-01 a       238     0    10     1    13
 -5.1850629322822517E-01 a       239     0    10     1    14
 -8.1402628510758435E-01 a       240     0    10     1    15
  4.8052365637092920E-01 a       241     0    10     1    16
 -1.7870662430765452E-01 a       242     0    10     1    17
  6.9910131225665062E-01 a       243     0    10     1    18
 -1.2046873976083236E-01 a       244     0    10     1    19
  1.3307507250929476E+00 a       245     0    10     1    20
 -2.6296716965993627E-01 a       246     0    10     1    21
  9.0115255192690980E-02 a       247     0    10     1    22
 -5.2376264595241018E-01 a       248     0    10     1    23
  4.5188495400393625E-01 a       249     0    10     1    24
  9.3803711950782409E-01 a       250     0    10     1    25
 -1.2282758619583107E+00 a       251     0    11     1     1
  4.0129457039024835E-01 a       252     0    11     1     2
 -1.4841758439829603E-01 a       253     0    11     1     3
 -2.2593237351787956E-01 a       254     0    11     1     4
  2.5964781452836971E-01 a       255     0    11     1     5
 -9.6837971227156361E-01 a       256     0    11     1     6
 -1.7862920493916321E+00 a       257     0    11     1     7
 -2.2547157797493509E+00 a       258     0    11     1     8
 -2.6962616180421151E+00 a       259     0    11     1     9
  3.5136313617859387E+00 a       260     0    11     1    10
 -1.1501131865832077E+00 a       261     0    11     1    11
  2.2262316045546897E+00 a       262     0    11     1    12
  1.4682348468446148E-02 a       263     0    11     1    13
  1.8818308536941508E+00 a       264     0    11     1    14
 -1.1062089236770698E+00 a       265     0    11     1    15
  7.0022313718371210E-01 a       266     0    11     1    16
  1.1440591024414200E+00 a       267     0    11     1    17
 -8.3079044169913963E-01 a       268     0    11     1    18
  1.5609846302085661E+00 a       269     0    11     1    19
 -3.1307718793787527E+00 a       270     0    11     1    20
 -3.2017389468689872E-01 a       271     0    11     1    21
 -2.8687587951163529E-01 a       272     0    11     1    22
  1.1143640846093248E+00 a       273     0    11     1    23
  4.1423364562204051E-02 a       274     0    11     1    24
 -6.8368262520837586E-01 a       275     0    11     1    25
  1.1055532690371572E+00 a       276     0    12     1     1
 -1.7648184746010447E+00 a       277     0    12     1     2
  2.0383194223188146E+00 a       278     0    12     1     3
 -5.3177160934416206E+00 a       279     0    12     1     4
  2.7684872153520703E+00 a       280     0    12     1     5
  3.2517610425880932E+00 a       281     0    12     1     6
  5.6640974852442820E+00 a       282     0    12     1     7
  1.6445230212641966E+00 a       283     0    12     1     8
  1.4834103930825226E+01 a       284     0    12     1     9
 -9.7270554051260323E+00 a       285     0    12     1    10
  4.0760034100316167E+00 a       286     0    12     1    11
  4.2153021419781593E+00 a       287     0    12     1    12
  2.6136136574905589E+00 a       288     0    12     1    13
 -6.5811769280118577E+00 a       289     0    12     1    14
  7.5837269713627835E+00 a       290     0    12     1    15
  4.0958415877724380E-01 a       291     0    12     1    16
 -2.9307497222535992E+00 a       292     0    12     1    17
  8.9545363856885540E-01 a       293     0    12     1    18
 -3.2873462254608787E+00 a       294     0    12     1    19
  1.1169933897827839E+01 a       295     0    12     1    20
 -5.2056031500096867E-01 a       296     0    12     1    21
 -3.7995249980248871E+00 a       297     0    12     1    22
  4.6964893751159698E-02 a       298     0    12     1    23
 -1.6226319666123048E+00 a       299     0    12     1    24
  2.5471585126681511E+00 a       300     0    12     1    25
  9.0297614294735382E+00 a       301     0    13     1     1
  3.7895242185067661E+00 a       302     0    13     1     2
 -1.0184090018150139E+01 a       303     0    13     1     3
 -3.7421688636225072E+00 a       304     0    13     1     4
  8.6712249735539473E+00 a       305     0    13     1     5
 -4.8017997242623722E-01 a       306     0    13     1     6
  1.5148863390084188E+00 a       307     0    13     1     7
 -3.2079778416673008E+00 a       308     0    13     1     8
  7.1673419326317578E-01 a       309     0    13     1     9
  1.1488257524099748E+00 a       310     0    13     1    10
 -1.0588337439155652E+01 a       311     0    13     1    11
 -4.8289303518544306E+00 a       312     0    13     1    12
  7.5971559336359062E+00 a       313     0    13     1    13
  2.2798615403645224E+00 a       314     0    13     1    14
  2.7536413765691434E+00 a       315     0    13     1    15
 -1.2236918465092725E+00 a       316     0    13     1    16
  4.4010503138460120E+00 a       317     0    13     1    17
 -3.0033854403656286E+00 a       318     0    13     1    18
 -5.2854999625382941E+00 a       319     0    13     1    19
  4.2007097841076666E+00 a       320     0    13     1    20
  5.4943186384929072E+00 a       321     0    13     1    21
 -8.5086214018064794E+00 a       322     0    13     1    22
 -4.6047809318396142E+00 a       323     0    13     1    23
 -3.7385345769545721E+00 a       324     0    13     1    24
  2.4480971785228269E+00 a       325     0    13     1    25
  4.4252936215026981E+00 a       326     0    14     1     1
 -1.0596706985365000E+01 a       327     0    14     1     2
 -8.2240627779923958E-01 a       328     0    14     1     3
 -7.1609025745404091E+00 a       329     0    14     1     4
 -1.4372712003555770E+00 a       330     0    14     1     5
  1.9891343348317800E+00 a       331     0    14     1     6
  5.3576288354709511E+00 a       332     0    14     1     7
 -1.2272559418282596E+00 a       333     0    14     1     8
  2.9033382459443979E+00 a       334     0    14     1     9
 -2.1505795922479232E+00 a       335     0    14     1    10
  2.4652200985246728E+00 a       336     0    14     1    11
 -5.4749004369200289E+00 a       337     0    14     1    12
  2.3170056901928384E+00 a       338     0    14     1    13
 -1.8731711111474898E+00 a       339     0    14     1    14
  1.1440571741664269E+00 a       340     0    14     1    15
  1.6679267701681137E+00 a       341     0    14     1    16
  6.7969630419281568E-01 a       342     0    14     1    17
  3.1678573643882562E+00 a       343     0    14     1    18
  6.5976706415318898E+00 a       344     0    14     1    19
 -3.9184582400062351E-01 a       345     0    14     1    20
 -1.1009907785430455E+00 a       346     0    14     1    21
  9.2904978390487625E-01 a       347     0    14     1    22
 -1.1522455120146653E+00 a       348     0    14     1    23
 -3.8265041850923058E+00 a       349     0    14     1    24
  4.7638430524677727E-02 a       350     0    14     1    25
  6.2040152659186356E+00 a       351     0    15     1     1
 -5.6685898591213144E+00 a       352     0    15     1     2
 -1.1370735648157201E-01 a       353     0    15     1     3
 -6.7478684021397566E+00 a       354     0    15     1     4
  2.3685551611107285E+00 a       355     0    15     1     5
  6.9962835255337481E+00 a       356     0    15     1     6
  3.5105580269840488E+00 a       357     0    15     1     7
  4.7360183832889391E-01 a       358     0    15     1     8
 -5.3327410068733616E-01 a       359     0    15     1     9
 -1.7489174509365417E+00 a       360     0    15     1    10
 -5.1160538657482901E-01 a       361     0    15     1    11
 -3.2029889511372351E+00 a       362     0    15     1    12
  1.2401109694372776E+00 a       363     0    15     1    13
 -1.1018416671209601E-01 a       364     0    15     1    14
  4.0806599985374797E-01 a       365     0    15     1    15
 -5.2580448398381119E-01 a       366     0    15     1    16
  2.6147514604324997E+00 a       367     0    15     1    17
 -1.2196324732153568E-01 a       368     0    15     1    18
  3.7507477965032541E+00 a       369     0    15     1    19
 -3.0006432264022922E+00 a       370     0    15     1    20
  1.9704581977973556E+00 a       371     0    15     1    21
 -4.5808386745683882E-01 a       372     0    15     1    22
 -9.1932231927857588E-01 a       373     0    15     1    23
 -1.2402229510230847E+00 a       374     0    15     1    24
 -2.1105621838093205E-01 a       375     0    15     1    25
 -2.6122813760574404E-01 a       376     0    16     1     1
  1.2047644244665767E-01 a       377     0    16     1     2
  6.2088178484533696E-01 a       378     0    16     1     3
  6.2180095734492558E-01 a       379     0    16     1     4
 -3.7732599259696381E-01 a       380     0    16     1     5
  1.3865704361079469E+00 a       381     0    16     1     6
 -4.7578511932094608E-01 a       382     0    16     1     7
 -6.9374227464485361E-01 a       383     0    16     1     8
  3.7156779061234696E-01 a       384     0    16     1     9
  2.6062042609644992E-01 a       385     0    16     1    10
  6.1178611489641122E-01 a       386     0    16     1    11
  5.3117439947278619E-02 a       387     0    16     1    12
 -3.8652275058301272E-01 a       388     0    16     1    13
 -5.1068313769596296E-01 a       389     0    16     1    14
 -1.9909215891217656E-02 a       390     0    16     1    15
  1.0627462330144746E+00 a       391     0    16     1    16
 -1.4263661198170455E-01 a       392     0    16     1    17
 -5.8858877639329599E-01 a       393     0    16     1    18
  1.4318493417555660E+00 a       394     0    16     1    19
  1.3796692409040090E+00 a       395     0    16     1    20
 -2.7965290348119507E+00 a       396     0    16     1    21
  2.9575877193842528E+00 a       397     0    16     1    22
 -3.8086237625884203E+00 a       398     0    16     1    23
 -6.3338676243238101E-01 a       399     0    16     1    24
  1.7192465957093322E-01 a       400     0    16     1    25
 -1.8066108018846669E-01 a       401     0    17     1     1
 -2.3225578654972334E-01 a       402     0    17     1     2
 -1.4837044572332816E+00 a       403     0    17     1     3
 -5.5374361670019090E-01 a       404     0    17     1     4
 -1.7565874089960793E+00 a       405     0    17     1     5
 -4.9865775475711640E+00 a       406     0    17     1     6
  1.2521955273702250E+00 a       407     0    17     1     7
  1.6657846320296394E+00 a       408     0    17     1     8
 -5.7373120979805448E-01 a       409     0    17     1     9
  3.2453275657526182E-01 a       410     0    17     1    10
  1.1695906406405869E+00 a       411     0    17     1    11
 -2.3670922639079725E-01 a       412     0    17     1    12
  5.8048029341933360E-01 a       413     0    17     1    13
  4.1266343348446960E-01 a       414     0    17     1    14
 -2.0240021856854029E-01 a       415     0    17     1    15
  2.7454524885418743E+00 a       416     0    17     1    16
 -3.5520920948230690E+00 a       417     0    17     1    17
 -4.7592998954814442E-01 a       418     0    17     1    18
