id,spacegroup,density,energy,minimization_step,trial_number,minimization_time,metadata
ttbi-QR-56-10248-3,56,0.9959,-132.8257,3,10248,43.47753834724426,
ttbi-QR-148-18501-3,148,0.8304,-132.822,3,18501,24.733843326568604,
ttbi-QR-15-5277-3,15,0.6001,-132.8191,3,5277,38.17157959938049,
ttbi-QR-15-10316-3,15,0.8826,-132.8129,3,10316,16.129267930984497,
ttbi-QR-33-1024-3,33,1.1767,-132.8126,3,1024,18.853171348571777,
ttbi-QR-60-18057-3,60,0.9218,-132.8115,3,18057,33.076520919799805,
ttbi-QR-169-11831-3,169,0.7618,-132.8025,3,11831,210.38800621032715,
ttbi-QR-60-11617-3,60,1.001,-132.798,3,11617,33.2301127910614,
ttbi-QR-56-13915-3,56,0.9624,-132.7973,3,13915,28.26603102684021,
ttbi-QR-96-14265-3,96,1.0427,-132.7958,3,14265,27.99425983428955,
ttbi-QR-15-1981-3,15,0.7906,-132.7951,3,1981,14.316626071929932,
ttbi-QR-76-4725-3,76,1.0787,-132.7929,3,4725,14.542038917541504,
ttbi-QR-88-28000-3,88,0.8862,-132.7682,3,28000,25.591060161590576,
ttbi-QR-96-12706-3,96,0.9706,-132.7583,3,12706,29.777502298355103,
ttbi-QR-60-5858-3,60,1.0401,-132.7572,3,5858,34.10254192352295,
ttbi-QR-14-13919-3,14,0.7358,-132.7549,3,13919,74.6794650554657,
ttbi-QR-20-13912-3,20,0.9347,-132.7537,3,13912,13.17579698562622,
ttbi-QR-148-9175-3,148,1.2139,-132.7433,3,9175,33.92655897140503,
ttbi-QR-15-11471-3,15,0.7377,-132.7432,3,11471,17.104470014572144,
ttbi-QR-61-9057-3,61,1.0903,-132.7384,3,9057,32.28789758682251,
ttbi-QR-15-13283-3,15,1.1635,-132.7359,3,13283,21.77847695350647,
ttbi-QR-148-13015-3,148,0.6462,-132.7275,3,13015,21.784921407699585,
ttbi-QR-29-13686-3,29,0.6943,-132.7235,3,13686,10.749111652374268,
ttbi-QR-14-14051-3,14,0.9106,-132.7178,3,14051,17.356266975402832,
ttbi-QR-18-11546-3,18,1.0387,-132.7138,3,11546,18.689591884613037,
ttbi-QR-61-13396-3,61,0.7501,-132.7082,3,13396,33.20677328109741,
ttbi-QR-5-16673-3,5,0.97,-132.696,3,16673,8.984024047851562,
ttbi-QR-88-35960-3,88,1.0528,-132.6938,3,35960,31.064897298812866,
ttbi-QR-15-14804-3,15,0.6435,-132.6905,3,14804,14.365379095077515,
ttbi-QR-86-27081-3,86,0.9699,-132.685,3,27081,32.285335063934326,
ttbi-QR-15-2600-3,15,0.6953,-132.6843,3,2600,14.600916862487793,
ttbi-QR-15-16905-3,15,0.8428,-132.6801,3,16905,14.88141417503357,
ttbi-QR-9-5021-3,9,1.0672,-132.6782,3,5021,7.297153472900391,
ttbi-QR-88-4883-3,88,1.0952,-132.6777,3,4883,33.72938823699951,
ttbi-QR-14-5300-3,14,0.7955,-132.6751,3,5300,17.757403135299683,
ttbi-QR-13-5289-3,13,0.9904,-132.657,3,5289,15.839439153671265,
ttbi-QR-15-13719-3,15,0.7094,-132.6562,3,13719,12.826404094696045,
ttbi-QR-20-24681-3,20,0.9291,-132.6561,3,24681,22.53243112564087,
ttbi-QR-13-13789-3,13,0.9697,-132.6533,3,13789,14.260806560516357,
ttbi-QR-5-5283-3,5,0.8878,-132.6423,3,5283,13.665373802185059,
ttbi-QR-60-572-3,60,0.7804,-132.6402,3,572,26.17522120475769,
ttbi-QR-9-5207-3,9,0.9394,-132.634,3,5207,18.840055227279663,
ttbi-QR-61-7568-3,61,0.7486,-132.6336,3,7568,153.2968406677246,
ttbi-QR-2-192-3,2,0.9935,-132.6328,3,192,11.069138050079346,
ttbi-QR-96-8469-3,96,1.0272,-132.6308,3,8469,200.52068090438843,
ttbi-QR-14-3665-3,14,0.6449,-132.6258,3,3665,11.672175407409668,
ttbi-QR-15-7048-3,15,1.0911,-132.6138,3,7048,15.435985803604126,
ttbi-QR-5-19192-3,5,1.2437,-132.6115,3,19192,8.209872722625732,
ttbi-QR-96-1914-3,96,0.9728,-132.6053,3,1914,27.18166470527649,
ttbi-QR-13-2345-3,13,0.7748,-132.6051,3,2345,14.529035091400146,
ttbi-QR-96-359-3,96,1.2606,-132.5992,3,359,33.65010190010071,
ttbi-QR-13-5000-3,13,1.0857,-132.5982,3,5000,20.142203330993652,
ttbi-QR-14-6486-3,14,0.9135,-132.5904,3,6486,30.704834461212158,
ttbi-QR-60-5268-3,60,1.1769,-132.5878,3,5268,33.424163818359375,
ttbi-QR-60-19507-3,60,0.7443,-132.5863,3,19507,26.02901291847229,
ttbi-QR-9-3826-3,9,0.7695,-132.5796,3,3826,7.287616491317749,
ttbi-QR-43-7796-3,43,1.0572,-132.5719,3,7796,17.05889868736267,
ttbi-QR-148-13999-3,148,1.1695,-132.5516,3,13999,29.72065782546997,
ttbi-QR-60-23636-3,60,1.0554,-132.5486,3,23636,34.67917728424072,
ttbi-QR-7-5323-3,7,1.1127,-132.5454,3,5323,21.81076741218567,
ttbi-QR-88-2888-3,88,0.8121,-132.5417,3,2888,26.687135457992554,
ttbi-QR-15-21412-3,15,0.8065,-132.539,3,21412,14.969741106033325,
ttbi-QR-14-13778-3,14,0.6882,-132.539,3,13778,11.596701622009277,
ttbi-QR-56-16542-3,56,0.8548,-132.5248,3,16542,27.63143515586853,
ttbi-QR-15-21454-3,15,0.9083,-132.5137,3,21454,13.133391618728638,
ttbi-QR-56-2208-3,56,0.752,-132.5124,3,2208,30.32473397254944,
ttbi-QR-15-4835-3,15,0.9612,-132.5075,3,4835,15.872624158859253,
ttbi-QR-15-6521-3,15,0.799,-132.5068,3,6521,13.924583196640015,
ttbi-QR-15-13859-3,15,0.785,-132.5058,3,13859,17.823832988739014,
ttbi-QR-13-253-3,13,0.9597,-132.4929,3,253,20.911051750183105,
ttbi-QR-18-12927-3,18,0.8972,-132.4896,3,12927,12.664491653442383,
ttbi-QR-20-713-3,20,0.8322,-132.4834,3,713,13.98779010772705,
ttbi-QR-43-796-3,43,0.5462,-132.482,3,796,28.355441331863403,
ttbi-QR-60-16869-3,60,1.1487,-132.4799,3,16869,33.161797761917114,
ttbi-QR-13-454-3,13,0.6348,-132.4797,3,454,11.389012098312378,
ttbi-QR-148-19195-3,148,1.0722,-132.4698,3,19195,42.378541231155396,
ttbi-QR-15-2601-3,15,0.8682,-132.4653,3,2601,41.56127071380615,
ttbi-QR-15-2929-3,15,1.0367,-132.4653,3,2929,15.001229763031006,
ttbi-QR-88-18735-3,88,1.0281,-132.4619,3,18735,25.10044765472412,
ttbi-QR-61-4050-3,61,0.9693,-132.4566,3,4050,30.556424856185913,
ttbi-QR-15-4076-3,15,0.5456,-132.4515,3,4076,19.648497343063354,
ttbi-QR-43-9358-3,43,1.0646,-132.4451,3,9358,13.512655258178711,
ttbi-QR-61-13535-3,61,0.9579,-132.435,3,13535,34.01542019844055,
ttbi-QR-14-6952-3,14,0.8673,-132.433,3,6952,13.55538272857666,
ttbi-QR-33-1538-3,33,1.0602,-132.4315,3,1538,13.036686182022095,
ttbi-QR-60-17104-3,60,0.9779,-132.4304,3,17104,81.20515513420105,
ttbi-QR-88-26299-3,88,0.762,-132.4297,3,26299,53.629467487335205,
ttbi-QR-13-11242-3,13,0.5409,-132.4275,3,11242,11.025722026824951,
ttbi-QR-9-8475-3,9,1.0899,-132.4264,3,8475,8.3951735496521,
ttbi-QR-61-3667-3,61,0.7816,-132.424,3,3667,27.078522443771362,
ttbi-QR-60-17303-3,60,0.7729,-132.4234,3,17303,47.60234713554382,
ttbi-QR-19-1383-3,19,0.8618,-132.4166,3,1383,18.00577163696289,
ttbi-QR-88-137-3,88,0.8221,-132.4153,3,137,26.42765974998474,
ttbi-QR-96-12763-3,96,0.876,-132.4121,3,12763,41.42169737815857,
ttbi-QR-86-360-3,86,1.1143,-132.4096,3,360,31.80340051651001,
ttbi-QR-148-5614-3,148,0.8394,-132.3953,3,5614,25.659745693206787,
ttbi-QR-5-12694-3,5,0.9193,-132.3934,3,12694,7.251438140869141,
ttbi-QR-15-11697-3,15,1.0507,-132.3866,3,11697,42.842161417007446,
ttbi-QR-88-17939-3,88,1.1188,-132.3862,3,17939,31.302972555160522,
ttbi-QR-15-1552-3,15,0.4221,-132.3801,3,1552,30.059227228164673,
ttbi-QR-88-36806-3,88,0.8361,-132.3795,3,36806,38.17940592765808,
ttbi-QR-13-8953-3,13,1.0847,-132.3675,3,8953,16.835198163986206,
ttbi-QR-13-4798-3,13,0.927,-132.3644,3,4798,14.297398805618286,
ttbi-QR-56-22642-3,56,0.8787,-132.3608,3,22642,27.617407083511353,
ttbi-QR-169-10089-3,169,0.8996,-132.3573,3,10089,24.357381582260132,
ttbi-QR-15-12625-3,15,0.9346,-132.3536,3,12625,18.23033833503723,
ttbi-QR-2-5123-3,2,0.519,-132.3527,3,5123,8.511883020401001,
ttbi-QR-56-8036-3,56,0.8271,-132.3516,3,8036,25.726149320602417,
ttbi-QR-88-17565-3,88,0.9143,-132.3465,3,17565,53.891082525253296,
ttbi-QR-88-7925-3,88,0.6896,-132.3461,3,7925,25.79055643081665,
ttbi-QR-88-18717-3,88,0.8778,-132.3424,3,18717,26.07852005958557,
ttbi-QR-20-14717-3,20,1.1287,-132.3399,3,14717,88.32632851600647,
ttbi-QR-15-6410-3,15,1.0109,-132.3396,3,6410,15.60544204711914,
ttbi-QR-14-545-3,14,1.274,-132.3372,3,545,18.439433574676514,
ttbi-QR-9-9549-3,9,1.1339,-132.3303,3,9549,8.505278587341309,
ttbi-QR-148-5152-3,148,0.9703,-132.3285,3,5152,30.07712459564209,
ttbi-QR-96-6129-3,96,0.9259,-132.3215,3,6129,30.80825138092041,
ttbi-QR-19-3441-3,19,1.0023,-132.3171,3,3441,15.430702686309814,
ttbi-QR-60-18928-3,60,0.8652,-132.3068,3,18928,104.5862123966217,
ttbi-QR-56-10926-3,56,1.2568,-132.2885,3,10926,58.752511501312256,
ttbi-QR-33-2037-3,33,0.821,-132.2878,3,2037,11.737518548965454,
ttbi-QR-96-9435-3,96,1.0687,-132.2851,3,9435,31.334111213684082,
ttbi-QR-13-17869-3,13,0.8691,-132.2802,3,17869,20.274296522140503,
ttbi-QR-88-36118-3,88,1.0893,-132.2729,3,36118,33.55432486534119,
ttbi-QR-15-3406-3,15,0.8217,-132.269,3,3406,17.782400369644165,
ttbi-QR-15-9873-3,15,0.7928,-132.2689,3,9873,18.652579307556152,
ttbi-QR-56-2298-3,56,0.7442,-132.2507,3,2298,25.59139132499695,
ttbi-QR-15-20851-3,15,0.8566,-132.2502,3,20851,16.09821057319641,
ttbi-QR-56-15537-3,56,0.9244,-132.2483,3,15537,28.66620659828186,
ttbi-QR-56-23809-3,56,1.0862,-132.2375,3,23809,35.07291507720947,
ttbi-QR-33-6721-3,33,1.1233,-132.2303,3,6721,14.671144485473633,
ttbi-QR-15-21747-3,15,0.7553,-132.2267,3,21747,13.359162330627441,
ttbi-QR-148-13646-3,148,1.2626,-132.2176,3,13646,35.215086936950684,
ttbi-QR-15-16269-3,15,0.9703,-132.2171,3,16269,23.206802129745483,
ttbi-QR-14-5138-3,14,0.8099,-132.2144,3,5138,12.42530345916748,
ttbi-QR-148-20298-3,148,1.0395,-132.2132,3,20298,108.59160041809082,
ttbi-QR-2-1547-3,2,0.6144,-132.2114,3,1547,11.926104545593262,
ttbi-QR-96-15022-3,96,1.0052,-132.2024,3,15022,26.702994108200073,
ttbi-QR-15-2698-3,15,0.7995,-132.2,3,2698,16.143038749694824,
ttbi-QR-13-21364-3,13,0.8573,-132.1945,3,21364,16.521821975708008,
ttbi-QR-14-6079-3,14,0.7428,-132.1922,3,6079,18.79760980606079,
ttbi-QR-56-15766-3,56,0.9788,-132.1857,3,15766,42.903754234313965,
ttbi-QR-88-11759-3,88,0.7364,-132.1853,3,11759,31.07971954345703,
ttbi-QR-56-23442-3,56,0.7581,-132.1816,3,23442,49.96450471878052,
ttbi-QR-5-14318-3,5,1.0848,-132.1761,3,14318,9.60811448097229,
ttbi-QR-13-5081-3,13,0.9437,-132.1758,3,5081,87.53790426254272,
ttbi-QR-148-4749-3,148,0.7385,-132.1724,3,4749,21.52070641517639,
ttbi-QR-61-817-3,61,0.9536,-132.1703,3,817,29.363476276397705,
ttbi-QR-33-9687-3,33,1.0479,-132.1648,3,9687,15.444329261779785,
ttbi-QR-43-8882-3,43,1.0911,-132.1622,3,8882,15.354368448257446,
ttbi-QR-169-2074-3,169,1.0058,-132.1409,3,2074,24.671695470809937,
ttbi-QR-13-23064-3,13,0.9185,-132.1391,3,23064,14.54435682296753,
ttbi-QR-15-18359-3,15,0.6192,-132.137,3,18359,12.10003662109375,
ttbi-QR-148-17018-3,148,0.8403,-132.1355,3,17018,27.63656973838806,
ttbi-QR-13-5895-3,13,0.7771,-132.131,3,5895,13.529891729354858,
ttbi-QR-60-10235-3,60,0.9053,-132.1309,3,10235,36.692859172821045,
ttbi-QR-60-2681-3,60,0.8483,-132.1263,3,2681,35.95611882209778,
ttbi-QR-86-11091-3,86,0.9225,-132.1194,3,11091,25.955669164657593,
ttbi-QR-76-5737-3,76,0.9927,-132.1177,3,5737,10.07205867767334,
ttbi-QR-61-5495-3,61,1.0682,-132.1042,3,5495,30.08573079109192,
ttbi-QR-14-7638-3,14,1.1387,-132.102,3,7638,15.04395318031311,
ttbi-QR-148-7759-3,148,0.9442,-132.0978,3,7759,21.80057406425476,
ttbi-QR-5-12507-3,5,0.9189,-132.0899,3,12507,7.488465785980225,
ttbi-QR-60-14804-3,60,0.8814,-132.081,3,14804,29.435140371322632,
ttbi-QR-43-2953-3,43,1.0993,-132.0755,3,2953,16.197014808654785,
ttbi-QR-15-8692-3,15,0.8165,-132.0752,3,8692,15.348270654678345,
ttbi-QR-13-6484-3,13,1.1453,-132.0738,3,6484,15.213527917861938,
ttbi-QR-88-34503-3,88,0.7798,-132.0736,3,34503,27.851097583770752,
ttbi-QR-15-3120-3,15,0.8508,-132.0705,3,3120,12.92439079284668,
ttbi-QR-15-6856-3,15,0.8595,-132.064,3,6856,25.97386884689331,
ttbi-QR-14-8476-3,14,1.0849,-132.0637,3,8476,20.46875238418579,
ttbi-QR-148-20323-3,148,0.93,-132.0531,3,20323,30.620653867721558,
ttbi-QR-61-4724-3,61,0.8226,-132.0449,3,4724,32.29941940307617,
ttbi-QR-13-18455-3,13,0.7176,-132.0408,3,18455,14.753292322158813,
ttbi-QR-15-825-3,15,1.0481,-132.0383,3,825,15.5543692111969,
ttbi-QR-7-9504-3,7,1.0164,-132.0383,3,9504,27.660648345947266,
ttbi-QR-56-18804-3,56,1.0773,-132.0258,3,18804,32.19491100311279,
ttbi-QR-43-2166-3,43,1.0498,-132.0232,3,2166,14.164917707443237,
ttbi-QR-7-10960-3,7,0.7616,-132.0228,3,10960,41.96015191078186,
ttbi-QR-61-17243-3,61,1.0977,-132.0203,3,17243,46.77001690864563,
ttbi-QR-61-15453-3,61,0.9789,-132.0193,3,15453,30.43282198905945,
ttbi-QR-14-6993-3,14,0.9037,-132.0186,3,6993,15.925462007522583,
ttbi-QR-88-19197-3,88,0.988,-132.0177,3,19197,33.613709449768066,
ttbi-QR-33-7476-3,33,1.0492,-132.0169,3,7476,16.605336666107178,
ttbi-QR-56-22386-3,56,1.121,-132.0144,3,22386,31.55851721763611,
ttbi-QR-20-18160-3,20,1.1075,-132.0136,3,18160,17.398755073547363,
ttbi-QR-15-3646-3,15,0.9973,-132.0067,3,3646,15.98151683807373,
ttbi-QR-61-17417-3,61,0.676,-132.0026,3,17417,36.92067337036133,
ttbi-QR-56-5879-3,56,0.7775,-132.0004,3,5879,25.909814596176147,
ttbi-QR-77-10858-3,77,1.0972,-131.9989,3,10858,11.454938411712646,
ttbi-QR-60-21653-3,60,0.9326,-131.9962,3,21653,28.309446573257446,
ttbi-QR-15-6777-3,15,0.986,-131.9862,3,6777,17.53592014312744,
ttbi-QR-33-11215-3,33,0.5076,-131.9851,3,11215,12.56018328666687,
ttbi-QR-86-12386-3,86,0.8212,-131.9833,3,12386,29.768603563308716,
ttbi-QR-60-19188-3,60,0.6817,-131.9816,3,19188,26.05548620223999,
ttbi-QR-43-8447-3,43,1.0023,-131.9808,3,8447,15.185958623886108,
ttbi-QR-43-11843-3,43,0.991,-131.9767,3,11843,10.734833240509033,
ttbi-QR-88-4173-3,88,1.036,-131.9762,3,4173,31.195053577423096,
ttbi-QR-61-10696-3,61,0.9937,-131.9759,3,10696,22.015719890594482,
ttbi-QR-86-6707-3,86,1.0083,-131.9752,3,6707,132.39047527313232,
ttbi-QR-14-418-3,14,0.8181,-131.9734,3,418,20.05085802078247,
ttbi-QR-14-10617-3,14,1.2043,-131.9695,3,10617,45.82452726364136,
ttbi-QR-148-9016-3,148,0.9964,-131.9683,3,9016,27.18669104576111,
ttbi-QR-88-11725-3,88,1.1606,-131.968,3,11725,32.686964988708496,
ttbi-QR-13-19977-3,13,0.7556,-131.9615,3,19977,13.336945056915283,
ttbi-QR-15-13557-3,15,0.9392,-131.9599,3,13557,16.030774116516113,
ttbi-QR-88-28497-3,88,0.8182,-131.9575,3,28497,26.890902519226074,
ttbi-QR-60-1844-3,60,1.0523,-131.9543,3,1844,31.22722864151001,
ttbi-QR-19-4920-3,19,0.9341,-131.9513,3,4920,16.200722694396973,
ttbi-QR-148-10750-3,148,0.9115,-131.951,3,10750,23.584949731826782,
ttbi-QR-15-1271-3,15,0.8865,-131.9462,3,1271,17.230348348617554,
ttbi-QR-2-11961-3,2,1.0089,-131.9406,3,11961,19.334764003753662,
ttbi-QR-18-2401-3,18,0.7321,-131.9361,3,2401,11.13662338256836,
ttbi-QR-43-6134-3,43,1.0521,-131.9349,3,6134,19.038172006607056,
ttbi-QR-13-22913-3,13,1.0702,-131.9293,3,22913,15.210428476333618,
ttbi-QR-13-4318-3,13,0.7493,-131.9233,3,4318,16.456764221191406,
ttbi-QR-15-1676-3,15,0.7647,-131.9148,3,1676,14.61945629119873,
ttbi-QR-88-11571-3,88,1.0048,-131.9131,3,11571,30.73597025871277,
ttbi-QR-5-2160-3,5,0.9863,-131.8986,3,2160,7.0380635261535645,
ttbi-QR-15-20340-3,15,0.712,-131.8963,3,20340,13.33129096031189,
ttbi-QR-88-387-3,88,0.9297,-131.8927,3,387,27.909024953842163,
ttbi-QR-14-14621-3,14,1.0462,-131.8887,3,14621,20.476869821548462,
ttbi-QR-60-2409-3,60,0.8659,-131.8858,3,2409,32.03090977668762,
ttbi-QR-56-7941-3,56,0.881,-131.874,3,7941,79.25590205192566,
ttbi-QR-148-12378-3,148,0.7802,-131.8622,3,12378,22.131410598754883,
ttbi-QR-56-23922-3,56,0.7045,-131.8582,3,23922,23.868497610092163,
ttbi-QR-56-18310-3,56,0.8153,-131.8536,3,18310,46.289883613586426,
ttbi-QR-14-5371-3,14,0.6256,-131.8453,3,5371,33.828651666641235,
ttbi-QR-60-5591-3,60,1.0864,-131.8452,3,5591,35.28327465057373,
ttbi-QR-60-9455-3,60,0.711,-131.8402,3,9455,24.613877534866333,
ttbi-QR-86-12882-3,86,0.8772,-131.8369,3,12882,28.121988534927368,
ttbi-QR-19-478-3,19,1.064,-131.8344,3,478,29.61528992652893,
ttbi-QR-43-14108-3,43,0.8663,-131.8314,3,14108,12.120717287063599,
ttbi-QR-148-15554-3,148,0.7509,-131.8259,3,15554,26.97253131866455,
ttbi-QR-7-5546-3,7,0.8604,-131.8254,3,5546,64.72312188148499,
ttbi-QR-56-10446-3,56,1.003,-131.8186,3,10446,31.122437953948975,
ttbi-QR-56-1683-3,56,0.6692,-131.8183,3,1683,23.92062759399414,
ttbi-QR-15-2235-3,15,0.8695,-131.8141,3,2235,13.51302433013916,
ttbi-QR-88-29529-3,88,0.7818,-131.7947,3,29529,24.51880121231079,
ttbi-QR-43-11691-3,43,0.9532,-131.7924,3,11691,19.284988164901733,
ttbi-QR-15-4203-3,15,0.9216,-131.7923,3,4203,14.833614349365234,
ttbi-QR-43-15829-3,43,1.1218,-131.7869,3,15829,16.36604928970337,
ttbi-QR-15-12006-3,15,0.8206,-131.7859,3,12006,16.67702865600586,
ttbi-QR-96-4526-3,96,1.1344,-131.7781,3,4526,29.561513900756836,
ttbi-QR-13-19491-3,13,0.7719,-131.7748,3,19491,14.338523387908936,
ttbi-QR-88-249-3,88,1.0087,-131.7672,3,249,30.8210608959198,
ttbi-QR-169-11820-3,169,1.027,-131.7645,3,11820,19.012365102767944,
ttbi-QR-5-14921-3,5,1.1017,-131.7634,3,14921,9.043116331100464,
ttbi-QR-15-12791-3,15,0.7345,-131.7625,3,12791,11.609960556030273,
ttbi-QR-148-22198-3,148,0.9961,-131.7622,3,22198,26.405061721801758,
ttbi-QR-88-15570-3,88,0.9001,-131.7586,3,15570,32.48258352279663,
ttbi-QR-15-7735-3,15,1.0618,-131.7574,3,7735,33.80454134941101,
ttbi-QR-15-11028-3,15,0.4397,-131.7563,3,11028,11.578838109970093,
ttbi-QR-14-10757-3,14,0.9399,-131.7559,3,10757,16.611502408981323,
ttbi-QR-86-7538-3,86,0.9046,-131.7529,3,7538,29.652072191238403,
ttbi-QR-60-20724-3,60,0.8472,-131.7435,3,20724,26.450145483016968,
ttbi-QR-14-9149-3,14,1.007,-131.7417,3,9149,15.679984331130981,
ttbi-QR-29-12814-3,29,0.8539,-131.7385,3,12814,12.596195459365845,
ttbi-QR-86-9824-3,86,0.9073,-131.7349,3,9824,26.776907444000244,
ttbi-QR-88-4313-3,88,0.7328,-131.7326,3,4313,22.551323175430298,
ttbi-QR-148-7644-3,148,0.9721,-131.7135,3,7644,25.111360788345337,
ttbi-QR-96-14607-3,96,0.9727,-131.7108,3,14607,29.842463731765747,
ttbi-QR-33-6361-3,33,0.7076,-131.7095,3,6361,11.118764638900757,
ttbi-QR-5-6295-3,5,0.7835,-131.7012,3,6295,5.587887287139893,
ttbi-QR-14-7800-3,14,0.873,-131.6851,3,7800,14.052054643630981,
ttbi-QR-96-12830-3,96,1.1734,-131.6841,3,12830,64.7258689403534,
ttbi-QR-60-4805-3,60,0.7181,-131.684,3,4805,30.34904932975769,
ttbi-QR-43-10498-3,43,0.8405,-131.6711,3,10498,12.312163591384888,
ttbi-QR-56-18596-3,56,0.9784,-131.6635,3,18596,33.88590168952942,
ttbi-QR-60-12164-3,60,0.9813,-131.662,3,12164,110.70702528953552,
ttbi-QR-5-3860-3,5,0.9302,-131.6552,3,3860,8.80403447151184,
ttbi-QR-86-6857-3,86,0.8654,-131.6404,3,6857,23.220489501953125,
ttbi-QR-61-2987-3,61,0.9438,-131.6379,3,2987,29.16431474685669,
ttbi-QR-60-11830-3,60,0.7661,-131.6368,3,11830,25.67610001564026,
ttbi-QR-15-10547-3,15,1.0544,-131.6329,3,10547,14.866129398345947,
ttbi-QR-61-5084-3,61,0.7137,-131.6314,3,5084,23.681412935256958,
ttbi-QR-148-10106-3,148,0.9434,-131.6308,3,10106,26.537887573242188,
ttbi-QR-15-18612-3,15,0.9776,-131.6279,3,18612,14.660980939865112,
ttbi-QR-14-10061-3,14,0.736,-131.6277,3,10061,25.58744478225708,
ttbi-QR-56-5618-3,56,0.989,-131.6258,3,5618,45.47468423843384,
ttbi-QR-148-22176-3,148,0.8498,-131.6228,3,22176,23.499696016311646,
ttbi-QR-14-1583-3,14,0.7149,-131.6175,3,1583,28.31851077079773,
ttbi-QR-96-1306-3,96,0.9129,-131.6097,3,1306,29.59253478050232,
ttbi-QR-61-1823-3,61,1.1642,-131.6051,3,1823,40.444801330566406,
ttbi-QR-43-3316-3,43,1.1071,-131.6011,3,3316,16.14246392250061,
ttbi-QR-20-3959-3,20,0.9199,-131.5959,3,3959,39.31171679496765,
ttbi-QR-61-12046-3,61,0.4111,-131.5907,3,12046,15.764005184173584,
ttbi-QR-86-11207-3,86,1.0778,-131.5901,3,11207,50.780131578445435,
ttbi-QR-56-9648-3,56,0.9019,-131.587,3,9648,72.39393305778503,
ttbi-QR-60-12246-3,60,0.8272,-131.5865,3,12246,49.15788197517395,
ttbi-QR-86-24144-3,86,1.1256,-131.5805,3,24144,34.6341507434845,
ttbi-QR-14-2026-3,14,0.6163,-131.5769,3,2026,14.881969213485718,
ttbi-QR-86-19009-3,86,0.8398,-131.5759,3,19009,26.80829095840454,
ttbi-QR-14-12900-3,14,0.9601,-131.5682,3,12900,29.222599029541016,
ttbi-QR-15-674-3,15,0.9681,-131.5615,3,674,18.216593980789185,
ttbi-QR-2-14546-3,2,0.7314,-131.558,3,14546,7.8125221729278564,
ttbi-QR-14-3416-3,14,1.0019,-131.5462,3,3416,18.848517894744873,
ttbi-QR-15-16815-3,15,0.7023,-131.5415,3,16815,13.315793752670288,
ttbi-QR-56-913-3,56,0.8529,-131.5377,3,913,24.675644636154175,
ttbi-QR-96-10074-3,96,0.862,-131.5326,3,10074,29.639283418655396,
ttbi-QR-4-5589-3,4,1.2752,-131.5303,3,5589,8.722154378890991,
ttbi-QR-61-4613-3,61,0.9078,-131.5251,3,4613,23.362622499465942,
ttbi-QR-15-18952-3,15,0.7702,-131.5225,3,18952,12.960836410522461,
ttbi-QR-43-4851-3,43,0.7972,-131.52,3,4851,12.054914474487305,
ttbi-QR-88-9117-3,88,1.1929,-131.5198,3,9117,37.134572982788086,
ttbi-QR-96-5855-3,96,0.9165,-131.5084,3,5855,73.39797163009644,
ttbi-QR-96-6091-3,96,0.9722,-131.5084,3,6091,139.55354118347168,
ttbi-QR-43-14322-3,43,0.7451,-131.5008,3,14322,11.7509126663208,
ttbi-QR-15-15388-3,15,0.6149,-131.5004,3,15388,14.495535135269165,
ttbi-QR-15-2446-3,15,1.1271,-131.4869,3,2446,24.298123121261597,
ttbi-QR-5-19698-3,5,0.9774,-131.4761,3,19698,7.055476427078247,
ttbi-QR-148-18354-3,148,0.9861,-131.4718,3,18354,24.380324840545654,
ttbi-QR-15-8991-3,15,0.7699,-131.4649,3,8991,11.562755823135376,
ttbi-QR-148-766-3,148,0.8581,-131.4643,3,766,28.901066780090332,
ttbi-QR-15-5773-3,15,0.8797,-131.4596,3,5773,22.494816064834595,
ttbi-QR-29-6138-3,29,1.0618,-131.4588,3,6138,15.070217609405518,
ttbi-QR-15-21210-3,15,0.8829,-131.4529,3,21210,13.11169171333313,
ttbi-QR-14-13149-3,14,0.8431,-131.4504,3,13149,17.36861824989319,
ttbi-QR-14-5120-3,14,1.0412,-131.4386,3,5120,23.451412200927734,
ttbi-QR-13-9873-3,13,0.9419,-131.4343,3,9873,13.26469898223877,
ttbi-QR-43-7242-3,43,1.0126,-131.4266,3,7242,14.070847511291504,
ttbi-QR-15-75-3,15,1.117,-131.4242,3,75,17.684210777282715,
ttbi-QR-148-12598-3,148,0.9132,-131.4188,3,12598,23.28928232192993,
ttbi-QR-60-1543-3,60,0.962,-131.4135,3,1543,28.775043964385986,
ttbi-QR-13-5713-3,13,0.7436,-131.4131,3,5713,13.49354887008667,
ttbi-QR-56-7267-3,56,0.9877,-131.4064,3,7267,30.94269585609436,
ttbi-QR-148-11472-3,148,1.0637,-131.4018,3,11472,29.3135085105896,
ttbi-QR-14-986-3,14,0.8613,-131.4,3,986,18.144222497940063,
ttbi-QR-13-18515-3,13,0.6556,-131.3997,3,18515,12.76124382019043,
ttbi-QR-13-18707-3,13,0.6942,-131.3972,3,18707,17.50904154777527,
ttbi-QR-61-6543-3,61,0.8929,-131.3971,3,6543,33.16015696525574,
ttbi-QR-15-6888-3,15,0.5455,-131.3858,3,6888,13.484678983688354,
ttbi-QR-15-1529-3,15,0.9159,-131.3835,3,1529,14.76470398902893,
ttbi-QR-13-9917-3,13,0.4271,-131.3685,3,9917,9.278743267059326,
