################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.5013454353017333E-01 a         1     0     1     1     1
  4.2306684792559279E+00 a         2     0     1     1     2
  2.1343459148599111E+00 a         3     0     1     1     3
  4.0022285096375638E+00 a         4     0     1     1     4
  3.7972174139965857E+00 a         5     0     1     1     5
 -1.2323175280659688E+00 a         6     0     1     1     6
 -2.8299312388076994E-02 a         7     0     1     1     7
 -3.3611906621250767E+00 a         8     0     1     1     8
  6.9619320724527178E-01 a         9     0     1     1     9
  1.4988203661016799E+00 a        10     0     1     1    10
  1.9776613115136127E-01 a        11     0     1     1    11
  1.6897478922196809E+00 a        12     0     1     1    12
 -4.2506876990191644E+00 a        13     0     1     1    13
  2.5754506317758294E+00 a        14     0     1     1    14
  6.4793312088902799E-01 a        15     0     1     1    15
  3.5160523310025882E-01 a        16     0     1     1    16
 -5.1917662492522898E-01 a        17     0     1     1    17
 -1.8880257028574939E-02 a        18     0     1     1    18
  1.3198215754371387E+00 a        19     0     1     1    19
  2.7773413310109167E+00 a        20     0     1     1    20
  7.3195941031927614E+00 a        21     0     1     1    21
  6.3340523707016656E+00 a        22     0     1     1    22
  2.5903742329601500E+00 a        23     0     1     1    23
 -2.9499239960414897E-01 a        24     0     1     1    24
 -3.9773127865652951E+00 a        25     0     1     1    25
  1.5920520327317018E+00 a        26     0     2     1     1
  1.7692754044432153E+00 a        27     0     2     1     2
  7.1553685580894100E-01 a        28     0     2     1     3
  5.4493120634591437E+00 a        29     0     2     1     4
  1.8818811369818611E+00 a        30     0     2     1     5
  5.1858983171604978E+00 a        31     0     2     1     6
  6.3296042649708095E+00 a        32     0     2     1     7
 -5.6891928406893442E+00 a        33     0     2     1     8
 -2.7178094453539972E+00 a        34     0     2     1     9
  2.6076374685931474E+00 a        35     0     2     1    10
  7.3374944464170044E-01 a        36     0     2     1    11
 -4.4599323975889256E+00 a        37     0     2     1    12
  4.4092107052390161E-01 a        38     0     2     1    13
 -6.1560952158481352E-01 a        39     0     2     1    14
 -2.0391036885232157E+00 a        40     0     2     1    15
 -1.9897895219922015E+00 a        41     0     2     1    16
  5.7839454937536583E-01 a        42     0     2     1    17
 -7.6142856768381888E+00 a        43     0     2     1    18
 -2.2866056174155260E+00 a        44     0     2     1    19
  5.7868147736775277E-01 a        45     0     2     1    20
 -3.8980695870173023E+00 a        46     0     2     1    21
  1.0347515930961789E+01 a        47     0     2     1    22
  5.8580041253621067E+00 a        48     0     2     1    23
 -4.3533821909988007E-01 a        49     0     2     1    24
 -2.3755323810231808E+00 a        50     0     2     1    25
  1.1493578235571766E+00 a        51     0     3     1     1
 -2.5395622381126852E+00 a        52     0     3     1     2
  5.8091067097312612E+00 a        53     0     3     1     3
 -5.7402110592108899E+00 a        54     0     3     1     4
 -5.6840464942968580E+00 a        55     0     3     1     5
 -1.2769742196190791E+01 a        56     0     3     1     6
  3.0189571035111959E+00 a        57     0     3     1     7
  1.5242383951554761E+00 a        58     0     3     1     8
  2.2776779204555315E+00 a        59     0     3     1     9
  7.8473534300500472E+00 a        60     0     3     1    10
  4.0714763577090949E+00 a        61     0     3     1    11
  1.0479113479266509E+01 a        62     0     3     1    12
  1.4122156024159507E+00 a        63     0     3     1    13
 -1.2479146219043517E-01 a        64     0     3     1    14
  8.7530870032379617E+00 a        65     0     3     1    15
 -1.5132192008948492E+01 a        66     0     3     1    16
 -5.7854812803689559E-01 a        67     0     3     1    17
  7.9234645524833880E+00 a        68     0     3     1    18
 -5.7536572314090408E+00 a        69     0     3     1    19
 -9.3264096599784263E-01 a        70     0     3     1    20
 -1.1588583811665474E+00 a        71     0     3     1    21
  9.5052541208321115E-02 a        72     0     3     1    22
  2.0530237951984645E+00 a        73     0     3     1    23
  7.3984550327570311E+00 a        74     0     3     1    24
 -2.1837901328333715E+00 a        75     0     3     1    25
  8.9721424460216892E-01 a        76     0     4     1     1
 -3.0194294586010324E+00 a        77     0     4     1     2
  5.6652896393132259E+00 a        78     0     4     1     3
 -9.7879293069951856E-01 a        79     0     4     1     4
 -2.7422970254104095E+00 a        80     0     4     1     5
 -4.5005575015697463E+00 a        81     0     4     1     6
  1.4884857721922109E+00 a        82     0     4     1     7
  1.7250633888601556E+00 a        83     0     4     1     8
  9.0592663598083878E-04 a        84     0     4     1     9
  1.2540739565690064E+00 a        85     0     4     1    10
  1.6851501489754619E+00 a        86     0     4     1    11
  4.4654799219307577E+00 a        87     0     4     1    12
  1.0815101420817030E+00 a        88     0     4     1    13
  1.4132877842508325E+00 a        89     0     4     1    14
  1.1672428977859499E+00 a        90     0     4     1    15
 -8.3940589107778170E+00 a        91     0     4     1    16
  1.2403154051242564E+00 a        92     0     4     1    17
  6.4130863825565898E+00 a        93     0     4     1    18
 -3.5915792890135196E+00 a        94     0     4     1    19
 -9.6778045639789179E-01 a        95     0     4     1    20
 -3.8615124122325653E+00 a        96     0     4     1    21
 -5.7474234710739078E-02 a        97     0     4     1    22
  1.1840685933319788E+00 a        98     0     4     1    23
  5.5213261150699706E+00 a        99     0     4     1    24
  2.2941878682406469E+00 a       100     0     4     1    25
 -7.1904300052923975E-01 a       101     0     5     1     1
  1.0839111245535347E+00 a       102     0     5     1     2
  7.2867232367582035E-01 a       103     0     5     1     3
  9.0477504664776420E-01 a       104     0     5     1     4
  1.7014244676692709E+00 a       105     0     5     1     5
 -9.7392759310668209E-02 a       106     0     5     1     6
 -8.0192582484172326E-01 a       107     0     5     1     7
 -5.9420024293723983E-01 a       108     0     5     1     8
  7.1003065330900184E-01 a       109     0     5     1     9
  2.0516326852591546E-01 a       110     0     5     1    10
 -3.8238193515956898E-01 a       111     0     5     1    11
 -7.2605457287665143E-01 a       112     0     5     1    12
 -8.8574868805340479E-01 a       113     0     5     1    13
  8.1861548916999582E-01 a       114     0     5     1    14
  1.1810725788830771E-01 a       115     0     5     1    15
  5.0863232242052947E-01 a       116     0     5     1    16
 -3.5969723983042512E-01 a       117     0     5     1    17
  3.3060674806812262E-01 a       118     0     5     1    18
  1.3783797366747058E-01 a       119     0     5     1    19
  2.6668636260764084E-01 a       120     0     5     1    20
  1.4618263395516091E+00 a       121     0     5     1    21
  9.3334496644986720E-01 a       122     0     5     1    22
  8.8256741152271279E-01 a       123     0     5     1    23
 -2.7285137778835716E-01 a       124     0     5     1    24
 -1.3019517456505914E+00 a       125     0     5     1    25
 -4.0548223568590496E+00 a       126     0     6     1     1
  5.3681797934662177E+00 a       127     0     6     1     2
  2.6225239886618015E+00 a       128     0     6     1     3
  2.2245008092989313E+00 a       129     0     6     1     4
  1.1958511649579963E+01 a       130     0     6     1     5
  2.4207632961049663E+00 a       131     0     6     1     6
  2.6887810460140331E+00 a       132     0     6     1     7
 -3.5034043299148800E+00 a       133     0     6     1     8
  1.2109336631217666E+00 a       134     0     6     1     9
  1.4719279551108901E+00 a       135     0     6     1    10
 -1.1625457775140298E-02 a       136     0     6     1    11
 -9.3773785020847628E-02 a       137     0     6     1    12
  4.4744708409676859E-01 a       138     0     6     1    13
  5.6436872562560225E+00 a       139     0     6     1    14
 -6.0551243604846174E+00 a       140     0     6     1    15
  1.3870850164009749E+00 a       141     0     6     1    16
  1.8678457016563128E+00 a       142     0     6     1    17
  1.1132433948187141E-01 a       143     0     6     1    18
