id,spacegroup,density,energy,PBE_lattice_energy_kjmol,rel_energy,rel_PBE_energy,diff,rel_diff
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8894,1,1.685,-78.8375,-87.55441517,8.3686,13.84079083,-8.716915169,5.472190827
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8909,1,1.685,-78.6574,-87.2371049,8.5487,14.15810109,-8.579704904,5.609401093
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8923,1,1.687,-78.6193,-89.80717584,8.5868,11.58803016,-11.18787584,3.001230159
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8933,1,1.6867,-78.6208,-89.85420254,8.5853,11.54100346,-11.23340254,2.955703461
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8945,1,1.6725,-79.3282,-90.75715329,7.8779,10.63805271,-11.42895329,2.760152706
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8984,1,1.6478,-80.0877,-89.37321556,7.1184,12.02199044,-9.285515559,4.903590438
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9015,1,1.6183,-79.7863,-89.89287578,7.4198,11.50233022,-10.10657578,4.08253022
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9028,1,1.5821,-78.8326,-89.61370446,8.3735,11.78150153,-10.78110446,3.408001532
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9030,1,1.5821,-78.3792,-88.69543836,8.8269,12.69976764,-10.31623836,3.872867641
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9041,1,1.5623,-78.7934,-89.12302216,8.4127,12.27218384,-10.32962216,3.859483835
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9084,1,1.5543,-78.4863,-87.65794849,8.7198,13.73725751,-9.171648487,5.017457509
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9108,1,1.5524,-78.0933,-87.15799853,9.1128,14.23720747,-9.06469853,5.124407467
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9180,1,1.625,-78.1611,-86.03108029,9.045,15.36412571,-7.86998029,6.319125707
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9286,1,1.7646,-78.2088,-89.52655797,8.9973,11.86864803,-11.31775797,2.871348027
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9300,1,1.7572,-78.3491,-89.74306545,8.857,11.65214054,-11.39396545,2.795140545
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9340,1,1.6583,-79.2323,-89.19314358,7.9738,12.20206241,-9.960843582,4.228262414
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9351,1,1.734,-78.4583,-89.55489185,8.7478,11.84031415,-11.09659185,3.092514152
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9359,1,1.7157,-78.6954,-90.08587365,8.5107,11.30933235,-11.39047365,2.798632348
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9361,1,1.7159,-79.2518,-90.76619879,7.9543,10.62900721,-11.51439879,2.674707208
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9409,1,1.6488,-79.6497,-88.68521284,7.5564,12.70999315,-9.035512842,5.153593154
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9424,1,1.6779,-78.3034,-86.02209148,8.9027,15.37311452,-7.718691477,6.47041452
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9445,1,1.7181,-78.6561,-86.38279722,8.55,15.01240878,-7.726697216,6.46240878
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9486,1,1.7182,-78.449,-88.27373388,8.7571,13.12147212,-9.824733881,4.364372116
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9528,1,1.6714,-78.0438,-85.66020645,9.1623,15.73499955,-7.616406447,6.57269955
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9550,1,1.6527,-78.5161,-86.76555853,8.69,14.62964747,-8.249458532,5.939647465
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9559,1,1.6527,-78.0019,-86.15003003,9.2042,15.24517597,-8.14813003,6.040975967
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9593,1,1.6331,-77.9883,-87.32916564,9.2178,14.06604036,-9.340865636,4.848240361
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9641,1,1.6332,-78.0435,-86.66966203,9.1626,14.72554397,-8.626162026,5.562943971
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9664,1,1.7433,-81.8593,-91.28123109,5.3468,10.11397491,-9.421931088,4.767174908
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9762,1,1.7024,-77.9648,-83.78432149,9.2413,17.61088451,-5.81952149,8.369584507
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9841,1,1.6523,-78.3432,-86.62161307,8.8629,14.77359293,-8.278413066,5.91069293
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9846,1,1.6523,-79.4814,-88.02321099,7.7247,13.37199501,-8.541810986,5.64729501
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9859,1,1.6848,-78.1531,-88.20835158,9.053,13.18685442,-10.05525158,4.133854419
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9869,1,1.6861,-78.6775,-89.79018405,8.5286,11.60502194,-11.11268405,3.076421945
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9891,1,1.7094,-78.3759,-86.52425336,8.8302,14.87095264,-8.148353361,6.040752636
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9910,1,1.6862,-78.9872,-86.36760054,8.2189,15.02760546,-7.380400539,6.808705458
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9942,1,1.666,-79.1626,-86.50812126,8.0435,14.88708474,-7.345521259,6.843584738
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9976,1,1.6272,-77.9008,-84.68883434,9.3053,16.70637166,-6.788034342,7.401071655
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-9989,1,1.6787,-78.5525,-84.79061356,8.6536,16.60459244,-6.238113557,7.95099244
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10001,1,1.6783,-77.6989,-85.33723177,9.5072,16.05797423,-7.638331769,6.550774227
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10005,1,1.6783,-77.9969,-85.6521808,9.2092,15.7430252,-7.655280799,6.533825198
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10052,1,1.6617,-77.1725,-85.12233487,10.0336,16.27287113,-7.949834868,6.239271128
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10066,1,1.6614,-77.9763,-86.22163154,9.2298,15.17357446,-8.245331536,5.943774461
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10141,1,1.6602,-77.6669,-86.61255551,9.5392,14.78265049,-8.945655508,5.243450489
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10187,1,1.6282,-77.7423,-85.93921301,9.4638,15.45599299,-8.19691301,5.992192987
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10312,1,1.5856,-77.092,-83.98013456,10.1141,17.41507144,-6.888134562,7.300971435
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10368,1,1.6617,-77.8316,-83.29098825,9.3745,18.10421774,-5.459388253,8.729717744
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10372,1,1.6442,-78.289,-84.65697779,8.9171,16.73822821,-6.367977788,7.821128209
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10536,1,1.6809,-78.5027,-88.52379051,8.7034,12.87141549,-10.02109051,4.168015486
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10542,1,1.6298,-78.3216,-87.39443312,8.8845,14.00077287,-9.072833122,5.116272874
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10581,1,1.6296,-78.1667,-86.91152464,9.0394,14.48368136,-8.744824641,5.444281356
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10583,1,1.6296,-78.7105,-87.5364332,8.4956,13.85877279,-8.825933203,5.363172794
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10588,1,1.6519,-76.6421,-84.86301493,10.564,16.53219107,-8.220914926,5.968191071
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10600,1,1.6519,-77.0284,-84.73989726,10.1777,16.65530874,-7.711497261,6.477608736
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10612,1,1.7181,-77.1325,-85.11916291,10.0736,16.27604308,-7.986662914,6.202443083
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10617,1,1.7181,-76.7048,-85.2821266,10.5013,16.1130794,-8.577326598,5.611779399
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10643,1,1.7181,-77.0111,-85.00459964,10.195,16.39060636,-7.993499637,6.19560636
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10650,1,1.7177,-76.8083,-84.80671358,10.3978,16.58849242,-7.998413578,6.190692419
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10664,1,1.7183,-77.9652,-84.16396344,9.2409,17.23124256,-6.198763435,7.990342562
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10708,1,1.8201,-78.1167,-83.90235993,9.0894,17.49284607,-5.785659926,8.403446071
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10748,1,1.7068,-76.7428,-80.88557311,10.4633,20.50963288,-4.142773114,10.04633288
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10773,1,1.7412,-79.6253,-85.10172778,7.5808,16.29347822,-5.476427778,8.712678219
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10807,1,1.7433,-77.824,-84.50266642,9.3821,16.89253957,-6.678666423,7.510439573
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10851,1,1.8141,-78.3127,-85.16600315,8.8934,16.22920284,-6.853303154,7.335802843
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10909,1,1.6937,-78.4206,-87.00902497,8.7855,14.38618102,-8.588424974,5.600681023
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10934,1,1.7126,-78.9407,-86.88664036,8.2654,14.50856564,-7.945940356,6.243165641
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10946,1,1.7495,-77.1362,-86.16579211,10.0699,15.22941389,-9.029592111,5.159513886
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10965,1,1.7177,-76.6689,-84.13825468,10.5372,17.25695131,-7.469354684,6.719751313
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10974,1,1.7177,-79.0701,-87.14829597,8.136,14.24691003,-8.078195967,6.11091003
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-10977,1,1.7177,-77.3151,-85.16603041,9.891,16.22917559,-7.850930411,6.338175586
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11075,1,1.5888,-76.2658,-82.42613858,10.9403,18.96906742,-6.160338581,8.028767416
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11146,1,1.6535,-77.8949,-87.31649663,9.3112,14.07870936,-9.421596633,4.767509364
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11156,1,1.7215,-77.6178,-85.5735472,9.5883,15.82165879,-7.955747203,6.233358794
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11160,1,1.7218,-77.0151,-85.56181121,10.191,15.83339478,-8.546711212,5.642394784
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11419,1,1.6804,-77.2961,-86.99546686,9.91,14.39973914,-9.699366858,4.489739139
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11422,1,1.6804,-77.072,-86.00851189,10.1341,15.3866941,-8.936511894,5.252594103
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11435,1,1.7084,-77.2649,-85.45513947,9.9412,15.94006653,-8.190239469,5.998866528
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11438,1,1.7084,-76.3214,-84.00767485,10.8847,17.38753115,-7.686274845,6.502831151
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11502,1,1.7458,-76.3861,-84.95355095,10.82,16.44165505,-8.567450949,5.621655048
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11503,1,1.7458,-77.5365,-86.73212758,9.6696,14.66307842,-9.195627579,4.993478418
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11532,1,1.7318,-77.3448,-87.42941556,9.8613,13.96579044,-10.08461556,4.104490438
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11539,1,1.732,-78.075,-87.06026084,9.1311,14.33494515,-8.985260843,5.203845154
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11564,1,1.7673,-79.15,-88.5316806,8.0561,12.8635254,-9.381680597,4.8074254
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11569,1,1.7677,-79.5837,-88.2465354,7.6224,13.1486706,-8.662835397,5.5262706
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11618,1,1.6901,-77.0141,-85.77158426,10.192,15.62362174,-8.757484261,5.431621736
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11634,1,1.6901,-75.8888,-84.14112536,11.3173,17.25408063,-8.252325363,5.936780634
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11656,1,1.7079,-75.9111,-85.56735526,11.295,15.82785074,-9.656255258,4.532850739
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11664,1,1.7852,-77.5539,-91.24706685,9.6522,10.14813915,-13.69316685,0.49593915
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11684,1,1.7103,-77.7935,-88.51961583,9.4126,12.87559016,-10.72611583,3.462990164
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11810,1,1.7993,-75.6263,-87.94552463,11.5798,13.44968136,-12.31922463,1.869881362
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11877,1,1.5856,-75.6119,-84.32633711,11.5942,17.06886889,-8.714437112,5.474668885
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11960,1,1.5843,-76.3471,-85.16085397,10.859,16.23435202,-8.813753974,5.375352023
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-11971,1,1.5843,-75.9267,-86.48499301,11.2794,14.91021299,-10.55829301,3.63081299
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12004,1,1.6297,-76.5867,-85.8305392,10.6194,15.5646668,-9.243839196,4.945266801
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12011,1,1.6782,-76.4202,-86.11312802,10.7859,15.28207798,-9.692928018,4.496177979
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12012,1,1.678,-76.9244,-86.54831149,10.2817,14.84689451,-9.62391149,4.565194507
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12024,1,1.6406,-75.4003,-84.98898687,11.8058,16.40621913,-9.588686867,4.60041913
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12052,1,1.6752,-76.3758,-85.2690977,10.8303,16.12610829,-8.893297705,5.295808292
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12065,1,1.6749,-75.6231,-84.90351632,11.583,16.49168967,-9.280416322,4.908689675
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12073,1,1.6734,-75.4339,-83.31544294,11.7722,18.07976306,-7.881542937,6.30756306
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12190,1,1.6393,-76.3826,-82.58451656,10.8235,18.81068944,-6.20191656,7.987189437
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12217,1,1.7974,-76.1779,-83.86630674,11.0282,17.52889925,-7.688406744,6.500699253
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12245,1,1.8092,-75.9355,-87.75813521,11.2706,13.63707078,-11.82263521,2.366470784
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12301,1,1.7623,-75.5506,-87.06342122,11.6555,14.33178478,-11.51282122,2.676284778
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12333,1,1.7625,-75.8159,-82.65577723,11.3902,18.73942877,-6.839877231,7.349228766
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12366,1,1.7494,-75.9258,-82.16520878,11.2803,19.22999722,-6.239408781,7.949697216
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12383,1,1.7494,-76.877,-83.43298423,10.3291,17.96222176,-6.555984233,7.633121764
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12384,1,1.7482,-78.0141,-84.96444076,9.192,16.43076523,-6.950340763,7.238765234
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12433,1,1.7747,-76.2793,-85.31177991,10.9268,16.08342609,-9.03247991,5.156626087
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12448,1,1.7039,-75.982,-85.33144072,11.2241,16.06376528,-9.349440721,4.839665276
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12538,1,1.7954,-75.5383,-81.68155061,11.6678,19.71365539,-6.143250608,8.045855388
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12563,1,1.7502,-75.0423,-82.50598162,12.1638,18.88922438,-7.46368162,6.725424377
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12591,1,1.7506,-75.2642,-82.07363023,11.9419,19.32157576,-6.809430234,7.379675763
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12600,1,1.7286,-75.3428,-83.04756547,11.8633,18.34764053,-7.704765471,6.484340526
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12671,1,1.6742,-75.379,-80.9050506,11.8271,20.49015539,-5.526050603,8.663055394
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12675,1,1.6742,-75.1091,-80.54606182,12.097,20.84914418,-5.43696182,8.752144177
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12757,1,1.5673,-74.666,-81.24783806,12.5401,20.14736794,-6.581838055,7.607267941
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12765,1,1.5667,-76.1028,-82.98609589,11.1033,18.40911011,-6.883295887,7.305810109
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12790,1,1.5721,-74.8273,-81.8462819,12.3788,19.54892409,-7.018981904,7.170124093
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12892,1,1.7392,-74.9705,-80.48425574,12.2356,20.91095025,-5.513755744,8.675350253
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12910,1,1.7685,-74.6011,-83.49462242,12.605,17.90058357,-8.893522424,5.295583573
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12918,1,1.7682,-75.5838,-85.0426573,11.6223,16.3525487,-9.458857301,4.730248695
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-12935,1,1.7681,-80.9411,-91.12121985,6.265,10.27398614,-10.18011985,4.008986142
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13067,1,1.6848,-74.9967,-84.27641778,12.2094,17.11878821,-9.279717785,4.909388212
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13077,1,1.641,-75.5437,-84.9199661,11.6624,16.47523989,-9.376266102,4.812839895
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13127,1,1.6659,-74.758,-83.61724271,12.4481,17.77796329,-8.859242707,5.32986329
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13128,1,1.6659,-74.5414,-82.95988107,12.6647,18.43532493,-8.41848107,5.770624926
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13256,1,1.6431,-74.2415,-82.26737804,12.9646,19.12782796,-8.025878038,6.163227959
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13398,1,1.6954,-74.3326,-80.76898775,12.8735,20.62621825,-6.436387746,7.752718251
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13422,1,1.6977,-74.1856,-80.72592563,13.0205,20.66928037,-6.540325629,7.648780367
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13429,1,1.698,-74.4477,-80.78852747,12.7584,20.60667853,-6.340827468,7.848278529
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13437,1,1.6966,-74.4517,-80.7681792,12.7544,20.6270268,-6.316479199,7.872626798
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13460,1,1.6346,-74.9188,-80.31086417,12.2873,21.08434183,-5.392064169,8.797041828
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13500,1,1.6271,-75.3208,-81.1963974,11.8853,20.1988086,-5.875597396,8.313508601
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13523,1,1.6986,-74.3733,-80.40520195,12.8328,20.99000404,-6.031901955,8.157204042
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13556,1,1.7261,-73.7938,-80.82880815,13.4123,20.56639784,-7.035008154,7.154097843
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13585,1,1.6998,-74.6526,-84.2024671,12.5535,17.19273889,-9.549867103,4.639238894
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13587,1,1.6886,-74.9682,-83.95779122,12.2379,17.43741478,-8.989591218,5.199514779
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13602,1,1.6944,-76.781,-83.22584909,10.4251,18.1693569,-6.444849092,7.744256905
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13632,1,1.6405,-74.1843,-78.49008487,13.0218,22.90512113,-4.305784865,9.883321131
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13670,1,1.787,-75.5164,-80.01019786,11.6897,21.38500814,-4.49379786,9.695308137
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13691,1,1.7892,-73.694,-79.14468992,13.5121,22.25051608,-5.450689917,8.73841608
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13713,1,1.7862,-74.2228,-79.06498582,12.9833,22.33022018,-4.842185816,9.346920181
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13760,1,1.7421,-74.388,-79.62975919,12.8181,21.76544681,-5.241759187,8.94734681
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13825,1,1.7088,-74.2094,-81.61715704,12.9967,19.77804896,-7.407757038,6.781348959
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13883,1,1.778,-74.902,-81.75625918,12.3041,19.63894681,-6.854259182,7.334846815
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13898,1,1.7788,-76.1399,-84.44832493,11.0662,16.94688106,-8.308424933,5.880681063
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13901,1,1.7792,-75.7679,-83.91605722,11.4382,17.47914878,-8.148157222,6.040948775
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13925,1,1.7309,-73.8168,-82.56272994,13.3893,18.83247606,-8.745929936,5.443176061
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-13968,1,1.6788,-74.7845,-81.53906135,12.4216,19.85614465,-6.754561347,7.434544649
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14014,1,1.6566,-73.5781,-80.20395121,13.628,21.19125479,-6.625851212,7.563254785
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14045,1,1.6884,-76.9442,-85.0971083,10.2619,16.29809769,-8.152908302,6.036197695
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14047,1,1.6884,-75.8831,-83.68331802,11.323,17.71188798,-7.800218016,6.38888798
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14064,1,1.6872,-74.2762,-80.22890328,12.9299,21.16630272,-5.952703277,8.23640272
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14131,1,1.676,-73.3128,-78.7007943,13.8933,22.69441169,-5.387994304,8.801111693
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14146,1,1.6651,-73.4855,-80.02110359,13.7206,21.3741024,-6.535603594,7.653502403
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14241,1,1.7329,-74.8909,-85.56414592,12.3152,15.83106008,-10.67324592,3.515860081
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14266,1,1.6456,-73.2921,-82.94948502,13.914,18.44572098,-9.65738502,4.531720977
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14279,1,1.6622,-74.1136,-83.92041136,13.0925,17.47479463,-9.806811362,4.382294634
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14285,1,1.6615,-74.3397,-84.71475608,12.8664,16.68044991,-10.37505608,3.814049912
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14339,1,1.6118,-74.4047,-81.79177784,12.8014,19.60342816,-7.387077836,6.802028161
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14352,1,1.654,-74.2924,-82.59315055,12.9137,18.80205545,-8.300750548,5.888355449
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14422,1,1.6788,-73.6273,-81.18531316,13.5788,20.20989283,-7.558013164,6.631092833
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14451,1,1.6996,-74.6392,-83.8865853,12.5669,17.50862069,-9.247385302,4.941720695
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14495,1,1.6852,-73.8584,-79.05397443,13.3477,22.34123157,-5.19557443,8.993531566
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14524,1,1.6672,-74.0883,-80.06435169,13.1178,21.33085431,-5.976051686,8.213054311
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14542,1,1.6847,-73.4515,-79.45223852,13.7546,21.94296747,-6.000738523,8.188367474
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14603,1,1.6448,-74.6129,-78.94948253,12.5932,22.44572347,-4.336582531,9.852523466
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14646,1,1.6657,-73.2965,-78.21152093,13.9096,23.18368507,-4.915020928,9.274085069
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14647,1,1.6657,-73.1144,-77.62858516,14.0917,23.76662083,-4.514185163,9.674920833
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14688,1,1.666,-72.6956,-77.4296836,14.5105,23.9655224,-4.734083596,9.4550224
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14758,1,1.5718,-72.8863,-76.93445298,14.3198,24.46075302,-4.048152976,10.14095302
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14830,1,1.6323,-73.4342,-79.87956399,13.7719,21.51564201,-6.44536399,7.743742007
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14884,1,1.6603,-73.3363,-78.30204754,13.8698,23.09315845,-4.965747544,9.223358453
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-14944,1,1.6038,-73.8144,-79.22113161,13.3917,22.17407439,-5.406731608,8.782374389
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-15061,1,1.6944,-73.308,-77.65704568,13.8981,23.73816032,-4.349045676,9.840060321
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-15171,1,1.6412,-72.224,-75.54912344,14.9821,25.84608255,-3.325123444,10.86398255
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-15204,1,1.6603,-73.5338,-75.92404364,13.6723,25.47116236,-2.39024364,11.79886236
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-15207,1,1.5974,-72.2956,-75.10560316,14.9105,26.28960284,-2.810003159,11.37910284
