id,spacegroup,density,energy,PBE_lattice_energy_kjmol,rel_energy,rel_PBE_energy,diff,rel_diff
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8063,1,1.9084,-87.3779,-87.85165456,7.3778,10.25411982,-0.473754562,2.876319818
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8110,1,1.8504,-87.2492,-90.6187567,7.5065,7.487017684,-3.369556695,-0.019482316
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8120,1,1.8328,-87.3061,-90.98060699,7.4496,7.125167388,-3.674506991,-0.324432612
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8182,1,1.9525,-88.6143,-87.92870049,6.1414,10.17707389,0.685599508,4.035673887
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8214,1,1.9582,-88.0558,-89.12996814,6.6999,8.97580624,-1.074168139,2.27590624
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8219,1,1.9582,-86.7039,-87.01633977,8.0518,11.08943461,-0.312439766,3.037634613
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8236,1,1.9577,-86.98,-83.51659768,7.7757,14.5891767,3.463402324,6.813476703
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8315,1,1.7617,-87.6609,-93.69495675,7.0948,4.410817631,-6.034056748,-2.683982369
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8420,1,1.8113,-88.1652,-91.17776652,6.5905,6.928007863,-3.012566516,0.337507863
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8433,1,1.8234,-88.4779,-91.42472548,6.2778,6.681048894,-2.946825485,0.403248894
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8454,1,1.8214,-86.8214,-93.55669041,7.9343,4.549083971,-6.735290408,-3.385216029
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8485,1,1.8498,-87.4756,-93.63927363,7.2801,4.466500749,-6.16367363,-2.813599251
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8519,1,1.8238,-87.5178,-93.14698388,7.2379,4.958790497,-5.629183882,-2.279109503
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8521,1,1.8238,-87.7287,-93.32854173,7.027,4.777232647,-5.599841732,-2.249767353
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8528,1,1.8184,-86.2265,-97.07087683,8.5292,1.034897549,-10.84437683,-7.494302451
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8740,1,1.7721,-86.247,-94.2566093,8.5087,3.849165078,-8.009609301,-4.659534922
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8763,1,1.7872,-88.7079,-97.16756572,6.0478,0.938208657,-8.459665722,-5.109591343
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8810,1,1.8233,-88.0779,-92.72558237,6.6778,5.380192008,-4.647682372,-1.297607992
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8827,1,1.8349,-87.3839,-93.06439439,7.3718,5.041379991,-5.680494388,-2.330420009
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8832,1,1.8765,-86.9772,-93.91437302,7.7785,4.191401358,-6.937173021,-3.587098642
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8887,1,1.881,-86.2209,-91.44565797,8.5348,6.660116407,-5.224757972,-1.874683593
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8911,1,1.8182,-87.5892,-94.3492352,7.1665,3.756539183,-6.760035197,-3.409960817
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8923,1,1.7471,-86.5157,-97.01385546,8.24,1.091918918,-10.49815546,-7.148081082
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8931,1,1.8004,-86.2838,-94.78137938,8.4719,3.324394998,-8.497579381,-5.147505002
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8950,1,1.8684,-86.6971,-92.88175928,8.0586,5.2240151,-6.18465928,-2.8345849
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9006,1,1.9013,-87.516,-88.42942209,7.2397,9.676352288,-0.913422091,2.436652288
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9019,1,1.9664,-86.467,-86.74732474,8.2887,11.35844964,-0.280324738,3.069749641
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9047,1,1.9895,-86.5419,-90.21854963,8.2138,7.887224749,-3.67664963,-0.326575251
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9078,1,1.9877,-86.7604,-91.20996993,7.9953,6.895804445,-4.449569935,-1.099495555
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9109,1,1.9365,-86.7079,-90.84942557,8.0478,7.256348812,-4.141525567,-0.791451188
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9116,1,1.9365,-87.3682,-93.16706247,7.3875,4.938711905,-5.798862474,-2.448788095
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9149,1,1.961,-85.7797,-88.96052547,8.976,9.145248913,-3.180825466,0.169248913
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9238,1,1.8757,-86.6361,-86.26435788,8.1196,11.8414165,0.371742117,3.721816496
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9240,1,1.8682,-85.8974,-85.75220856,8.8583,12.35356582,0.145191436,3.495265815
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9277,1,1.8982,-85.8474,-87.39684453,8.9083,10.70892985,-1.549444531,1.800629848
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9330,1,1.8867,-85.6795,-87.90008584,9.0762,10.20568854,-2.220585844,1.129488535
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9424,1,1.8914,-87.3252,-91.82843352,7.4305,6.27734086,-4.503233519,-1.15315914
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9472,1,1.8582,-85.6775,-92.95001395,9.0782,5.155760428,-7.272513951,-3.922439572
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9515,1,1.7707,-86.0418,-92.59728682,8.7139,5.508487556,-6.555486823,-3.205412444
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9550,1,1.781,-85.842,-88.87826402,8.9137,9.227510357,-3.036264023,0.313810357
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9554,1,1.7828,-85.7862,-88.23009358,8.9695,9.875680803,-2.443893577,0.906180803
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9627,1,1.7603,-85.7845,-88.92804224,8.9712,9.177732139,-3.14354224,0.206532139
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9691,1,1.82,-86.0278,-85.68487726,8.7279,12.42089712,0.342922743,3.692997122
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9790,1,1.8701,-85.1803,-89.75808074,9.5754,8.347693643,-4.577780737,-1.227706357
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9793,1,1.8701,-85.9365,-90.29531286,8.8192,7.810461521,-4.358812859,-1.008738479
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9796,1,1.9142,-86.0565,-88.76962494,8.6992,9.336149436,-2.713124943,0.636949436
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9816,1,1.9075,-85.2415,-88.36597142,9.5142,9.739802956,-3.124471423,0.225602956
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9817,1,1.9074,-85.2672,-88.42625496,9.4885,9.679519419,-3.159054961,0.191019419
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9967,1,1.8506,-86.4451,-95.15601446,8.3106,2.949759917,-8.710914463,-5.360840083
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9971,1,1.8813,-86.3203,-94.12337129,8.4354,3.982403086,-7.803071293,-4.452996914
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9977,1,1.8813,-85.5025,-91.17886741,9.2532,6.926906966,-5.676367413,-2.326293034
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9997,1,1.8721,-85.4258,-91.75407422,9.3299,6.351700157,-6.328274223,-2.978199843
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10087,1,1.9124,-87.3728,-89.25530062,7.3829,8.850473756,-1.882500624,1.467573756
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10103,1,1.8235,-85.0841,-91.97388898,9.6716,6.131885399,-6.88978898,-3.539714601
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10107,1,1.8117,-84.7144,-92.69099866,10.0413,5.414775719,-7.976598661,-4.626524281
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10148,1,1.8666,-86.2962,-92.08091675,8.4595,6.024857625,-5.784716755,-2.434642375
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10212,1,1.8277,-84.6738,-86.29613435,10.0819,11.80964003,-1.622334354,1.727740025
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10226,1,1.8159,-86.0977,-88.92956912,8.658,9.176205259,-2.83186912,0.518205259
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10286,1,1.8609,-86.1152,-86.30385559,8.6405,11.80191879,-0.188655591,3.161418788
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10358,1,1.9135,-86.5857,-87.09579638,8.17,11.009978,-0.510096382,2.839977998
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10389,1,1.9312,-85.0734,-87.05814974,9.6823,11.04762463,-1.984749744,1.365324635
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10457,1,1.9346,-85.556,-87.87796032,9.1997,10.22781406,-2.321960316,1.028114063
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10484,1,1.8625,-84.808,-88.10107584,9.9477,10.00469854,-3.293075836,0.056998544
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10513,1,1.8625,-84.5943,-89.01491086,10.1614,9.090863522,-4.420610857,-1.070536478
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10518,1,1.9129,-85.9663,-90.2889675,8.7894,7.816806877,-4.322667502,-0.972593123
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10581,1,1.7466,-84.6999,-96.67067941,10.0558,1.435094965,-11.97077941,-8.620705035
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10777,1,1.7698,-84.6426,-98.29563768,10.1131,-0.189863306,-13.65303768,-10.30296331
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10871,1,1.7396,-84.6452,-99.42171771,10.1105,-1.315943329,-14.77651771,-11.42644333
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10899,1,1.658,-84.6175,-96.91449007,10.1382,1.191284312,-12.29699007,-8.946915688
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10970,1,1.7428,-84.1709,-97.22509267,10.5848,0.880681705,-13.05419267,-9.704118295
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11048,1,1.7152,-83.7928,-97.74546688,10.9629,0.360307496,-13.95266688,-10.6025925
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11102,1,1.6899,-84.6545,-97.18132453,10.1012,0.924449852,-12.52682453,-9.176750148
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11105,1,1.636,-84.0434,-98.78858209,10.7123,-0.682807707,-14.74518209,-11.39510771
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11131,1,1.6787,-83.9669,-100.2829412,10.7888,-2.177166842,-16.31604122,-12.96596684
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11187,1,1.7033,-84.2077,-99.10241213,10.548,-0.996637747,-14.89471213,-11.54463775
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11265,1,1.6878,-83.8681,-93.74125378,10.8876,4.364520604,-9.873153776,-6.523079396
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11316,1,1.6793,-84.3441,-93.97211079,10.4116,4.133663585,-9.628010794,-6.277936415
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11358,1,1.6505,-85.0131,-98.49391885,9.7426,-0.388144472,-13.48081885,-10.13074447
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11482,1,1.7608,-84.1639,-96.08892608,10.5918,2.016848303,-11.92502608,-8.574951697
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11500,1,1.7441,-85.0843,-95.64247216,9.6714,2.463302223,-10.55817216,-7.208097777
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11507,1,1.7943,-84.6862,-94.39247702,10.0695,3.713297362,-9.706277017,-6.356202638
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11517,1,1.8019,-84.5958,-95.05579903,10.1599,3.049975346,-10.45999903,-7.109924654
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11526,1,1.8317,-83.1744,-93.76200101,11.5813,4.343773368,-10.58760101,-7.237526632
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11534,1,1.7903,-83.5174,-95.29597653,11.2383,2.809797847,-11.77857653,-8.428502153
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11560,1,1.8389,-83.4544,-95.13657798,11.3013,2.969196399,-11.68217798,-8.332103601
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11582,1,1.8244,-84.0126,-92.14554165,10.7431,5.960232731,-8.132941649,-4.782867269
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11668,1,1.7306,-83.9361,-91.83790452,10.8196,6.267869862,-7.901804517,-4.551730138
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11688,1,1.6893,-84.504,-97.26996172,10.2517,0.83581266,-12.76596172,-9.41588734
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11698,1,1.7206,-83.9339,-95.90876582,10.8218,2.197008563,-11.97486582,-8.624791437
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11709,1,1.7459,-83.4807,-97.24835094,11.275,0.857423439,-13.76765094,-10.41757656
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11739,1,1.6829,-84.0066,-95.73146731,10.7491,2.37430707,-11.72486731,-8.37479293
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11748,1,1.6978,-84.7493,-94.59777315,10.0064,3.508001232,-9.848473147,-6.498398768
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11765,1,1.7101,-83.9522,-94.45312527,10.8035,3.65264911,-10.50092527,-7.15085089
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11805,1,1.6821,-84.5669,-93.73994399,10.1888,4.365830392,-9.173043988,-5.822969608
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11850,1,1.6896,-83.5089,-94.87573043,11.2468,3.230043946,-11.36683043,-8.016756054
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11894,1,1.6915,-83.9756,-96.84012932,10.7801,1.265645056,-12.86452932,-9.514454944
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11905,1,1.6793,-83.5999,-98.45271528,11.1558,-0.346940904,-14.85281528,-11.5027409
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11929,1,1.6948,-83.5036,-99.1056825,11.2521,-0.999908117,-15.6020825,-12.25200812
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11938,1,1.7355,-83.2921,-97.32507075,11.4636,0.780703629,-14.03297075,-10.68289637
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11951,1,1.751,-83.7227,-90.75742345,11.033,7.34835093,-7.03472345,-3.68464907
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11956,1,1.807,-84.5958,-90.71954284,10.1599,7.386231544,-6.123742836,-2.773668456
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11968,1,1.7989,-85.1045,-91.01948623,9.6512,7.086288151,-5.914986229,-2.564911849
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11974,1,1.7883,-84.1898,-87.90203437,10.5659,10.20374001,-3.712234365,-0.362159986
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11993,1,1.9617,-85.6035,-89.00381553,9.1522,9.10195885,-3.400315529,-0.05024115
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11996,1,1.9617,-85.7439,-89.07611631,9.0118,9.029658068,-3.332216312,0.017858068
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12033,1,1.8788,-84.7561,-91.74300253,9.9996,6.362771846,-6.986902534,-3.636828154
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12059,1,1.7723,-83.5887,-92.69939288,11.167,5.406381497,-9.110692882,-5.760618503
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12089,1,1.8344,-82.753,-85.23034221,12.0027,12.87543217,-2.47734221,0.872732169
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12153,1,1.8046,-83.8487,-86.47763045,10.907,11.62814393,-2.628930454,0.721143925
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12252,1,1.7489,-83.0643,-91.66248217,11.6914,6.443292212,-8.598182168,-5.248107788
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12334,1,1.6973,-82.7975,-92.31822864,11.9582,5.787545739,-9.52072864,-6.170654261
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12537,1,1.7703,-83.5951,-90.05993695,11.1606,8.045837428,-6.464836951,-3.114762572
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12545,1,1.7712,-82.4794,-88.07732405,12.2763,10.02845033,-5.597924047,-2.247849668
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12593,1,1.7044,-83.0048,-90.42194018,11.7509,7.683834203,-7.417140176,-4.067065797
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12638,1,1.8287,-83.5643,-92.28766161,11.1914,5.818112767,-8.723361612,-5.373287233
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12691,1,1.858,-82.4186,-87.26718709,12.3371,10.83858729,-4.848587093,-1.498512713
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12703,1,1.7188,-84.2886,-91.07726597,10.4671,7.028508407,-6.788665973,-3.438591593
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12734,1,1.7186,-82.7857,-86.78676214,11.97,11.31901224,-4.001062143,-0.650987764
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12758,1,1.8301,-83.5003,-87.66580215,11.2554,10.43997223,-4.16550215,-0.815427771
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12809,1,1.8108,-82.4404,-87.13577362,12.3153,10.97000076,-4.695373621,-1.345299242
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12834,1,1.8268,-82.636,-89.80728197,12.1197,8.298492407,-7.171281972,-3.821207593
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12853,1,1.831,-82.5937,-92.35094536,12.162,5.754829019,-9.75724536,-6.407170981
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12874,1,1.8672,-82.1813,-89.30505327,12.5744,8.800721107,-7.123753272,-3.773678893
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12882,1,1.868,-83.8031,-90.25849696,10.9526,7.84727742,-6.45539696,-3.10532258
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12938,1,1.8176,-83.1678,-83.85160769,11.5879,14.25416669,-0.68380769,2.66626669
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12979,1,1.7652,-82.2097,-85.37003702,12.546,12.73573736,-3.160337015,0.189737364
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13030,1,1.8339,-84.604,-90.35423016,10.1517,7.751544215,-5.750230164,-2.400155785
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13041,1,1.781,-85.8253,-88.87101315,8.9304,9.234761228,-3.045713152,0.304361228
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13050,1,1.7539,-83.6911,-87.73038604,11.0646,10.37538834,-4.039286038,-0.689211659
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13060,1,1.759,-82.0681,-85.84987678,12.6876,12.2558976,-3.781776782,-0.431702402
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13067,1,1.7602,-82.7082,-86.87027162,12.0475,11.23550276,-4.162071624,-0.811997245
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13099,1,1.6923,-83.1057,-93.51440235,11.65,4.591372034,-10.40870235,-7.058627966
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13138,1,1.7574,-82.9207,-91.68255063,11.835,6.42322375,-8.761850629,-5.41177625
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13143,1,1.8181,-83.9434,-89.23135538,10.8123,8.874418997,-5.287955382,-1.937881003
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13153,1,1.8509,-84.7547,-89.607417,10.001,8.49835738,-4.852716999,-1.50264262
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13173,1,1.8797,-82.4355,-86.07363538,12.3202,12.032139,-3.638135376,-0.288060996
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13201,1,1.7522,-84.6683,-88.60969138,10.0874,9.496082999,-3.94139138,-0.591317001
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13227,1,1.7913,-84.0554,-86.99288708,10.7003,11.1128873,-2.937487082,0.412587297
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13260,1,1.749,-82.6992,-86.09226862,12.0565,12.01350576,-3.393068618,-0.042994239
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13263,1,1.749,-82.7675,-86.11559925,11.9882,11.99017513,-3.348099248,0.001975131
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13268,1,1.7168,-82.6199,-87.15615277,12.1358,10.94962161,-4.536252766,-1.186178386
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13335,1,1.8663,-82.2285,-85.82159308,12.5272,12.2841813,-3.593093079,-0.243018699
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13378,1,1.8258,-83.4797,-84.91289542,11.276,13.19287896,-1.433195417,1.916878962
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13409,1,1.8914,-84.4691,-88.34558167,10.2866,9.760192714,-3.876481665,-0.526407286
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13421,1,1.9003,-83.7437,-85.87846731,11.012,12.22730707,-2.134767308,1.215307071
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13423,1,1.9005,-82.8292,-83.9584999,11.9265,14.14727448,-1.129299902,2.220774477
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13501,1,1.836,-82.9124,-85.55122002,11.8433,12.55455436,-2.63882002,0.711254359
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13571,1,1.8193,-81.3805,-93.46776183,13.3752,4.638012549,-12.08726183,-8.737187451
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13602,1,1.7268,-83.4748,-94.65807839,11.2809,3.447695985,-11.18327839,-7.833204015
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13616,1,1.8194,-82.0422,-90.61638943,12.7135,7.489384951,-8.574189428,-5.224115049
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13655,1,1.8407,-82.3786,-87.97440028,12.3771,10.1313741,-5.595800275,-2.245725896
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13675,1,1.7864,-82.3246,-89.80958845,12.4311,8.296185926,-7.484988453,-4.134914074
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13757,1,1.8349,-84.3832,-92.05349708,10.3725,6.052277302,-7.670297077,-4.320222698
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13767,1,1.8388,-84.703,-91.10883355,10.0527,6.996940826,-6.405833553,-3.055759174
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13772,1,1.8312,-82.5071,-91.04094987,12.2486,7.064824512,-8.533849868,-5.183775488
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13827,1,1.8174,-82.2401,-90.27887707,12.5156,7.82689731,-8.038777069,-4.68870269
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13864,1,1.6904,-82.0274,-91.01830332,12.7283,7.087471061,-8.990903319,-5.640828939
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14017,1,1.6889,-82.4281,-93.21572773,12.3276,4.890046645,-10.78762773,-7.437553355
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14033,1,1.7358,-81.2431,-89.49664125,13.5126,8.609133126,-8.253541253,-4.903466874
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14041,1,1.7244,-80.7543,-90.06524702,14.0014,8.040527359,-9.31094702,-5.960872641
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14079,1,1.6841,-82.1535,-87.16852749,12.6022,10.93724689,-5.015027489,-1.66495311
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14102,1,1.6678,-80.7755,-84.59408239,13.9802,13.51169199,-3.818582393,-0.468508013
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14118,1,1.6658,-81.9712,-91.63674568,12.7845,6.469028703,-9.665545677,-6.315471297
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14128,1,1.6644,-81.6023,-93.86539901,13.1534,4.240375371,-12.26309901,-8.913024629
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14131,1,1.67,-81.9885,-93.51984026,12.7672,4.585934122,-11.53134026,-8.181265878
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14184,1,1.7309,-80.9354,-91.18894868,13.8203,6.916825698,-10.25354868,-6.903474302
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14187,1,1.7326,-80.9674,-89.33054807,13.7883,8.775226312,-8.363148068,-5.013073688
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14208,1,1.7155,-82.8056,-94.39051065,11.9501,3.715263733,-11.58491065,-8.234836267
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14248,1,1.6934,-80.6966,-94.37568134,14.0591,3.730093042,-13.67908134,-10.32900696
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14280,1,1.6937,-81.2677,-88.91224277,13.488,9.193531608,-7.644542771,-4.294468392
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14295,1,1.7369,-83.1677,-90.93092912,11.588,7.174845261,-7.763229119,-4.413154739
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14305,1,1.7329,-80.7848,-90.92065199,13.9709,7.185122393,-10.13585199,-6.785777607
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14328,1,1.7419,-80.9326,-90.87481182,13.8231,7.230962563,-9.942211817,-6.592137437
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14372,1,1.8395,-81.1815,-88.41644482,13.5742,9.689329562,-7.234944817,-3.884870438
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14374,1,1.81,-80.8978,-88.70682796,13.8579,9.398946416,-7.809027963,-4.458953584
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14458,1,1.7795,-81.2318,-89.67922378,13.5239,8.426550602,-8.447423777,-5.097349398
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-14503,1,1.8047,-80.6199,-94.47012791,14.1358,3.635646469,-13.85022791,-10.50015353
