################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.5060199332302289E-01 a         1     0     1     1     1
  4.0927581997077571E-02 a         2     0     1     1     2
 -2.0955552488653062E+00 a         3     0     1     1     3
  4.1461031309887648E+00 a         4     0     1     1     4
  1.9350468409594512E+00 a         5     0     1     1     5
  1.8471124197837610E+00 a         6     0     1     1     6
  2.3895228954195735E+00 a         7     0     1     1     7
  2.0929188206230309E-01 a         8     0     1     1     8
 -4.2305677289741633E-01 a         9     0     1     1     9
 -1.1665720213726940E+00 a        10     0     1     1    10
  2.8886284750828789E-01 a        11     0     1     1    11
 -4.3132014477755376E-01 a        12     0     1     1    12
 -1.4612955229640665E+00 a        13     0     1     1    13
 -8.7181829775544450E-01 a        14     0     1     1    14
 -9.8572610382055859E-01 a        15     0     1     1    15
 -4.3699338845398890E+00 a        16     0     1     1    16
  2.0214498530174718E+00 a        17     0     1     1    17
 -1.7425166112718701E-01 a        18     0     1     1    18
 -1.1320654348470768E-01 a        19     0     1     1    19
  2.9703695407526193E-01 a        20     0     1     1    20
 -1.4157710286947358E+00 a        21     0     1     1    21
  1.5532471642348413E+00 a        22     0     1     1    22
  5.7424550055424228E-01 a        23     0     1     1    23
  1.5212568296259417E+00 a        24     0     1     1    24
  4.8883720777370704E-01 a        25     0     1     1    25
 -1.3635061311376517E+00 a        26     0     2     1     1
 -1.8761846954394465E+00 a        27     0     2     1     2
 -1.2374697328135171E+00 a        28     0     2     1     3
  4.0876913594587680E+00 a        29     0     2     1     4
  1.7163070838971763E+00 a        30     0     2     1     5
 -1.0550320278051886E+00 a        31     0     2     1     6
  1.4468327780139976E+00 a        32     0     2     1     7
  1.6609333357779241E+00 a        33     0     2     1     8
 -1.2749327677313702E+00 a        34     0     2     1     9
 -4.8576569089211645E-02 a        35     0     2     1    10
 -1.0459280332362073E+00 a        36     0     2     1    11
 -1.1054155518355118E+00 a        37     0     2     1    12
 -1.4867339247334281E+00 a        38     0     2     1    13
 -9.9818316555824493E-01 a        39     0     2     1    14
 -7.7234704468574292E-02 a        40     0     2     1    15
 -2.9585981291685486E+00 a        41     0     2     1    16
 -3.3847359360536433E-01 a        42     0     2     1    17
  2.1552600527012573E+00 a        43     0     2     1    18
  3.8550997172806483E+00 a        44     0     2     1    19
  2.7291858142241389E-03 a        45     0     2     1    20
 -2.7854405970348661E-01 a        46     0     2     1    21
  3.3074935568425810E+00 a        47     0     2     1    22
  3.1784692586120911E+00 a        48     0     2     1    23
  3.4083848106571740E-01 a        49     0     2     1    24
  3.2611825831244268E-01 a        50     0     2     1    25
  2.3051686977645978E+00 a        51     0     3     1     1
 -7.6555713260821379E-01 a        52     0     3     1     2
 -1.4720639378618183E+00 a        53     0     3     1     3
  2.9372287756040056E+00 a        54     0     3     1     4
 -2.1935773904406095E+00 a        55     0     3     1     5
 -7.4626537727427611E-02 a        56     0     3     1     6
  2.7160435097116840E+00 a        57     0     3     1     7
 -5.8490912185121824E-01 a        58     0     3     1     8
  7.2686526760140846E-01 a        59     0     3     1     9
  1.5422205684035475E-01 a        60     0     3     1    10
 -7.5336179779986545E-01 a        61     0     3     1    11
 -3.2474679678707929E-01 a        62     0     3     1    12
  8.0848325183356462E-01 a        63     0     3     1    13
 -6.5919618226550956E+00 a        64     0     3     1    14
 -3.6694469452315048E+00 a        65     0     3     1    15
 -6.0813079155362537E+00 a        66     0     3     1    16
  2.2992800872913470E+00 a        67     0     3     1    17
 -2.2897507199942551E+00 a        68     0     3     1    18
 -8.8611082333987357E-01 a        69     0     3     1    19
  1.0895025818090529E+00 a        70     0     3     1    20
 -3.5709121689063652E+00 a        71     0     3     1    21
 -7.6519184389573314E-01 a        72     0     3     1    22
  3.5410324736681611E+00 a        73     0     3     1    23
  2.4973731298427744E+00 a        74     0     3     1    24
  5.3302973708250523E-01 a        75     0     3     1    25
 -1.7792709232376835E-01 a        76     0     4     1     1
 -2.1132809282474319E+00 a        77     0     4     1     2
 -9.2817611534679056E-01 a        78     0     4     1     3
 -1.3760968270664296E+00 a        79     0     4     1     4
 -2.2881840443169146E-01 a        80     0     4     1     5
 -3.2014488467694813E-01 a        81     0     4     1     6
  2.5644691198452746E-01 a        82     0     4     1     7
 -5.1723194017566165E-01 a        83     0     4     1     8
 -1.4787506385950819E+00 a        84     0     4     1     9
  2.9449750253620044E-01 a        85     0     4     1    10
  3.0869842280658527E-01 a        86     0     4     1    11
 -6.6930819293355770E-01 a        87     0     4     1    12
 -1.9725483883156394E+00 a        88     0     4     1    13
 -3.8682373280076870E-01 a        89     0     4     1    14
  2.9970832791995894E-01 a        90     0     4     1    15
  9.1277182485787367E-01 a        91     0     4     1    16
  3.0613177730063068E-01 a        92     0     4     1    17
  2.4882652722037881E+00 a        93     0     4     1    18
  1.9323426073662464E+00 a        94     0     4     1    19
  2.2925307466427318E+00 a        95     0     4     1    20
 -3.0081887268308938E-01 a        96     0     4     1    21
  5.2867134834623353E-01 a        97     0     4     1    22
 -6.8414621172464918E-01 a        98     0     4     1    23
  1.1976595364230475E-01 a        99     0     4     1    24
  1.9910698130701681E+00 a       100     0     4     1    25
  9.0311431031436309E-02 a       101     0     5     1     1
  1.7593836731124893E-01 a       102     0     5     1     2
 -4.7151965244832011E-01 a       103     0     5     1     3
 -1.2835443673396507E+00 a       104     0     5     1     4
 -7.0398250862245881E-01 a       105     0     5     1     5
  1.3642042205166274E-01 a       106     0     5     1     6
  2.0882746204677399E-01 a       107     0     5     1     7
  8.0361479210000780E-02 a       108     0     5     1     8
 -4.5369260788978773E-02 a       109     0     5     1     9
  2.0620258445468435E-02 a       110     0     5     1    10
 -3.8687988824044206E-01 a       111     0     5     1    11
 -1.4659747081030597E-01 a       112     0     5     1    12
 -1.7288627535897237E-02 a       113     0     5     1    13
  1.6481305045170586E-01 a       114     0     5     1    14
  5.2125725399129919E-01 a       115     0     5     1    15
  6.1889313785464650E-01 a       116     0     5     1    16
  1.6644079789179936E-01 a       117     0     5     1    17
  1.5824938193168183E+00 a       118     0     5     1    18
  1.8637874528660754E+00 a       119     0     5     1    19
  9.3453288580871963E-01 a       120     0     5     1    20
  1.8878619039470693E-01 a       121     0     5     1    21
  8.3846544252208211E-01 a       122     0     5     1    22
 -3.5802853781913552E-01 a       123     0     5     1    23
 -8.6167313754262884E-02 a       124     0     5     1    24
  9.6033821399513231E-01 a       125     0     5     1    25
  3.4361599024976051E+00 a       126     0     6     1     1
  4.0933141561595594E+00 a       127     0     6     1     2
  5.4796592336534697E+00 a       128     0     6     1     3
 -1.1599110443607476E+01 a       129     0     6     1     4
 -4.0169482554347820E+00 a       130     0     6     1     5
 -3.4118142922317820E+00 a       131     0     6     1     6
 -6.9459183652929122E+00 a       132     0     6     1     7
 -9.6564544671653891E+00 a       133     0     6     1     8
 -1.5731519395655271E+00 a       134     0     6     1     9
  1.1813101612588488E+01 a       135     0     6     1    10
 -6.1582335839885305E-01 a       136     0     6     1    11
  1.3759683594570309E+00 a       137     0     6     1    12
  4.3186426470555235E+00 a       138     0     6     1    13
 -2.0093867992965708E+00 a       139     0     6     1    14
 -8.0966896221688813E+00 a       140     0     6     1    15
  1.1864137320912814E+01 a       141     0     6     1    16
 -3.7838052524212007E-01 a       142     0     6     1    17
 -2.1980314369800373E+00 a       143     0     6     1    18
 -3.9736721566603159E+00 a       144     0     6     1    19
  4.8660905480657339E+00 a       145     0     6     1    20
  3.3168208686386178E+00 a       146     0     6     1    21
 -1.1084630379717144E+00 a       147     0     6     1    22
 -2.1024122408062804E+00 a       148     0     6     1    23
 -5.9485262530877163E+00 a       149     0     6     1    24
 -1.0217299103697370E+00 a       150     0     6     1    25
 -1.9876248180250486E+00 a       151     0     7     1     1
 -4.3811851412165845E+00 a       152     0     7     1     2
 -6.2825597750020821E+00 a       153     0     7     1     3
 -6.3337600980031912E+00 a       154     0     7     1     4
 -6.1917731321071328E+00 a       155     0     7     1     5
 -1.8148394312449563E+00 a       156     0     7     1     6
  2.0532933080813534E+00 a       157     0     7     1     7
 -4.7733283037960410E+00 a       158     0     7     1     8
  3.0303379924728002E+00 a       159     0     7     1     9
  2.9489368041407049E+00 a       160     0     7     1    10
 -9.5320126037300634E-01 a       161     0     7     1    11
 -5.5238814714989823E+00 a       162     0     7     1    12
  2.6487692358710140E+00 a       163     0     7     1    13
  2.8759973599128812E+00 a       164     0     7     1    14
  5.2320678078427030E-01 a       165     0     7     1    15
  2.1746746887151196E+00 a       166     0     7     1    16
  8.4578157789533712E+00 a       167     0     7     1    17
 -1.3796094649733501E+00 a       168     0     7     1    18
 -5.3477652707483303E+00 a       169     0     7     1    19
 -2.2856986177478431E+00 a       170     0     7     1    20
  2.0144679705032718E+00 a       171     0     7     1    21
 -1.3093885019001565E+00 a       172     0     7     1    22
  1.6658377195466549E+00 a       173     0     7     1    23
 -5.8252299589901471E+00 a       174     0     7     1    24
  3.7823880199112656E+00 a       175     0     7     1    25
  1.1571089255807685E+00 a       176     0     8     1     1
 -2.0642050287184754E+00 a       177     0     8     1     2
  5.6754967484819607E-01 a       178     0     8     1     3
 -1.6384174141889847E+00 a       179     0     8     1     4
 -1.1205201592004159E+00 a       180     0     8     1     5
