################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.6632993375064205E-03 a         1     0     1     1     1
 -2.2692393026187629E-01 a         2     0     1     1     2
  6.9994123719237002E+00 a         3     0     1     1     3
 -3.2843408965367216E+00 a         4     0     1     1     4
  2.4982761233347759E+00 a         5     0     1     1     5
  2.0569884134592284E-01 a         6     0     1     1     6
 -2.3630526343337630E+00 a         7     0     1     1     7
 -3.1618558383160500E-01 a         8     0     1     1     8
  5.2558548696190304E+00 a         9     0     1     1     9
  4.2743476549248638E-01 a        10     0     1     1    10
 -9.0695597201233047E-01 a        11     0     1     1    11
  2.0367608952033969E+00 a        12     0     1     1    12
  1.9466396094004783E+00 a        13     0     1     1    13
  2.3554234520736799E+00 a        14     0     1     1    14
  4.4906269690626699E+00 a        15     0     1     1    15
  1.4480406354536282E+00 a        16     0     1     1    16
  2.7802737362622088E+00 a        17     0     1     1    17
 -7.9749157203816106E+00 a        18     0     1     1    18
  6.4176130110363818E+00 a        19     0     1     1    19
 -2.1347712965003818E+00 a        20     0     1     1    20
 -8.9027981266681389E-01 a        21     0     1     1    21
 -6.0022602883799003E-01 a        22     0     1     1    22
  6.1694614954901014E-03 a        23     0     1     1    23
  4.3384693540605470E+00 a        24     0     1     1    24
  8.6635087165364766E-01 a        25     0     1     1    25
  1.5392804481104378E+00 a        26     0     2     1     1
 -1.6991678686230585E+00 a        27     0     2     1     2
 -5.4731420260480601E-01 a        28     0     2     1     3
 -2.5728586274725056E+00 a        29     0     2     1     4
 -1.3617004578146019E+00 a        30     0     2     1     5
  5.8920399029572996E+00 a        31     0     2     1     6
  1.4832739194780198E-01 a        32     0     2     1     7
 -2.2109447658893360E+00 a        33     0     2     1     8
  8.6941507969906995E-01 a        34     0     2     1     9
  1.0049324804924709E+00 a        35     0     2     1    10
  1.1363310133033810E+00 a        36     0     2     1    11
 -2.6361328480279949E+00 a        37     0     2     1    12
 -4.4804252886145459E+00 a        38     0     2     1    13
  4.6974806237780325E-01 a        39     0     2     1    14
 -2.7877403397624154E+00 a        40     0     2     1    15
  2.3532215329027628E+00 a        41     0     2     1    16
 -1.5776104204940209E+00 a        42     0     2     1    17
  4.2744358693927731E-01 a        43     0     2     1    18
  6.5158657335735171E-02 a        44     0     2     1    19
  3.6206452156075128E+00 a        45     0     2     1    20
 -3.9160481541249709E-01 a        46     0     2     1    21
  3.2113490001726528E+00 a        47     0     2     1    22
 -4.2133213714209339E-01 a        48     0     2     1    23
  8.6814201328656693E-02 a        49     0     2     1    24
 -8.7674722110546166E-01 a        50     0     2     1    25
 -1.6926001561388453E+00 a        51     0     3     1     1
 -2.3112583817569581E+00 a        52     0     3     1     2
 -6.5296766117182747E-01 a        53     0     3     1     3
  8.9312008783847396E-01 a        54     0     3     1     4
 -1.4877689021078430E-01 a        55     0     3     1     5
 -8.5620077537835482E-01 a        56     0     3     1     6
  9.4730345015583584E-01 a        57     0     3     1     7
  1.2119846657354845E+00 a        58     0     3     1     8
 -9.2150382452523372E-01 a        59     0     3     1     9
  5.4658533439105983E-01 a        60     0     3     1    10
  2.5790535658766089E-01 a        61     0     3     1    11
  2.0514115494347229E+00 a        62     0     3     1    12
  2.7059909624975959E-01 a        63     0     3     1    13
  9.7232883358580338E-02 a        64     0     3     1    14
  4.6408496860631654E-01 a        65     0     3     1    15
 -2.3896170700183581E+00 a        66     0     3     1    16
 -5.6705613731989535E-01 a        67     0     3     1    17
  1.1132463259974104E+00 a        68     0     3     1    18
 -2.5358625430440327E+00 a        69     0     3     1    19
