################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0165389478751334E-01 a         1     0     1     1     1
 -1.7851722226651801E-01 a         2     0     1     1     2
  1.0685684918705925E-01 a         3     0     1     1     3
 -1.2330453084982555E-01 a         4     0     1     1     4
 -7.8366304822012553E-02 a         5     0     1     1     5
  1.4093180362906087E-03 a         6     0     1     1     6
 -9.1256153538097108E-03 a         7     0     1     1     7
 -1.4917261622039946E-01 a         8     0     1     1     8
 -2.9511747611477006E-02 a         9     0     1     1     9
 -2.0566686376953580E-02 a        10     0     1     1    10
 -6.7938664428144169E-02 a        11     0     1     1    11
 -9.8799891941517295E-02 a        12     0     1     1    12
 -6.0690512367558673E-02 a        13     0     1     1    13
  8.3464823638502966E-02 a        14     0     1     1    14
  8.9216067613933747E-02 a        15     0     1     1    15
 -1.2191222504199761E-01 a        16     0     1     1    16
 -3.4321121992350628E-02 a        17     0     1     1    17
 -4.0657436226523590E-02 a        18     0     1     1    18
 -8.4911740901582350E-02 a        19     0     1     1    19
 -1.1664846454108674E-01 a        20     0     1     1    20
  5.1571095331617460E-02 a        21     0     1     1    21
  2.4750317711246066E-02 a        22     0     1     1    22
  9.9798840561981961E-02 a        23     0     1     1    23
 -2.1271085798701123E-01 a        24     0     1     1    24
  2.5563172851213584E-02 a        25     0     1     1    25
 -9.3191073030977636E-02 a        26     0     2     1     1
 -2.2682420024386699E-01 a        27     0     2     1     2
  8.5923252095828462E-02 a        28     0     2     1     3
 -1.0660689462715195E-01 a        29     0     2     1     4
  5.3913695573375428E-02 a        30     0     2     1     5
  8.5263106366914643E-02 a        31     0     2     1     6
  1.3027112768517324E-01 a        32     0     2     1     7
 -1.6031814396487901E-01 a        33     0     2     1     8
  4.1709408027079960E-02 a        34     0     2     1     9
 -2.5508897817563725E-01 a        35     0     2     1    10
 -5.9616594171561926E-02 a        36     0     2     1    11
 -1.4972277193814187E-01 a        37     0     2     1    12
 -1.8845309233069041E-02 a        38     0     2     1    13
  7.4021183478677408E-02 a        39     0     2     1    14
 -6.7752954109158575E-02 a        40     0     2     1    15
 -8.8843809653373546E-02 a        41     0     2     1    16
 -1.5806780837427845E-01 a        42     0     2     1    17
  2.3717950762767312E-01 a        43     0     2     1    18
 -3.2454127594517934E-02 a        44     0     2     1    19
 -1.0066234616486505E-01 a        45     0     2     1    20
 -1.1428135893832986E-01 a        46     0     2     1    21
  3.4108013375842143E-03 a        47     0     2     1    22
  2.2870175983467786E-02 a        48     0     2     1    23
 -8.3344015238400418E-02 a        49     0     2     1    24
  3.4926597931187013E-03 a        50     0     2     1    25
  1.2804287237472898E-02 a        51     0     3     1     1
 -1.9704671815744951E-01 a        52     0     3     1     2
  5.1388290219768151E-02 a        53     0     3     1     3
  5.7728833774530669E-02 a        54     0     3     1     4
  6.9530887554458465E-02 a        55     0     3     1     5
  6.7104458909751571E-02 a        56     0     3     1     6
 -7.2789360847725013E-02 a        57     0     3     1     7
  4.6500271081541263E-02 a        58     0     3     1     8
 -2.2514721493711618E-02 a        59     0     3     1     9
 -1.1152068849586323E-01 a        60     0     3     1    10
  5.0698716361443651E-02 a        61     0     3     1    11
 -9.2407301814794764E-03 a        62     0     3     1    12
 -1.2191173735778585E-01 a        63     0     3     1    13
 -8.7705410396142033E-02 a        64     0     3     1    14
  1.0263801133995748E-01 a        65     0     3     1    15
 -1.3871606300952591E-02 a        66     0     3     1    16
  2.6167536540471534E-02 a        67     0     3     1    17
  4.2578807123789961E-02 a        68     0     3     1    18
  9.2609065817648079E-02 a        69     0     3     1    19
 -1.1374831547468812E-02 a        70     0     3     1    20
 -9.6629828182669783E-02 a        71     0     3     1    21
  3.9791388426986110E-02 a        72     0     3     1    22
 -3.8735561266229852E-02 a        73     0     3     1    23
 -3.5774745747533927E-02 a        74     0     3     1    24
  9.6007695390573675E-02 a        75     0     3     1    25
 -1.6398819637585926E-01 a        76     0     4     1     1
  5.4690853736010854E-02 a        77     0     4     1     2
  5.5808050221710544E-02 a        78     0     4     1     3
  5.4905413542364702E-02 a        79     0     4     1     4
  4.1041696736479817E-02 a        80     0     4     1     5
 -4.4971601803200277E-02 a        81     0     4     1     6
 -9.1593829156369766E-02 a        82     0     4     1     7
 -8.2884148441137534E-02 a        83     0     4     1     8
  3.6183770484939169E-02 a        84     0     4     1     9
  8.0358453933364465E-02 a        85     0     4     1    10
 -3.3127871087840453E-02 a        86     0     4     1    11
  8.5355333053660207E-02 a        87     0     4     1    12
 -2.4507236667981836E-03 a        88     0     4     1    13
  2.7534374791714195E-02 a        89     0     4     1    14
  2.9394856555498148E-02 a        90     0     4     1    15
 -6.0530008952839151E-02 a        91     0     4     1    16
 -3.1564310726943635E-02 a        92     0     4     1    17
  1.6898234594868760E-02 a        93     0     4     1    18
  3.4312034411520281E-02 a        94     0     4     1    19
 -1.1001366100750644E-01 a        95     0     4     1    20
  1.2496696495545757E-01 a        96     0     4     1    21
 -7.3772193855103654E-02 a        97     0     4     1    22
 -6.8394164483811776E-02 a        98     0     4     1    23
  3.3634379438880396E-02 a        99     0     4     1    24
 -5.9683253367638779E-02 a       100     0     4     1    25
  6.3118952157194846E-02 a       101     0     5     1     1
  4.9809288768211928E-03 a       102     0     5     1     2
 -7.4699645253572297E-02 a       103     0     5     1     3
  9.3229280019031927E-02 a       104     0     5     1     4
  7.0664232894171716E-02 a       105     0     5     1     5
 -7.7672890134005176E-02 a       106     0     5     1     6
  1.4897866837417723E-02 a       107     0     5     1     7
  6.3026204252281157E-02 a       108     0     5     1     8
 -6.6240982522588615E-02 a       109     0     5     1     9
 -1.3700255221295099E-01 a       110     0     5     1    10
  8.9793994245921244E-02 a       111     0     5     1    11
  7.7238499246262915E-02 a       112     0     5     1    12
  7.4974084809040747E-02 a       113     0     5     1    13
  2.2593494474821719E-02 a       114     0     5     1    14
 -8.3685065396212011E-02 a       115     0     5     1    15
 -2.6313972991313949E-02 a       116     0     5     1    16
 -5.9344020712065279E-02 a       117     0     5     1    17
  1.3733995721205991E-01 a       118     0     5     1    18
 -1.0800253898811341E-01 a       119     0     5     1    19
  1.0259062483859886E-01 a       120     0     5     1    20
  4.8464718849299426E-02 a       121     0     5     1    21
  4.4599041044260266E-03 a       122     0     5     1    22
 -5.4999126193764625E-02 a       123     0     5     1    23
  1.0996381575424109E-01 a       124     0     5     1    24
 -8.8749062522860134E-03 a       125     0     5     1    25
  1.3204869873888242E-02 a       126     0     6     1     1
 -5.0269244847070967E-02 a       127     0     6     1     2
  1.4088713388312754E-01 a       128     0     6     1     3
 -5.8652030160857599E-02 a       129     0     6     1     4
  4.7951315492493755E-02 a       130     0     6     1     5
 -7.6158945955797169E-02 a       131     0     6     1     6
 -3.8925821803093327E-02 a       132     0     6     1     7
  8.8811482762192404E-02 a       133     0     6     1     8
  5.2336854365616088E-02 a       134     0     6     1     9
  1.6803312217591240E-01 a       135     0     6     1    10
 -4.5303668947085700E-02 a       136     0     6     1    11
  1.4947432759169455E-02 a       137     0     6     1    12
 -1.5627650810301026E-03 a       138     0     6     1    13
 -7.4077659646693342E-02 a       139     0     6     1    14
 -4.4838980112944057E-02 a       140     0     6     1    15
  7.1140028528089393E-03 a       141     0     6     1    16
 -4.7315584041190906E-02 a       142     0     6     1    17
 -5.4864303733137547E-02 a       143     0     6     1    18
  4.8030605708047229E-02 a       144     0     6     1    19
  1.0919489738419092E-02 a       145     0     6     1    20
