################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.6114677144323623E-01 a         1     0     1     1     1
  5.7189270234963466E-02 a         2     0     1     1     2
  1.9859659655743786E-01 a         3     0     1     1     3
  1.0935330982720169E-01 a         4     0     1     1     4
  8.3450441085386198E-02 a         5     0     1     1     5
 -4.1767826431784491E-02 a         6     0     1     1     6
 -6.5822017273384326E-02 a         7     0     1     1     7
  4.2116506830353291E-02 a         8     0     1     1     8
  2.3349767349803160E-01 a         9     0     1     1     9
 -1.8473799707295268E-03 a        10     0     1     1    10
  2.0316722291755290E-01 a        11     0     1     1    11
 -1.1890186123293729E-01 a        12     0     1     1    12
  1.6412932702513847E-01 a        13     0     1     1    13
  1.3772475059999734E-01 a        14     0     1     1    14
 -1.3381856183692761E-01 a        15     0     1     1    15
  1.5722984284501015E-01 a        16     0     1     1    16
  7.2590747638447500E-02 a        17     0     1     1    17
 -1.9046086723542030E-01 a        18     0     1     1    18
 -3.9165144820662974E-02 a        19     0     1     1    19
  1.1488734125990233E-01 a        20     0     1     1    20
  2.4639805728864591E-02 a        21     0     1     1    21
  1.6306434707402664E-01 a        22     0     1     1    22
  5.4246326844301487E-02 a        23     0     1     1    23
 -1.2649944899456550E-01 a        24     0     1     1    24
  1.1529078722679992E-01 a        25     0     1     1    25
  3.9667648815039352E-01 a        26     0     2     1     1
 -4.3337222979583034E-02 a        27     0     2     1     2
  5.1592094965275159E-01 a        28     0     2     1     3
  1.3907710262411535E-01 a        29     0     2     1     4
  1.0975202152827885E+00 a        30     0     2     1     5
  5.1053781895732142E-01 a        31     0     2     1     6
 -8.2808779045110928E-02 a        32     0     2     1     7
 -2.6312877469857421E-01 a        33     0     2     1     8
  6.2915618575487720E-01 a        34     0     2     1     9
  7.5794565443711132E-02 a        35     0     2     1    10
  3.4709573672781108E-01 a        36     0     2     1    11
 -5.4715100504597242E-02 a        37     0     2     1    12
 -4.5254181151391343E-01 a        38     0     2     1    13
 -8.7708125500066098E-02 a        39     0     2     1    14
 -5.1106675283844405E-01 a        40     0     2     1    15
  1.7530852879036715E-01 a        41     0     2     1    16
 -2.4488227726896697E-01 a        42     0     2     1    17
  4.7802857305367930E-01 a        43     0     2     1    18
 -4.6036229026786241E-01 a        44     0     2     1    19
  8.2490896262280025E-02 a        45     0     2     1    20
  3.2926723390395701E-01 a        46     0     2     1    21
  6.5430915571601078E-02 a        47     0     2     1    22
 -1.2281675028017781E-01 a        48     0     2     1    23
 -1.2424722118562534E-01 a        49     0     2     1    24
  4.5497860536812768E-01 a        50     0     2     1    25
  1.9209710141698028E-01 a        51     0     3     1     1
  2.9988050157725621E-01 a        52     0     3     1     2
  1.5877697642509220E-01 a        53     0     3     1     3
  4.1172606187687510E-01 a        54     0     3     1     4
 -8.2649659790961527E-01 a        55     0     3     1     5
 -8.0553948196675870E-02 a        56     0     3     1     6
  3.1623172690052859E-01 a        57     0     3     1     7
  1.4842794665080838E-01 a        58     0     3     1     8
 -4.3813885930096053E-01 a        59     0     3     1     9
 -1.2804140204331370E-02 a        60     0     3     1    10
 -1.3527796473404249E-01 a        61     0     3     1    11
 -3.9560177116800116E-01 a        62     0     3     1    12
  1.1833561553810845E+00 a        63     0     3     1    13
  1.9247658539794549E-01 a        64     0     3     1    14
 -1.5519864663326648E-02 a        65     0     3     1    15
  3.5059757352376841E-01 a        66     0     3     1    16
  4.3550936416922242E-01 a        67     0     3     1    17
 -6.9469365534080707E-01 a        68     0     3     1    18
  4.8257233859726695E-01 a        69     0     3     1    19
  5.0197488138873592E-01 a        70     0     3     1    20
  9.4396013128218742E-02 a        71     0     3     1    21
  3.1261947384661481E-01 a        72     0     3     1    22
 -3.0033698504165851E-01 a        73     0     3     1    23
 -1.3506059223566957E-03 a        74     0     3     1    24
 -4.6197971314229397E-01 a        75     0     3     1    25
 -1.5524141475379000E-01 a        76     0     4     1     1
 -5.3302551749454419E-01 a        77     0     4     1     2
 -4.1671180794003870E-01 a        78     0     4     1     3
 -1.0512503562377722E-01 a        79     0     4     1     4
  2.9605881211193619E-01 a        80     0     4     1     5
  3.8867993275592583E-01 a        81     0     4     1     6
  8.4059552775792717E-04 a        82     0     4     1     7
 -9.7242449970061789E-02 a        83     0     4     1     8
