################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.8706960335998133E+00 a         1     0     1     1     1
  2.1952006443085246E+00 a         2     0     1     1     2
  6.0123423082238423E+00 a         3     0     1     1     3
 -2.0760023898209741E+00 a         4     0     1     1     4
  2.5496377835820461E-01 a         5     0     1     1     5
  2.2176105902059629E+00 a         6     0     1     1     6
  2.8115421744727893E+00 a         7     0     1     1     7
 -7.0734189571452655E-01 a         8     0     1     1     8
  1.5904416875973233E+00 a         9     0     1     1     9
  1.1900951771481476E+00 a        10     0     1     1    10
  8.6544572793713048E-01 a        11     0     1     1    11
  2.0442004736366148E+00 a        12     0     1     1    12
  3.9519175641185535E+00 a        13     0     1     1    13
 -3.9845648598458572E-02 a        14     0     1     1    14
  2.6750212928059764E+00 a        15     0     1     1    15
 -2.9785446070602171E+00 a        16     0     1     1    16
  1.2856257380914713E+00 a        17     0     1     1    17
  1.5016502097994420E+00 a        18     0     1     1    18
  4.8760201609150187E+00 a        19     0     1     1    19
 -3.5237821053488920E+00 a        20     0     1     1    20
  1.9408771946474349E-02 a        21     0     1     1    21
  6.1810251669479523E+00 a        22     0     1     1    22
  8.7890042947086999E-01 a        23     0     1     1    23
  1.8925514616946804E+00 a        24     0     1     1    24
 -1.6182090373506695E+00 a        25     0     1     1    25
  1.1989815367641237E+00 a        26     0     2     1     1
  9.8683082268409794E-01 a        27     0     2     1     2
  2.7764668151775801E-01 a        28     0     2     1     3
  2.6626772333923312E+00 a        29     0     2     1     4
 -6.8952334217176914E-01 a        30     0     2     1     5
 -2.6632975797312364E+00 a        31     0     2     1     6
 -3.6364646802212613E-01 a        32     0     2     1     7
 -5.7594146478198978E+00 a        33     0     2     1     8
  6.2312215204373278E-01 a        34     0     2     1     9
 -4.2969240493778454E-02 a        35     0     2     1    10
 -4.4435721081170501E+00 a        36     0     2     1    11
  4.7996706911546123E-02 a        37     0     2     1    12
 -1.8170514386177490E+00 a        38     0     2     1    13
  4.6908342466128241E+00 a        39     0     2     1    14
  4.5368069584573343E+00 a        40     0     2     1    15
  2.0401261235872363E+00 a        41     0     2     1    16
  1.8441484136433242E+00 a        42     0     2     1    17
  1.5525322712836072E+00 a        43     0     2     1    18
 -1.6719047043660393E+00 a        44     0     2     1    19
 -9.5573691427291796E-01 a        45     0     2     1    20
 -1.1798190444516390E+00 a        46     0     2     1    21
  1.2250222833745774E+00 a        47     0     2     1    22
 -4.3066750039213826E+00 a        48     0     2     1    23
  3.0877170892895287E+00 a        49     0     2     1    24
  9.3290948236129045E-01 a        50     0     2     1    25
  1.8460899348008246E+00 a        51     0     3     1     1
 -9.4749727513176119E-01 a        52     0     3     1     2
  2.9645768037394187E+00 a        53     0     3     1     3
 -3.8544636046192355E+00 a        54     0     3     1     4
 -9.7354814150471680E-01 a        55     0     3     1     5
  3.1594655183951894E+00 a        56     0     3     1     6
 -1.7157135810587373E-01 a        57     0     3     1     7
  8.2889430720076742E+00 a        58     0     3     1     8
 -1.8025886263839503E+00 a        59     0     3     1     9
 -4.1021897389567457E+00 a        60     0     3     1    10
  9.0370803060369043E-01 a        61     0     3     1    11
 -5.3007706661276783E+00 a        62     0     3     1    12
  3.4604601100968209E+00 a        63     0     3     1    13
 -5.6423987468614429E+00 a        64     0     3     1    14
 -3.8750026625847829E+00 a        65     0     3     1    15
  1.2730408486998976E-01 a        66     0     3     1    16
 -1.6555510247143286E+00 a        67     0     3     1    17
  4.3533810491166625E+00 a        68     0     3     1    18
 -3.3490615943915434E+00 a        69     0     3     1    19
  5.6583939693421286E+00 a        70     0     3     1    20
  4.0728374126736213E+00 a        71     0     3     1    21
  3.8876403719936120E-01 a        72     0     3     1    22
 -1.9891484893439122E+00 a        73     0     3     1    23
  1.1880643096391152E+00 a        74     0     3     1    24
  2.7484880920285990E+00 a        75     0     3     1    25
  5.5103847598630318E-01 a        76     0     4     1     1
 -1.7106477278205856E+00 a        77     0     4     1     2
  1.7143036177749560E+00 a        78     0     4     1     3
  3.9439158576982275E-01 a        79     0     4     1     4
 -2.7147505305342245E+00 a        80     0     4     1     5
 -1.6504223845492634E+00 a        81     0     4     1     6
 -1.9186786069233113E+00 a        82     0     4     1     7
