################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.5508539244813102E+00 a         1     0     1     1     1
  1.3753475669070518E+00 a         2     0     1     1     2
 -1.7203944199215734E-01 a         3     0     1     1     3
  5.8144788890742138E-01 a         4     0     1     1     4
  1.6022447030238843E-01 a         5     0     1     1     5
 -9.8505529419253468E-01 a         6     0     1     1     6
  8.7665460541868390E-01 a         7     0     1     1     7
  1.2606339760821066E+00 a         8     0     1     1     8
  3.0918734172532827E+00 a         9     0     1     1     9
  2.0646325247142787E+00 a        10     0     1     1    10
 -2.9545519659061150E+00 a        11     0     1     1    11
 -2.9764415540046802E+00 a        12     0     1     1    12
  2.1803138500996257E+00 a        13     0     1     1    13
 -4.0605695024386232E+00 a        14     0     1     1    14
  2.6289189032917140E+00 a        15     0     1     1    15
  1.7446494118003049E+00 a        16     0     1     1    16
  8.7182425328046353E-01 a        17     0     1     1    17
 -1.5417446019850163E+00 a        18     0     1     1    18
  4.7863161541348598E-01 a        19     0     1     1    19
 -3.1021938131891652E-01 a        20     0     1     1    20
 -2.4392834298201399E-01 a        21     0     1     1    21
 -1.3442129350277434E+00 a        22     0     1     1    22
  2.9043019934704879E+00 a        23     0     1     1    23
 -1.8486191406127356E-01 a        24     0     1     1    24
 -2.0787072061347946E+00 a        25     0     1     1    25
 -4.7247723276295978E-01 a        26     0     2     1     1
 -6.4082259750287862E-01 a        27     0     2     1     2
  1.6528217504347738E+00 a        28     0     2     1     3
  8.1295844141250018E-01 a        29     0     2     1     4
  3.4122378925969793E-01 a        30     0     2     1     5
 -3.5085661013634684E-01 a        31     0     2     1     6
  2.9758487205924777E+00 a        32     0     2     1     7
  1.8753805320901102E+00 a        33     0     2     1     8
 -2.3382906133573127E-02 a        34     0     2     1     9
  4.1966328503777128E-01 a        35     0     2     1    10
 -3.6141052182267721E+00 a        36     0     2     1    11
 -3.5295151668408487E+00 a        37     0     2     1    12
  1.4137622564340686E+00 a        38     0     2     1    13
 -8.9647401526859838E-01 a        39     0     2     1    14
  4.0417287472383118E-01 a        40     0     2     1    15
 -2.9227383589775879E-01 a        41     0     2     1    16
 -4.9820872424294044E-01 a        42     0     2     1    17
 -1.5312508655103947E+00 a        43     0     2     1    18
  2.3486700362898572E-01 a        44     0     2     1    19
 -2.1451543647994908E+00 a        45     0     2     1    20
  3.0382303681649503E-01 a        46     0     2     1    21
 -5.2315721136581150E-01 a        47     0     2     1    22
  9.2653174403482030E-01 a        48     0     2     1    23
  2.0441081163183070E+00 a        49     0     2     1    24
 -1.0095105098380029E-01 a        50     0     2     1    25
 -6.7887062809965508E+00 a        51     0     3     1     1
  1.0910025469735909E-01 a        52     0     3     1     2
 -1.8892654768526653E+00 a        53     0     3     1     3
 -1.9919231559402679E+00 a        54     0     3     1     4
  6.1540467015946809E-01 a        55     0     3     1     5
 -9.3894352823080518E-01 a        56     0     3     1     6
 -3.0289712015774759E+00 a        57     0     3     1     7
  1.4248319594833943E+00 a        58     0     3     1     8
  3.3529687858242290E+00 a        59     0     3     1     9
  3.7662327147860136E-01 a        60     0     3     1    10
 -3.0323360961648920E+00 a        61     0     3     1    11
 -6.6131958322848627E-01 a        62     0     3     1    12
  2.2088064138599308E+00 a        63     0     3     1    13
 -1.3867289195252803E+00 a        64     0     3     1    14
  2.1131812612130649E+00 a        65     0     3     1    15
  3.5904687524063950E+00 a        66     0     3     1    16
  3.0301742267304368E+00 a        67     0     3     1    17
  5.1567478623918883E-01 a        68     0     3     1    18
  6.6898958139219566E-01 a        69     0     3     1    19
 -9.3001098729244935E-01 a        70     0     3     1    20
 -2.0163444203683981E-01 a        71     0     3     1    21
  2.2576607780070845E+00 a        72     0     3     1    22
  2.4229949380514149E+00 a        73     0     3     1    23
 -1.6134518693791984E+00 a        74     0     3     1    24
  1.3465453738873043E+00 a        75     0     3     1    25
  1.6466110865829697E+00 a        76     0     4     1     1
  8.1844885491454378E-01 a        77     0     4     1     2
  4.5244193907093672E-01 a        78     0     4     1     3
  1.9283676527164137E-01 a        79     0     4     1     4
 -1.3969893309700325E+00 a        80     0     4     1     5
 -7.2075963398567711E-01 a        81     0     4     1     6
 -1.0698724606358394E+00 a        82     0     4     1     7
 -1.2471730159103267E-02 a        83     0     4     1     8
 -2.4967956994174301E-01 a        84     0     4     1     9
 -9.3701344052267044E-01 a        85     0     4     1    10
  5.9328608781852010E-01 a        86     0     4     1    11
 -9.1751371826831463E-01 a        87     0     4     1    12
  2.8615913966442486E-01 a        88     0     4     1    13
  5.1706293422710559E-01 a        89     0     4     1    14
  9.5233255109463966E-01 a        90     0     4     1    15
  3.7954063384724708E+00 a        91     0     4     1    16
  7.0211770596369882E-01 a        92     0     4     1    17
 -1.4206481085959718E-01 a        93     0     4     1    18
 -1.1867458098190702E+00 a        94     0     4     1    19
  8.0030295595997081E-01 a        95     0     4     1    20
  3.2777751035304387E-01 a        96     0     4     1    21
  1.6182849275776974E+00 a        97     0     4     1    22
  2.1968607973734873E+00 a        98     0     4     1    23
  4.6067184543168660E-01 a        99     0     4     1    24
  1.4720593639899091E+00 a       100     0     4     1    25
  8.8381074175505525E-01 a       101     0     5     1     1
  2.0817508894136424E-01 a       102     0     5     1     2
  9.7538560735653657E-01 a       103     0     5     1     3
  3.6966925898959024E-01 a       104     0     5     1     4
  2.4636368261741795E+00 a       105     0     5     1     5
 -3.9987704513922984E-01 a       106     0     5     1     6
 -8.9654936541714492E-01 a       107     0     5     1     7
 -9.1512249305670174E-02 a       108     0     5     1     8
  2.2166580524919339E-02 a       109     0     5     1     9
 -1.5482467848618848E+00 a       110     0     5     1    10
  7.1260386280745713E-01 a       111     0     5     1    11
 -6.5324762450846474E-01 a       112     0     5     1    12
  1.5809210067375810E+00 a       113     0     5     1    13
 -3.1482700141192332E-01 a       114     0     5     1    14
  5.1756834448383060E-01 a       115     0     5     1    15
  1.1566440255390875E+00 a       116     0     5     1    16
  2.6561123488305377E-01 a       117     0     5     1    17
  6.4116719068649144E-02 a       118     0     5     1    18
  7.6687123205399430E-02 a       119     0     5     1    19
  6.0485242363245018E-01 a       120     0     5     1    20
 -1.5077831309338230E-01 a       121     0     5     1    21
  1.0257111648082371E+00 a       122     0     5     1    22
  1.8835332866381993E+00 a       123     0     5     1    23
 -5.8549198545130299E-01 a       124     0     5     1    24
  9.8910092159973872E-01 a       125     0     5     1    25
  3.9157166747723933E+00 a       126     0     6     1     1
 -6.0486332550826782E+00 a       127     0     6     1     2
 -2.5232944218138718E+00 a       128     0     6     1     3
  7.9899616423123918E-02 a       129     0     6     1     4
 -1.9984710223474587E+00 a       130     0     6     1     5
  4.7946091761046628E+00 a       131     0     6     1     6
