################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2968468654769350E-01 a         1     0     1     1     1
  1.2454661393763022E-01 a         2     0     1     1     2
 -1.2595408842934080E-01 a         3     0     1     1     3
 -1.4263667389189690E-02 a         4     0     1     1     4
  3.5893752734442952E-02 a         5     0     1     1     5
 -3.7557171662868588E-01 a         6     0     1     1     6
 -1.3220109247032411E-01 a         7     0     1     1     7
  1.9805204163005383E-02 a         8     0     1     1     8
  1.7524905440110566E-01 a         9     0     1     1     9
 -2.6203810000191501E-02 a        10     0     1     1    10
  1.7163564387501276E-01 a        11     0     1     1    11
 -1.4148783668989376E-02 a        12     0     1     1    12
  4.6877987586732301E-03 a        13     0     1     1    13
  4.5010086661989558E-02 a        14     0     1     1    14
 -7.5080191293477608E-02 a        15     0     1     1    15
  1.5200183265773213E-02 a        16     0     1     1    16
  9.0530759702845423E-02 a        17     0     1     1    17
 -1.1326062752312110E-01 a        18     0     1     1    18
  8.7759436447712891E-02 a        19     0     1     1    19
  1.8053247211405365E-01 a        20     0     1     1    20
  1.7692281537210700E-01 a        21     0     1     1    21
  3.4680627339623046E-03 a        22     0     1     1    22
 -9.6513681248548144E-02 a        23     0     1     1    23
  1.1038499064454976E-01 a        24     0     1     1    24
  3.5484193733529228E-02 a        25     0     1     1    25
  1.8121376306894382E-01 a        26     0     2     1     1
  3.9007165366657925E-01 a        27     0     2     1     2
 -1.9861779001899427E-01 a        28     0     2     1     3
  1.2397647444964893E-01 a        29     0     2     1     4
 -4.6272644162578515E-02 a        30     0     2     1     5
 -3.5442830745319864E-01 a        31     0     2     1     6
  3.5383547277918780E-02 a        32     0     2     1     7
 -6.2245849528036822E-02 a        33     0     2     1     8
  7.7436807557592136E-02 a        34     0     2     1     9
  2.7461731676125517E-01 a        35     0     2     1    10
  2.5797110746963520E-02 a        36     0     2     1    11
 -4.7482418645929669E-02 a        37     0     2     1    12
 -2.6186252252778691E-01 a        38     0     2     1    13
  2.5332324418789653E-01 a        39     0     2     1    14
 -3.3851759649707952E-01 a        40     0     2     1    15
  2.0612424866790136E-01 a        41     0     2     1    16
 -2.0140510772667618E-02 a        42     0     2     1    17
 -2.0001365048016889E-01 a        43     0     2     1    18
  3.4308869949246718E-01 a        44     0     2     1    19
  3.3393003431754137E-02 a        45     0     2     1    20
  4.2176749712081490E-01 a        46     0     2     1    21
  5.0115983440402667E-03 a        47     0     2     1    22
 -1.5472171668424925E-01 a        48     0     2     1    23
 -1.8153954067463002E-01 a        49     0     2     1    24
 -5.1833521052999307E-02 a        50     0     2     1    25
  1.0837877682704439E-01 a        51     0     3     1     1
 -1.7916200641804134E-01 a        52     0     3     1     2
 -1.8096201106581772E-01 a        53     0     3     1     3
  6.6058441303212728E-02 a        54     0     3     1     4
  1.0313735925436335E-01 a        55     0     3     1     5
 -5.0054719208489795E-01 a        56     0     3     1     6
 -1.6180662529285478E-01 a        57     0     3     1     7
 -1.3615609510895010E-01 a        58     0     3     1     8
 -4.4639218583999607E-02 a        59     0     3     1     9
 -3.2274460702352192E-01 a        60     0     3     1    10
  7.0303663957398399E-01 a        61     0     3     1    11
  1.7045801612441680E-03 a        62     0     3     1    12
  5.5952939531668806E-02 a        63     0     3     1    13
 -1.1049713915840911E-01 a        64     0     3     1    14
  1.6261823761028205E-01 a        65     0     3     1    15
 -6.8243473280679368E-02 a        66     0     3     1    16
  9.2254247787639784E-02 a        67     0     3     1    17
 -1.3364037302661544E-01 a        68     0     3     1    18
  8.1343728386809311E-02 a        69     0     3     1    19
  2.7153209230427172E-01 a        70     0     3     1    20
 -3.8691974499393260E-02 a        71     0     3     1    21
  3.7974587218933695E-02 a        72     0     3     1    22
 -1.5471471511002174E-01 a        73     0     3     1    23
 -2.1385274484421214E-02 a        74     0     3     1    24
  2.0567638621192433E-01 a        75     0     3     1    25
 -1.8808706833255845E-01 a        76     0     4     1     1
  4.6850590980587081E-02 a        77     0     4     1     2
  1.1283932980248174E-01 a        78     0     4     1     3
  3.8342726867744709E-01 a        79     0     4     1     4
 -2.4336577236591742E-01 a        80     0     4     1     5
 -6.3914123641462928E-02 a        81     0     4     1     6
  4.4166428772238664E-01 a        82     0     4     1     7
  2.4505227974699417E-01 a        83     0     4     1     8
  1.7569588514648779E-01 a        84     0     4     1     9
  7.8399992632571650E-02 a        85     0     4     1    10
 -5.6727623453936793E-01 a        86     0     4     1    11
  4.0671479276168382E-01 a        87     0     4     1    12
 -6.6596566419678607E-02 a        88     0     4     1    13
 -7.6134981320808620E-02 a        89     0     4     1    14
  9.4425958388001510E-02 a        90     0     4     1    15
 -1.8341693893614247E-01 a        91     0     4     1    16
 -2.1836025152497865E-01 a        92     0     4     1    17
  1.8811654311861332E-02 a        93     0     4     1    18
 -1.8806615386391104E-01 a        94     0     4     1    19
 -2.6961947588326352E-01 a        95     0     4     1    20
  1.8902340994717773E-01 a        96     0     4     1    21
  2.3047804370736785E-01 a        97     0     4     1    22
 -3.1403569365657524E-01 a        98     0     4     1    23
  4.5496177697831053E-01 a        99     0     4     1    24
  1.7417324829234259E-02 a       100     0     4     1    25
  3.4108876002300348E-01 a       101     0     5     1     1
  1.0143826099021785E-01 a       102     0     5     1     2
 -3.5836596099013796E-02 a       103     0     5     1     3
 -2.6337831682333074E-01 a       104     0     5     1     4
 -6.0716317689346870E-02 a       105     0     5     1     5
 -2.3037638651330634E-02 a       106     0     5     1     6
 -3.5449609106619984E-01 a       107     0     5     1     7
 -6.5958821240399257E-02 a       108     0     5     1     8
  1.8182204945926589E-01 a       109     0     5     1     9
  1.9144505522823117E-02 a       110     0     5     1    10
  4.2892718803900838E-02 a       111     0     5     1    11
 -2.5397982535589553E-01 a       112     0     5     1    12
  1.6364187691738449E-01 a       113     0     5     1    13
  3.2231589644057521E-02 a       114     0     5     1    14
 -2.7963850895326148E-01 a       115     0     5     1    15
  2.0258972833047409E-02 a       116     0     5     1    16
  4.0939261546385809E-02 a       117     0     5     1    17
 -1.7535565486325536E-01 a       118     0     5     1    18
  5.0545758913699855E-02 a       119     0     5     1    19
  3.4416919416778942E-02 a       120     0     5     1    20
 -2.9730167059461898E-01 a       121     0     5     1    21
  8.1024603413264451E-03 a       122     0     5     1    22
  2.2206279984006611E-01 a       123     0     5     1    23
 -2.2446572051749417E-01 a       124     0     5     1    24
  2.1527999472781525E-01 a       125     0     5     1    25
 -3.4625331348551391E-01 a       126     0     6     1     1
 -6.5765358721131539E-02 a       127     0     6     1     2
 -8.5768726387678546E-02 a       128     0     6     1     3
  2.9530799994757195E-01 a       129     0     6     1     4
  7.7833011743482117E-02 a       130     0     6     1     5
  1.7609441394325459E-01 a       131     0     6     1     6
  2.8912405504048966E-01 a       132     0     6     1     7
 -2.5782382448705660E-01 a       133     0     6     1     8
  1.3819259118530142E-01 a       134     0     6     1     9
  3.5473788947082426E-02 a       135     0     6     1    10
 -4.8337323067147131E-01 a       136     0     6     1    11
 -3.7383572185710472E-02 a       137     0     6     1    12
 -2.3823865149799558E-01 a       138     0     6     1    13
 -2.1703017077778208E-01 a       139     0     6     1    14
 -2.1191569458249016E-01 a       140     0     6     1    15
 -2.0982734512823432E-02 a       141     0     6     1    16
 -5.6926311099094751E-01 a       142     0     6     1    17
  1.7275582119164123E-01 a       143     0     6     1    18
 -1.1872946847140636E-01 a       144     0     6     1    19
  4.4196658471543498E-02 a       145     0     6     1    20
 -1.2920321639103810E-01 a       146     0     6     1    21
  2.3143531069469148E-01 a       147     0     6     1    22
  2.2627283426064962E-01 a       148     0     6     1    23
  2.3682698978420919E-01 a       149     0     6     1    24
 -9.1467474379326813E-02 a       150     0     6     1    25
 -1.0565799603788641E-01 a       151     0     7     1     1
  8.2988013069102834E-02 a       152     0     7     1     2
 -3.9289582188995933E-02 a       153     0     7     1     3
 -2.7617323869175391E-02 a       154     0     7     1     4
  1.2928869623331151E-02 a       155     0     7     1     5
  9.8995325880649576E-02 a       156     0     7     1     6
 -1.7198450589899572E-01 a       157     0     7     1     7
 -7.1668513975227499E-02 a       158     0     7     1     8
  5.8030364577888799E-03 a       159     0     7     1     9
  5.8808241057975840E-03 a       160     0     7     1    10
  2.5493219115354310E-01 a       161     0     7     1    11
  1.7745823267206801E-01 a       162     0     7     1    12
 -7.1883938038999600E-03 a       163     0     7     1    13
  1.6269247562841652E-01 a       164     0     7     1    14
  2.6961916550766135E-01 a       165     0     7     1    15
  7.1067451824835433E-03 a       166     0     7     1    16
  1.8972635546958175E-01 a       167     0     7     1    17
  2.7686914857829859E-02 a       168     0     7     1    18
 -4.0727085649861529E-03 a       169     0     7     1    19
 -1.0256148800795202E-01 a       170     0     7     1    20
  2.0220009446990184E-01 a       171     0     7     1    21
 -2.1298229719529438E-01 a       172     0     7     1    22
  7.1392010123471225E-02 a       173     0     7     1    23
  8.4988177849403476E-02 a       174     0     7     1    24
 -8.5742296051629127E-02 a       175     0     7     1    25
 -5.3997141874030451E-02 a       176     0     8     1     1
 -2.8244730129432741E-02 a       177     0     8     1     2
 -2.0903990043230769E-01 a       178     0     8     1     3
  7.0056355793055303E-02 a       179     0     8     1     4
  4.5777719357876244E-02 a       180     0     8     1     5
  2.4944065929629899E-02 a       181     0     8     1     6
 -1.5958205477554058E-01 a       182     0     8     1     7
  1.1759327670279998E-01 a       183     0     8     1     8
 -2.1313448616127079E-02 a       184     0     8     1     9
  7.7886291771019259E-02 a       185     0     8     1    10
  1.6267872264383978E-01 a       186     0     8     1    11
 -8.2588814711524253E-02 a       187     0     8     1    12
  1.6147857000935911E-01 a       188     0     8     1    13
  1.7272101693097820E-02 a       189     0     8     1    14
  4.7685114495696485E-02 a       190     0     8     1    15
  3.6785064591969528E-02 a       191     0     8     1    16
  8.2640510067209572E-02 a       192     0     8     1    17
 -2.1543691666467413E-03 a       193     0     8     1    18
  1.9480131946175039E-01 a       194     0     8     1    19
  1.1204392771888061E-01 a       195     0     8     1    20
  6.9460883779890459E-02 a       196     0     8     1    21
 -4.1294585142460827E-01 a       197     0     8     1    22
  1.5595297625676341E-01 a       198     0     8     1    23
  7.4245181923010481E-02 a       199     0     8     1    24
 -1.1169715205982644E-02 a       200     0     8     1    25
 -2.5419400445003997E-02 a       201     0     9     1     1
 -2.9152778408248131E-01 a       202     0     9     1     2
  8.3351295581681834E-02 a       203     0     9     1     3
  1.2084742782795799E-01 a       204     0     9     1     4
 -1.0161769504174984E-02 a       205     0     9     1     5
  7.7663472918000825E-02 a       206     0     9     1     6
  2.0323287757867722E-02 a       207     0     9     1     7
  7.2807079776454744E-02 a       208     0     9     1     8
 -2.0533466935459527E-01 a       209     0     9     1     9
  6.4637170149216050E-02 a       210     0     9     1    10
 -1.3504771375154148E-01 a       211     0     9     1    11
 -9.9860329113899884E-03 a       212     0     9     1    12
 -2.8910100867176680E-01 a       213     0     9     1    13
 -2.0372134573472236E-01 a       214     0     9     1    14
 -4.2382348281371295E-02 a       215     0     9     1    15
  8.4425605328095454E-02 a       216     0     9     1    16
  4.7345936125880596E-02 a       217     0     9     1    17
 -2.3285923414942367E-01 a       218     0     9     1    18
  9.6081992099417007E-02 a       219     0     9     1    19
  3.1829136796876922E-01 a       220     0     9     1    20
  1.4924187954934875E-01 a       221     0     9     1    21
 -6.4394821466971369E-02 a       222     0     9     1    22
 -1.6513731964209843E-01 a       223     0     9     1    23
  2.0730616420574033E-01 a       224     0     9     1    24
  1.1656839990571767E-01 a       225     0     9     1    25
  9.7631841830034996E-02 a       226     0    10     1     1
