################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1277084352963143E-01 a         1     0     1     1     1
  2.9477251148097289E-01 a         2     0     1     1     2
 -1.9206096666875427E-01 a         3     0     1     1     3
 -2.0181156342517870E-01 a         4     0     1     1     4
  1.5491978898671752E-01 a         5     0     1     1     5
  9.4520771985002784E-03 a         6     0     1     1     6
  1.4820152855102253E-01 a         7     0     1     1     7
 -1.1934353567187519E-02 a         8     0     1     1     8
  8.4137225506117963E-02 a         9     0     1     1     9
 -5.7168049464454217E-02 a        10     0     1     1    10
 -1.0103120745767745E-01 a        11     0     1     1    11
  1.6981851588114552E-01 a        12     0     1     1    12
 -6.2653465532412828E-02 a        13     0     1     1    13
 -4.5432594669080548E-02 a        14     0     1     1    14
 -5.5060685792796375E-02 a        15     0     1     1    15
  2.3519464665992074E-01 a        16     0     1     1    16
  1.4045994348195842E-01 a        17     0     1     1    17
 -1.6243694297621372E-01 a        18     0     1     1    18
  6.9449521948187681E-02 a        19     0     1     1    19
 -3.6100503029424474E-01 a        20     0     1     1    20
  1.1920851599400249E-01 a        21     0     1     1    21
 -5.9823157313444709E-02 a        22     0     1     1    22
 -9.3871533566085963E-02 a        23     0     1     1    23
 -7.9403815895716226E-02 a        24     0     1     1    24
  2.0575133663973802E-01 a        25     0     1     1    25
  1.4683354267247006E-01 a        26     0     2     1     1
 -4.6545215274366628E-02 a        27     0     2     1     2
 -2.2374944389005047E-01 a        28     0     2     1     3
  1.6905434231380009E-01 a        29     0     2     1     4
 -1.5309617030594971E-01 a        30     0     2     1     5
 -3.3439591733057251E-02 a        31     0     2     1     6
 -1.2096521887156306E-01 a        32     0     2     1     7
  1.1202724838277368E-01 a        33     0     2     1     8
 -3.7111426073062503E-01 a        34     0     2     1     9
 -1.6794205381914520E-01 a        35     0     2     1    10
  3.1847361782120769E-02 a        36     0     2     1    11
  1.2732206406589455E-01 a        37     0     2     1    12
  6.8835372650724341E-02 a        38     0     2     1    13
 -3.4360800395457124E-03 a        39     0     2     1    14
  6.1457154388568393E-03 a        40     0     2     1    15
 -5.0870428652679154E-03 a        41     0     2     1    16
  2.7108661693716694E-02 a        42     0     2     1    17
 -3.2210548428769680E-03 a        43     0     2     1    18
 -8.8805396272917600E-02 a        44     0     2     1    19
  1.7504738369141470E-01 a        45     0     2     1    20
 -1.3148972057585284E-01 a        46     0     2     1    21
 -1.1013140557213773E-02 a        47     0     2     1    22
  2.6585522201819613E-02 a        48     0     2     1    23
  2.4673852125910854E-02 a        49     0     2     1    24
 -6.4446008631785137E-02 a        50     0     2     1    25
  1.2886812259710063E-02 a        51     0     3     1     1
 -1.4851119039270275E-01 a        52     0     3     1     2
 -1.5529000446500213E-01 a        53     0     3     1     3
 -2.7022567530272344E-02 a        54     0     3     1     4
  8.5065668308941259E-02 a        55     0     3     1     5
 -3.0250445683771232E-01 a        56     0     3     1     6
 -5.5071951595230137E-02 a        57     0     3     1     7
  7.7951676204412762E-02 a        58     0     3     1     8
 -1.3436712383155328E-01 a        59     0     3     1     9
  1.3583594184052314E-01 a        60     0     3     1    10
  1.8730871939961613E-01 a        61     0     3     1    11
 -1.1370016610359796E-02 a        62     0     3     1    12
 -5.2262553050039379E-02 a        63     0     3     1    13
 -1.2291718507077473E-01 a        64     0     3     1    14
