begin
atom   4.1222615857302989E+00 1.5740449450093010E+00 7.6436076268047630E+00 H 0.0 0.0 5.6883799999999995E-01 -2.1344999999999999E-02 2.1118899999999999E-01
atom   9.9247540948106927E-01 2.1087440258030670E+00 7.1332295090135993E+00 C 0.0 0.0 -5.3019799999999995E-01 5.5129600000000001E-01 1.5172740000000000E+00
atom   2.3285634580719887E+00 2.0604409614429939E+00 7.9011012079426433E+00 C 0.0 0.0 7.2932600000000003E-01 -5.3193100000000004E-01 -1.1259319999999999E+00
atom   2.2061937962873484E+00 8.5014630472935027E-01 1.2027996036464305E+01 O 0.0 0.0 5.8952999999999998E-02 -3.1323999999999998E-02 -8.9553300000000002E-01
atom   5.3476352948226218E+00 3.9847092953986203E+00 1.8840756611200133E+00 O 0.0 0.0 3.7352400000000002E-01 1.0466040000000001E+00 -9.0368000000000004E-01
atom   5.5313949950956891E+00 6.4399231325086888E+00 3.0063334706419651E+00 O 0.0 0.0 -2.9959900000000000E-01 -1.3151900000000000E-01 6.9568900000000000E-01
atom   6.3588322203313750E+00 7.2742380718203767E+00 1.0515019111593744E+00 O 0.0 0.0 -2.9409700000000000E-01 -1.0008800000000000E+00 3.8399600000000000E-01
atom   5.3426888649676414E+00 3.1676552087456438E+00 1.3412210563701146E+00 H 0.0 0.0 -6.3287999999999997E-02 -5.7431699999999997E-01 -7.8379000000000004E-02
atom   6.3638551715423635E+00 1.5331150940936530E-01 1.5943577257592676E+00 H 0.0 0.0 2.2630000000000001E-02 5.6866099999999997E-01 2.1141099999999999E-01
atom   5.8291560778701301E+00 4.9614253331601352E+00 1.0839796079681037E+00 C 0.0 0.0 -5.5245100000000003E-01 -5.3189900000000001E-01 1.5222629999999999E+00
atom   5.8774591616060539E+00 6.2975133817510542E+00 1.8518513068971476E+00 C 0.0 0.0 5.3218500000000002E-01 7.2869600000000001E-01 -1.1256640000000000E+00
atom   5.7317064326754528E+00 3.1188039242334513E+00 6.1197536666721817E+00 O 0.0 0.0 -5.8952999999999998E-02 3.1323999999999998E-02 8.9553300000000002E-01
atom   6.5592147814983113E+00 3.9531907809223137E+00 4.1651742399254825E+00 O 0.0 0.0 -3.7352400000000002E-01 -1.0466040000000001E+00 9.0368000000000004E-01
atom   6.3754550812252457E+00 1.4979769438122452E+00 3.0429164304035305E+00 O 0.0 0.0 2.9959900000000000E-01 1.3151900000000000E-01 -6.9568900000000000E-01
atom   5.5480178559895599E+00 6.6366200450055712E-01 4.9977479898861210E+00 O 0.0 0.0 2.9409700000000000E-01 1.0008800000000000E+00 -3.8399600000000000E-01
atom   -1.3737387886467074E+00 4.7702448675752898E+00 4.7080288446753809E+00 H 0.0 0.0 6.3287999999999997E-02 5.7431699999999997E-01 7.8379000000000004E-02
atom   5.5429949047785705E+00 -1.5331143308843129E-01 4.4548921752862283E+00 H 0.0 0.0 -2.2630000000000001E-02 -5.6866099999999997E-01 -2.1141099999999999E-01
atom   6.0776939984508047E+00 2.9764747431607987E+00 4.9652702930773920E+00 C 0.0 0.0 5.5245100000000003E-01 5.3189900000000001E-01 -1.5222629999999999E+00
atom   6.0293909147148801E+00 1.6403866945698791E+00 4.1973985941483480E+00 C 0.0 0.0 -5.3218500000000002E-01 -7.2869600000000001E-01 1.1256640000000000E+00
atom   2.2061937217454490E+00 4.8190962301874514E+00 6.1197536666721817E+00 O 0.0 0.0 5.5199999999999999E-02 -2.7283999999999999E-02 8.9720800000000001E-01
atom   1.3786853236023122E+00 3.9847093241783167E+00 4.1651742399254825E+00 O 0.0 0.0 3.7214700000000001E-01 1.0535140000000001E+00 8.9918200000000004E-01
atom   1.5624449955572408E+00 6.4399231329702404E+00 3.0429164304035305E+00 O 0.0 0.0 -2.9784500000000003E-01 -1.3403000000000001E-01 -6.9489100000000004E-01
atom   2.3898822701195614E+00 -6.6366187839144308E-01 4.9977479898861210E+00 O 0.0 0.0 -2.9059000000000001E-01 -1.0009159999999999E+00 -3.8318400000000002E-01
atom   1.3737389074452913E+00 3.1676552512232927E+00 4.7080288446753809E+00 H 0.0 0.0 -6.2988000000000002E-02 -5.7364899999999996E-01 7.8034000000000006E-02
atom   2.3949052076325672E+00 1.5331154549956885E-01 4.4548921752862283E+00 H 0.0 0.0 2.2196000000000000E-02 5.6814299999999995E-01 -2.1056800000000001E-01
atom   1.8602061268388010E+00 4.9614253821287999E+00 4.9652702930773920E+00 C 0.0 0.0 -5.5178000000000005E-01 -5.2870399999999995E-01 -1.5177060000000000E+00
atom   1.9085091911988739E+00 6.2975134113438740E+00 4.1973985941483480E+00 C 0.0 0.0 5.3258700000000003E-01 7.3006499999999996E-01 1.1240779999999999E+00
atom   -2.2061934927826470E+00 -8.5014600122464934E-01 1.2027996036464305E+01 O 0.0 0.0 -5.5199999999999999E-02 2.7283999999999999E-02 -8.9720800000000001E-01
atom   2.5902647527186229E+00 3.9531907521426173E+00 1.8840756611200133E+00 O 0.0 0.0 -3.7214700000000001E-01 -1.0535140000000001E+00 -8.9918200000000004E-01
atom   2.4065050807636936E+00 1.4979769433506929E+00 3.0063334706419651E+00 O 0.0 0.0 2.9784500000000003E-01 1.3403000000000001E-01 6.9489100000000004E-01
atom   1.5790678062013725E+00 6.6366195471237710E-01 1.0515019111593744E+00 O 0.0 0.0 2.9059000000000001E-01 1.0009159999999999E+00 3.8318400000000002E-01
atom   2.5952111688756432E+00 4.7702448250976408E+00 1.3412210563701146E+00 H 0.0 0.0 6.2988000000000002E-02 5.7364899999999996E-01 -7.8034000000000006E-02
atom   1.5740448686883672E+00 -1.5331146917863495E-01 1.5943577257592676E+00 H 0.0 0.0 -2.2196000000000000E-02 -5.6814299999999995E-01 2.1056800000000001E-01
atom   2.1087439494821330E+00 2.9764746941921345E+00 1.0839796079681037E+00 C 0.0 0.0 5.5178000000000005E-01 5.2870399999999995E-01 1.5177060000000000E+00
atom   2.0604408851220604E+00 1.6403866649770600E+00 1.8518513068971476E+00 C 0.0 0.0 -5.3258700000000003E-01 -7.3006499999999996E-01 -1.1240779999999999E+00
energy   -4.9201766811119274E-01
charge   0.0000000000000000E+00
end
begin
comment   oxalac_opt-QR-56-8114-3
lattice   2.0039600000000000E+01 0.0000000000000000E+00 0.0000000000000000E+00
lattice   3.9089501181984365E-16 6.3837999999999999E+00 0.0000000000000000E+00
lattice   3.0227956943354120E-16 3.0227956943354120E-16 4.9366000000000003E+00
atom   1.3468989098935996E+01 3.7695577412660008E+00 2.5400414356960010E+00 O 0.0 0.0 -1.4922800000000000E-01 3.1493000000000000E-02 9.9658999999999998E-02
atom   1.4148821707552008E+01 2.7088328107979986E+00 6.3906286322999828E-01 O 0.0 0.0 -5.9584499999999996E-01 -8.3970000000000000E-03 4.5178800000000002E-01
atom   1.1593062504127991E+01 2.6680035581099979E+00 4.6885028241459983E+00 O 0.0 0.0 -1.1962100000000001E-01 -3.8623099999999999E-01 -6.2519300000000000E-01
atom   1.0913290615500001E+01 3.7286485634019977E+00 1.6529313550039999E+00 O 0.0 0.0 1.2231490000000000E+00 -3.2032300000000002E-01 -5.3500400000000004E-01
atom   1.5013000800924001E+01 2.8010708048860020E+00 1.0939778593979987E+00 H 0.0 0.0 5.0024999999999997E-01 2.0972099999999999E-01 -7.6108999999999996E-02
atom   1.0049111321732008E+01 3.6364105693140001E+00 1.1980164082019991E+00 H 0.0 0.0 -8.5170299999999999E-01 8.0628000000000005E-02 -2.5719999999999998E-01
atom   1.3232768306015991E+01 3.2660764364240014E+00 1.4615062484180017E+00 C 0.0 0.0 -9.0670000000000001E-02 -2.1691600000000000E-01 -6.8499200000000005E-01
atom   1.1829293517244004E+01 3.1714084488660017E+00 8.3042542309399947E-01 C 0.0 0.0 -3.6074899999999999E-01 8.3448199999999995E-01 1.2830070000000000E+00
atom   6.5706109010640050E+00 2.6142422587339991E+00 2.3965585643039993E+00 O 0.0 0.0 1.4922800000000000E-01 -3.1493000000000000E-02 -9.9658999999999998E-02
atom   5.8907782924479930E+00 3.6749671892020017E+00 4.2975371367700017E+00 O 0.0 0.0 5.9584499999999996E-01 8.3970000000000000E-03 -4.5178800000000002E-01
atom   8.4465374958719917E+00 3.7157964418900025E+00 2.4809717585399724E-01 O 0.0 0.0 1.1962100000000001E-01 3.8623099999999999E-01 6.2519300000000000E-01
atom   9.1263093844999990E+00 2.6551514365980022E+00 3.2836686449960006E+00 O 0.0 0.0 -1.2231490000000000E+00 3.2032300000000002E-01 5.3500400000000004E-01
atom   5.0265991990759993E+00 3.5827291951139983E+00 3.8426221406020016E+00 H 0.0 0.0 -5.0024999999999997E-01 -2.0972099999999999E-01 7.6108999999999996E-02
atom   9.9904886782679920E+00 2.7473894306860003E+00 3.7385835917980010E+00 H 0.0 0.0 8.5170299999999999E-01 -8.0628000000000005E-02 2.5719999999999998E-01
atom   6.8068316939840088E+00 3.1177235635759986E+00 3.4750937515819986E+00 C 0.0 0.0 9.0670000000000001E-02 2.1691600000000000E-01 6.8499200000000005E-01
atom   8.2103064827559962E+00 3.2123915511339987E+00 4.1061745769060005E+00 C 0.0 0.0 3.6074899999999999E-01 -8.3448199999999995E-01 -1.2830070000000000E+00
atom   6.5706109010640050E+00 5.7765774126600122E-01 4.8648585643039999E+00 O 0.0 0.0 1.4922800000000000E-01 3.1493000000000000E-02 -9.9658999999999998E-02
atom   5.8907782924479930E+00 5.9007328107979982E+00 1.8292371367700018E+00 O 0.0 0.0 5.9584499999999996E-01 -8.3970000000000000E-03 -4.5178800000000002E-01
atom   8.4465374958719917E+00 5.8599035581099974E+00 2.7163971758539973E+00 O 0.0 0.0 1.1962100000000001E-01 -3.8623099999999999E-01 6.2519300000000000E-01
atom   9.1263093844999990E+00 5.3674856340199784E-01 8.1536864499599593E-01 O 0.0 0.0 -1.2231490000000000E+00 -3.2032300000000002E-01 5.3500400000000004E-01
atom   5.0265991990759993E+00 5.9929708048860020E+00 1.3743221406020014E+00 H 0.0 0.0 -5.0024999999999997E-01 2.0972099999999999E-01 7.6108999999999996E-02
atom   9.9904886782679920E+00 4.4451056931400029E-01 1.2702835917980011E+00 H 0.0 0.0 8.5170299999999999E-01 8.0628000000000005E-02 2.5719999999999998E-01
atom   6.8068316939840088E+00 7.4176436424001568E-02 1.0067937515819985E+00 C 0.0 0.0 9.0670000000000001E-02 -2.1691600000000000E-01 6.8499200000000005E-01
atom   8.2103064827559962E+00 6.3633084488660021E+00 1.6378745769060008E+00 C 0.0 0.0 3.6074899999999999E-01 8.3448199999999995E-01 -1.2830070000000000E+00
atom   1.3468989098935996E+01 5.8061422587339990E+00 7.1741435696000694E-02 O 0.0 0.0 -1.4922800000000000E-01 -3.1493000000000000E-02 9.9658999999999998E-02
atom   1.4148821707552008E+01 4.8306718920200148E-01 3.1073628632299983E+00 O 0.0 0.0 -5.9584499999999996E-01 8.3970000000000000E-03 4.5178800000000002E-01
atom   1.1593062504127991E+01 5.2389644189000273E-01 2.2202028241459986E+00 O 0.0 0.0 -1.1962100000000001E-01 3.8623099999999999E-01 -6.2519300000000000E-01
atom   1.0913290615500001E+01 5.8470514365980018E+00 4.1212313550040003E+00 O 0.0 0.0 1.2231490000000000E+00 3.2032300000000002E-01 -5.3500400000000004E-01
atom   1.5013000800924001E+01 3.9082919511399833E-01 3.5622778593979989E+00 H 0.0 0.0 5.0024999999999997E-01 -2.0972099999999999E-01 -7.6108999999999996E-02
atom   1.0049111321732008E+01 5.9392894306859993E+00 3.6663164082019994E+00 H 0.0 0.0 -8.5170299999999999E-01 -8.0628000000000005E-02 -2.5719999999999998E-01
atom   1.3232768306015991E+01 6.3096235635759985E+00 3.9298062484180019E+00 C 0.0 0.0 -9.0670000000000001E-02 2.1691600000000000E-01 -6.8499200000000005E-01
atom   1.1829293517244004E+01 2.0491551134003919E-02 3.2987254230939995E+00 C 0.0 0.0 -3.6074899999999999E-01 -8.3448199999999995E-01 1.2830070000000000E+00
atom   1.6590410901064004E+01 3.7695577412660008E+00 7.1741435696000694E-02 O 0.0 0.0 1.4922800000000000E-01 3.1493000000000000E-02 9.9658999999999998E-02
atom   1.5910578292447992E+01 2.7088328107979986E+00 3.1073628632299983E+00 O 0.0 0.0 5.9584499999999996E-01 -8.3970000000000000E-03 4.5178800000000002E-01
atom   1.8466337495872011E+01 2.6680035581099975E+00 2.2202028241459986E+00 O 0.0 0.0 1.1962100000000001E-01 -3.8623099999999999E-01 -6.2519300000000000E-01
atom   1.9146109384500001E+01 3.7286485634019981E+00 4.1212313550040003E+00 O 0.0 0.0 -1.2231490000000000E+00 -3.2032300000000002E-01 -5.3500400000000004E-01
atom   1.5046399199075999E+01 2.8010708048860020E+00 3.5622778593979989E+00 H 0.0 0.0 -5.0024999999999997E-01 2.0972099999999999E-01 -7.6108999999999996E-02
atom   2.0010288678267990E+01 3.6364105693140005E+00 3.6663164082019994E+00 H 0.0 0.0 8.5170299999999999E-01 8.0628000000000005E-02 -2.5719999999999998E-01
atom   1.6826631693984009E+01 3.2660764364240018E+00 3.9298062484180019E+00 C 0.0 0.0 9.0670000000000001E-02 -2.1691600000000000E-01 -6.8499200000000005E-01
atom   1.8230106482755996E+01 3.1714084488660017E+00 3.2987254230939995E+00 C 0.0 0.0 3.6074899999999999E-01 8.3448199999999995E-01 1.2830070000000000E+00
atom   3.4491890989359955E+00 2.6142422587339995E+00 4.8648585643039999E+00 O 0.0 0.0 -1.4922800000000000E-01 -3.1493000000000000E-02 -9.9658999999999998E-02
atom   4.1290217075520070E+00 3.6749671892020013E+00 1.8292371367700018E+00 O 0.0 0.0 -5.9584499999999996E-01 8.3970000000000000E-03 -4.5178800000000002E-01
atom   1.5732625041280086E+00 3.7157964418900025E+00 2.7163971758539973E+00 O 0.0 0.0 -1.1962100000000001E-01 3.8623099999999999E-01 6.2519300000000000E-01
atom   8.9349061550000108E-01 2.6551514365980022E+00 8.1536864499599593E-01 O 0.0 0.0 1.2231490000000000E+00 3.2032300000000002E-01 5.3500400000000004E-01
atom   4.9932008009240008E+00 3.5827291951139979E+00 1.3743221406020014E+00 H 0.0 0.0 5.0024999999999997E-01 -2.0972099999999999E-01 7.6108999999999996E-02
atom   2.9311321732009128E-02 2.7473894306859998E+00 1.2702835917980011E+00 H 0.0 0.0 -8.5170299999999999E-01 -8.0628000000000005E-02 2.5719999999999998E-01
atom   3.2129683060159917E+00 3.1177235635759986E+00 1.0067937515819985E+00 C 0.0 0.0 -9.0670000000000001E-02 2.1691600000000000E-01 6.8499200000000005E-01
atom   1.8094935172440034E+00 3.2123915511339982E+00 1.6378745769060008E+00 C 0.0 0.0 -3.6074899999999999E-01 -8.3448199999999995E-01 -1.2830070000000000E+00
atom   1.6590410901064004E+01 5.8061422587339990E+00 2.5400414356960010E+00 O 0.0 0.0 1.4922800000000000E-01 -3.1493000000000000E-02 9.9658999999999998E-02
atom   1.5910578292447992E+01 4.8306718920200137E-01 6.3906286322999828E-01 O 0.0 0.0 5.9584499999999996E-01 8.3970000000000000E-03 4.5178800000000002E-01
atom   1.8466337495872011E+01 5.2389644189000295E-01 4.6885028241459983E+00 O 0.0 0.0 1.1962100000000001E-01 3.8623099999999999E-01 -6.2519300000000000E-01
atom   1.9146109384500001E+01 5.8470514365980018E+00 1.6529313550039999E+00 O 0.0 0.0 -1.2231490000000000E+00 3.2032300000000002E-01 -5.3500400000000004E-01
atom   1.5046399199075999E+01 3.9082919511399816E-01 1.0939778593979987E+00 H 0.0 0.0 -5.0024999999999997E-01 -2.0972099999999999E-01 -7.6108999999999996E-02
atom   2.0010288678267990E+01 5.9392894306859993E+00 1.1980164082019991E+00 H 0.0 0.0 8.5170299999999999E-01 -8.0628000000000005E-02 -2.5719999999999998E-01
atom   1.6826631693984009E+01 6.3096235635759985E+00 1.4615062484180017E+00 C 0.0 0.0 9.0670000000000001E-02 2.1691600000000000E-01 -6.8499200000000005E-01
atom   1.8230106482755996E+01 2.0491551134003770E-02 8.3042542309399947E-01 C 0.0 0.0 3.6074899999999999E-01 -8.3448199999999995E-01 1.2830070000000000E+00
atom   3.4491890989359950E+00 5.7765774126600100E-01 2.3965585643039993E+00 O 0.0 0.0 -1.4922800000000000E-01 3.1493000000000000E-02 -9.9658999999999998E-02
atom   4.1290217075520070E+00 5.9007328107979982E+00 4.2975371367700017E+00 O 0.0 0.0 -5.9584499999999996E-01 -8.3970000000000000E-03 -4.5178800000000002E-01
atom   1.5732625041280086E+00 5.8599035581099974E+00 2.4809717585399724E-01 O 0.0 0.0 -1.1962100000000001E-01 -3.8623099999999999E-01 6.2519300000000000E-01
atom   8.9349061550000120E-01 5.3674856340199806E-01 3.2836686449960006E+00 O 0.0 0.0 1.2231490000000000E+00 -3.2032300000000002E-01 5.3500400000000004E-01
atom   4.9932008009240008E+00 5.9929708048860020E+00 3.8426221406020016E+00 H 0.0 0.0 5.0024999999999997E-01 2.0972099999999999E-01 7.6108999999999996E-02
atom   2.9311321732009142E-02 4.4451056931400046E-01 3.7385835917980010E+00 H 0.0 0.0 -8.5170299999999999E-01 8.0628000000000005E-02 2.5719999999999998E-01
atom   3.2129683060159917E+00 7.4176436424001721E-02 3.4750937515819986E+00 C 0.0 0.0 -9.0670000000000001E-02 -2.1691600000000000E-01 6.8499200000000005E-01
atom   1.8094935172440039E+00 6.3633084488660021E+00 4.1061745769060005E+00 C 0.0 0.0 -3.6074899999999999E-01 8.3448199999999995E-01 -1.2830070000000000E+00
energy   2.0785584065895613E-01
charge   0.0000000000000000E+00
end
begin
comment   oxalac_opt-QR-61-3367-3
lattice   1.3668400000000000E+01 0.0000000000000000E+00 0.0000000000000000E+00
lattice   2.6852830364904011E-16 4.3853999999999997E+00 0.0000000000000000E+00
lattice   6.4707275249948278E-16 6.4707275249948278E-16 1.0567500000000001E+01
atom   7.9003756584640019E+00 3.1705585092840023E+00 1.0241720565975005E+01 O 0.0 0.0 -2.3371900000000001E-01 -2.4865999999999999E-01 1.1704199999999999E-01
atom   9.2562538750320034E+00 5.6405685766200142E-01 9.7958938035750034E+00 O 0.0 0.0 -5.1688000000000001E-01 -6.1215100000000000E-01 8.2131299999999996E-01
atom   9.1774916336079997E+00 1.2737677158300029E+00 1.8381097875749977E+00 O 0.0 0.0 2.7102399999999999E-01 3.4821700000000000E-01 -5.1452999999999999E-02
atom   7.8216075396279958E+00 3.8803112480219988E+00 2.2839339081000052E+00 O 0.0 0.0 4.5654299999999998E-01 6.4633099999999999E-01 -7.9669199999999996E-01
atom   9.1863365919320010E+00 1.8079763131799656E-01 8.8957093473750000E+00 H 0.0 0.0 9.5430000000000001E-02 2.4780300000000000E-01 -6.4874699999999996E-01
atom   7.8915513394239962E+00 4.2634956155879991E+00 3.1842283719750055E+00 H 0.0 0.0 -1.9990300000000000E-01 -2.6401200000000002E-01 6.5192700000000003E-01
atom   8.5157375511319984E+00 4.1538119815020007E+00 3.1249576949994397E-02 C 0.0 0.0 7.8478499999999995E-01 8.8469100000000001E-01 -1.3181999999999999E-01
atom   8.5621388987679961E+00 2.9056507039800294E-01 1.4811828586500055E+00 C 0.0 0.0 -6.7430299999999999E-01 -9.1237100000000004E-01 -1.2100000000000000E-04
atom   5.7680243415359991E+00 1.2148414907160017E+00 3.2577943402499671E-01 O 0.0 0.0 2.3371900000000001E-01 2.4865999999999999E-01 -1.1704199999999999E-01
atom   4.4121461249679959E+00 3.8213431423379989E+00 7.7160619642499761E-01 O 0.0 0.0 5.1688000000000001E-01 6.1215100000000000E-01 -8.2131299999999996E-01
atom   4.4909083663920013E+00 3.1116322841700015E+00 8.7293902124250025E+00 O 0.0 0.0 -2.7102399999999999E-01 -3.4821700000000000E-01 5.1452999999999999E-02
atom   5.8467924603720052E+00 5.0508875197800174E-01 8.2835660919000045E+00 O 0.0 0.0 -4.5654299999999998E-01 -6.4633099999999999E-01 7.9669199999999996E-01
atom   4.4820634080679991E+00 4.2046023686820000E+00 1.6717906526250002E+00 H 0.0 0.0 -9.5430000000000001E-02 -2.4780300000000000E-01 6.4874699999999996E-01
atom   5.7768486605760048E+00 1.2190438441200140E-01 7.3832716280250041E+00 H 0.0 0.0 1.9990300000000000E-01 2.6401200000000002E-01 -6.5192700000000003E-01
atom   5.1526624488680026E+00 2.3158801849799968E-01 1.0536250423049998E+01 C 0.0 0.0 -7.8478499999999995E-01 -8.8469100000000001E-01 1.3181999999999999E-01
atom   5.1062611012320058E+00 4.0948349296020021E+00 9.0863171413500048E+00 C 0.0 0.0 6.7430299999999999E-01 9.1237100000000004E-01 1.2100000000000000E-04
atom   5.7680243415359991E+00 9.7785850928399853E-01 5.6095294340249975E+00 O 0.0 0.0 2.3371900000000001E-01 -2.4865999999999999E-01 -1.1704199999999999E-01
atom   4.4121461249679959E+00 2.7567568576620012E+00 6.0553561964249978E+00 O 0.0 0.0 5.1688000000000001E-01 -6.1215100000000000E-01 -8.2131299999999996E-01
atom   4.4909083663920004E+00 3.4664677158299986E+00 3.4456402124250030E+00 O 0.0 0.0 -2.7102399999999999E-01 3.4821700000000000E-01 5.1452999999999999E-02
atom   5.8467924603720043E+00 1.6876112480219989E+00 2.9998160919000045E+00 O 0.0 0.0 -4.5654299999999998E-01 6.4633099999999999E-01 7.9669199999999996E-01
atom   4.4820634080679991E+00 2.3734976313180001E+00 6.9555406526250003E+00 H 0.0 0.0 -9.5430000000000001E-02 2.4780300000000000E-01 6.4874699999999996E-01
atom   5.7768486605760039E+00 2.0707956155879987E+00 2.0995216280250042E+00 H 0.0 0.0 1.9990300000000000E-01 -2.6401200000000002E-01 -6.5192700000000003E-01
atom   5.1526624488680017E+00 1.9611119815020011E+00 5.2525004230499963E+00 C 0.0 0.0 -7.8478499999999995E-01 8.8469100000000001E-01 1.3181999999999999E-01
atom   5.1062611012320049E+00 2.4832650703979993E+00 3.8025671413500040E+00 C 0.0 0.0 6.7430299999999999E-01 -9.1237100000000004E-01 1.2100000000000000E-04
atom   7.9003756584640010E+00 3.4075414907159982E+00 4.9579705659750033E+00 O 0.0 0.0 -2.3371900000000001E-01 2.4865999999999999E-01 1.1704199999999999E-01
atom   9.2562538750320034E+00 1.6286431423379992E+00 4.5121438035750030E+00 O 0.0 0.0 -5.1688000000000001E-01 6.1215100000000000E-01 8.2131299999999996E-01
atom   9.1774916336079997E+00 9.1893228417000150E-01 7.1218597875749978E+00 O 0.0 0.0 2.7102399999999999E-01 -3.4821700000000000E-01 -5.1452999999999999E-02
