################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.6008601117956111E-02 a         1     0     1     1     1
  3.7867588345264408E-01 a         2     0     1     1     2
 -7.9171358584471177E-02 a         3     0     1     1     3
 -1.0022786104577279E-03 a         4     0     1     1     4
  7.6143820702119225E-02 a         5     0     1     1     5
 -1.7176046352572052E-01 a         6     0     1     1     6
  1.5491518702406354E-01 a         7     0     1     1     7
  2.4007774570870158E-01 a         8     0     1     1     8
  4.1484910702807055E-02 a         9     0     1     1     9
 -9.6977056807715845E-02 a        10     0     1     1    10
 -2.7710372191090382E-01 a        11     0     1     1    11
 -9.7771313551420297E-02 a        12     0     1     1    12
  7.2568538077742606E-02 a        13     0     1     1    13
  1.4389288578025200E-01 a        14     0     1     1    14
 -1.0572861605029399E-01 a        15     0     1     1    15
 -1.6644731278305341E-01 a        16     0     1     1    16
 -9.6751547777759878E-02 a        17     0     1     1    17
  9.6085362116024434E-02 a        18     0     1     1    18
 -1.9668503761961473E-02 a        19     0     1     1    19
  1.1943584451573382E-01 a        20     0     1     1    20
  1.3514012129586553E-01 a        21     0     1     1    21
  6.0090737442832103E-02 a        22     0     1     1    22
 -1.8168974540380620E-01 a        23     0     1     1    23
  1.8193178657618791E-01 a        24     0     1     1    24
 -1.6480816142025967E-01 a        25     0     1     1    25
  1.6997378329280852E-01 a        26     0     2     1     1
 -5.0147238162150465E-03 a        27     0     2     1     2
 -3.5298658930670114E-02 a        28     0     2     1     3
  1.2210276084743198E-02 a        29     0     2     1     4
 -7.9257678356864786E-02 a        30     0     2     1     5
  1.8986318225362461E-01 a        31     0     2     1     6
  1.9429546470042311E-01 a        32     0     2     1     7
 -3.7666665504755753E-01 a        33     0     2     1     8
 -3.9588571632555986E-01 a        34     0     2     1     9
 -1.2813879595879016E-01 a        35     0     2     1    10
  1.1919669253837843E-01 a        36     0     2     1    11
 -1.7607290001578815E-01 a        37     0     2     1    12
  4.5377992162610861E-02 a        38     0     2     1    13
 -1.2464393246752348E-01 a        39     0     2     1    14
  1.1838995834365436E-01 a        40     0     2     1    15
 -7.4913702447352751E-02 a        41     0     2     1    16
